	peak	chr	chromStart	chromEnd	Name	Start_b	End_b	gene	Strand	Distance	CV_amplitude	CV_phase	CV_mean	CV_pvalue	CV_qvalue	CV_fdr_BH	GF_amplitude	GF_phase	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH	rAMP
36	chr1_30944881_30951696	chr1	30944881	30951696	57	30949710	30951710	Gm13363	-	0	321.103860407	10.4467503844	483.511361073	0.00126226026033	0.000360193825421	0.0109020933203	68.1121601968	1.78187440754	1136.83964387	0.799537045741	0.00911253817018	0.817198515855	0.6641082014999853
38	chr1_33719567_33721026	chr1	33719567	33721026	61	33717896	33719896	Rab23	+	0	20.6028713148	12.5334085655	40.908046562	0.00897899014987	0.000761108597038	0.0230366995939	31.2087113094	19.8404964781	119.917652423	0.292915185078	0.00406320548822	0.364382067057	0.5036386003808421
39	chr1_33756202_33758489	chr1	33756202	33758489	62	33757750	33759750	Bag2	-	0	25.2828870616	13.4926005414	51.9223543863	0.0112151272101	0.000850609637976	0.0257456541393	23.096406236	18.7629539523	96.2342864498	0.433021214882	0.00515872783877	0.462626839505	0.48693645271738734
40	chr1_33813132_33815008	chr1	33813132	33815008	63	33814427	33816427	Zfp451	-	0	46.3566795349	11.4775164301	91.4082041313	0.0196749142921	0.00117228077784	0.035481769913	43.5920620875	1.63279822455	233.648778083	0.194175958971	0.00346478972444	0.310717054643	0.5071391564406258
42	chr1_34438447_34440962	chr1	34438447	34440962	66	34437829	34439829	Imp4	+	0	31.0659089596	11.5689969552	73.7623770983	0.0183885060365	0.00112525121466	0.0340583121787	54.7286445664	1.79992118123	199.795177119	0.230440172777	0.00367280578145	0.329371617168	0.42116198232331614
49	chr1_36269751_36276855	chr1	36269751	36276855	76	36273425	36275425	Neurl3	-	0	157.663396826	10.4237525298	316.039123946	0.0222877779086	0.00126703430607	0.0383497030487	85.7291555864	1.69059012334	859.295367847	0.153683735122	0.00312181167284	0.279959306417	0.4988730346339624
51	chr1_36367117_36369992	chr1	36367117	36369992	78	36369181	36371181	4632411B12Rik	-	0	82.5587985766	10.5113443657	147.516089652	0.00276904168778	0.000470967806589	0.0142549222555	54.6801215203	0.334300125743	374.613744815	0.114742613427	0.00306567600694	0.274925145572	0.5596596193090635
53	chr1_36470697_36479107	chr1	36470697	36479107	80	36469597	36471597	Cnnm4	+	0	340.151027296	10.7098148399	604.907446716	0.00845957599748	0.000742635377258	0.0224775651731	304.809616789	0.220924942737	1682.21497124	0.14849932822	0.00310870823513	0.278784210122	0.5623191269055391
54	chr1_36511176_36514068	chr1	36511176	36514068	82	36509876	36511876	Cnnm3	+	0	39.2651258124	11.7697244671	82.3068892178	0.0105926579746	0.000825123423589	0.0249742553311	36.8960303622	0.270133451333	152.360506978	0.13823256035	0.00308832534551	0.276956303688	0.4770575851615149
55	chr1_36546028_36547533	chr1	36546028	36547533	83	36547201	36549201	Ankrd39	-	0	17.5519019633	12.7068850902	42.4749048441	8.943087799e-05	0.000110462312449	0.00334339556567	15.9915526343	20.1441806499	83.5990547014	0.242363655484	0.00374456254986	0.335806654647	0.4132299301840121
59	chr1_36934892_36940976	chr1	36934892	36940976	90	36939527	36941527	Tmem131	-	0	178.82267602	10.8487798892	333.60736731	0.0125076016177	0.000902197108638	0.0273070674107	173.607753669	1.734142186	934.465104358	0.216273041227	0.00358669623762	0.321649444695	0.5360273589336878
60	chr1_37298571_37302826	chr1	37298571	37302826	93	37297893	37299893	Inpp4a	+	0	56.8368668842	11.7685631784	136.499685251	0.00562828443517	0.000624031207003	0.0188877375829	99.9435540096	0.950754658169	371.404899449	0.0393003211554	0.0029998021339	0.269017677172	0.4163882633112783
61	chr1_37428319_37432490	chr1	37428319	37432490	94	37428172	37430172	Unc50	+	0	85.4668139828	10.5000445116	174.006436534	0.00597279861017	0.0006388837464	0.019337283797	83.1773037731	1.23907398747	504.972680119	0.0959445761649	0.00304455700197	0.273031225437	0.49117041694087116
68	chr1_37995751_38000330	chr1	37995751	38000330	110	37996010	37998010	Eif5b	+	0	153.386972493	10.883298911	262.382393288	0.0106543812517	0.000826947996528	0.0250294802213	132.562861584	1.83444487691	765.852803025	0.237817200072	0.00371513586168	0.333167714161	0.58459323650058
69	chr1_38127839_38130698	chr1	38127839	38130698	111	38129662	38131662	Rev1	-	0	52.6509349943	11.9879715524	106.61469106	0.00513515373596	0.00060026330018	0.0181683472994	22.5515786046	20.21897722	251.140356535	0.226384686533	0.00364363397879	0.326755534428	0.4938431511720032
72	chr1_39366978_39371486	chr1	39366978	39371486	120	39365851	39367851	Rpl31	+	0	92.5881003693	11.1496224613	186.871001702	0.00826152541551	0.000735070549608	0.0222485982915	64.3726280927	0.632823164167	467.666867041	0.0345586734075	0.0029998021339	0.269017677172	0.4954653184604247
74	chr1_39534968_39537493	chr1	39534968	39537493	122	39533802	39535802	D1Bwg0212e	+	0	41.4391289092	11.5309055059	90.0658299754	0.00763034749399	0.000708941620611	0.0214577462496	61.9397577333	0.61341405473	227.865424883	0.0390617004307	0.0029998021339	0.269017677172	0.460098229489679
75	chr1_39575290_39578310	chr1	39575290	39578310	123	39577347	39579347	Rnf149	-	0	50.6670041986	11.1813519084	119.176928912	0.0198864017056	0.00117986509242	0.0357113266112	68.9096675567	0.374091174804	250.25975632	0.106003655948	0.00304853084097	0.273387593254	0.4251410458479964
76	chr1_39900007_39903317	chr1	39900007	39903317	125	39898913	39900913	Map4k4	+	0	78.6342661819	11.1534756365	136.036757769	0.000404157586468	0.000227471197361	0.00688493818132	87.9476130377	0.90867515375	337.009612883	0.0295352781158	0.0029998021339	0.269017677172	0.5780369031980792
77	chr1_40679622_40683734	chr1	40679622	40683734	128	40679712	40681712	Slc9a2	+	0	130.158516194	11.0280139068	232.223358054	0.00678108263899	0.000674051372204	0.0204017127553	165.662196127	1.30772122975	590.894122676	0.101627966607	0.00304455700197	0.273031225437	0.5604884766317677
78	chr1_40789174_40791804	chr1	40789174	40791804	130	40790657	40792657	Mfsd9	-	0	38.6479971804	10.4229924154	88.5117141712	0.0158678121182	0.00102955534861	0.031161857025	81.8334856951	0.545311153895	276.691505214	0.054841819861	0.00303100579363	0.271815973754	0.43664273754371946
80	chr1_43096864_43100225	chr1	43096864	43100225	135	43096710	43098710	AI597479	+	0	99.6844214437	10.2091818258	175.49371051	0.0248619852772	0.00136193889149	0.0412222082771	86.0756494419	1.37659185896	575.725234999	0.116758883677	0.00306567600694	0.274925145572	0.5680227579325117
82	chr1_43444014_43448961	chr1	43444014	43448961	140	43443751	43445751	Nck2	+	0	202.026278552	11.087377029	331.722784352	0.00812009711233	0.000729099017454	0.0220678561571	109.307409004	0.728594209315	675.410071615	0.00426211660205	0.00271635542397	0.243598608812	0.6090214121006065
83	chr1_43825897_43828805	chr1	43825897	43828805	143	43827708	43829708	Uxs1	-	0	45.4012269756	11.7253152717	96.5722969971	0.000476985193613	0.000246040765812	0.00744698881597	60.5179411134	1.0413127048	245.939873235	0.0602745596485	0.00303100579363	0.271815973754	0.4701268209139042
85	chr1_44100552_44103346	chr1	44100552	44103346	146	44102388	44104388	1700029F09Rik	-	0	44.7329412479	10.2135495671	91.9952110915	0.00541586961386	0.000613697100533	0.0185749521181	36.2188349948	1.06786957397	230.506567483	0.0664118545663	0.00303100579363	0.271815973754	0.48625293335549674
86	chr1_44117827_44121202	chr1	44117827	44121202	147	44117968	44119968	Bivm	+	0	38.244767287	12.2028935536	90.1816565487	0.00400743900754	0.000542188773647	0.0164105883843	60.9362586453	20.2487393948	241.585044029	0.219973669934	0.00361063536794	0.323796269368	0.4240858812162872
88	chr1_45794699_45797041	chr1	45794699	45797041	150	45793501	45795501	Wdr75	+	0	46.3650851965	11.0130259624	85.1639322548	0.00472276780528	0.000582266002522	0.0176236177545	41.1405491948	1.02319048246	235.390299172	0.0560826263965	0.00303100579363	0.271815973754	0.5444216109911573
94	chr1_52118494_52121899	chr1	52118494	52121899	160	52117438	52119438	Stat1	+	0	50.5468821261	11.3808876994	125.917446242	0.0223862833276	0.00126993562694	0.0384375181877	81.4901910166	0.265007100346	350.116400234	0.134751413207	0.00308361724832	0.276534088717	0.40142874267759726
95	chr1_52226231_52234290	chr1	52226231	52234290	161	52233232	52235232	Gls	-	0	137.452410774	11.1264777133	256.817798815	0.00709462952172	0.000687452587001	0.0208073312973	104.151463001	0.510494268008	703.357642845	0.0628944661085	0.00303100579363	0.271815973754	0.5352137250931526
96	chr1_52498749_52502483	chr1	52498749	52502483	163	52500448	52502448	Nab1	-	0	87.2949740996	10.6739832012	165.473237907	0.0089624795001	0.000760184664747	0.0230087346613	94.8823387101	0.785638504044	414.073879259	0.00925893906976	0.00280957396799	0.251958305573	0.5275473859323518
98	chr1_52725519_52728499	chr1	52725519	52728499	165	52727318	52729318	Mfsd6	-	0	100.013792802	11.3784423953	172.163511179	0.0171799395908	0.00107923546894	0.0326655399583	76.627412314	0.313405676582	416.52154908	0.119321267722	0.00306567600694	0.274925145572	0.5809232869212032
99	chr1_52816237_52818288	chr1	52816237	52818288	167	52817688	52819688	Inpp1	-	0	23.8736715186	11.3041554379	59.812303099	0.00330151014213	0.000502787151834	0.0152180078133	52.3872863951	20.4073758269	185.765625644	0.185331408199	0.00341269361326	0.3060451549	0.3991431575387563
100	chr1_52844187_52846375	chr1	52844187	52846375	168	52843046	52845046	Hibch	+	0	33.9238096146	11.2337553209	76.5959839688	0.0187307836818	0.00113913831952	0.0344786372995	45.5971041986	0.206126130833	187.354076943	0.155582089249	0.00313285091391	0.280949288709	0.4428927974659645
103	chr1_53312723_53314711	chr1	53312723	53314711	171	53311663	53313663	Osgepl1	+	0	40.9840344183	10.2087800114	72.0731063805	0.0308440465299	0.00157760588989	0.0477498652681	52.1143491125	1.84143890076	295.888873912	0.239306636586	0.00372397848299	0.333960706944	0.5686453169082301
104	chr1_53350886_53353297	chr1	53350886	53353297	172	53352699	53354699	Asnsd1	-	0	26.5410970885	11.7283028326	61.2167333678	0.0463760789817	0.0021429631086	0.0648616998493	43.9455801683	0.796159781974	194.515776741	0.0117524402225	0.00281942335592	0.25284158365	0.4335595127076907
106	chr1_53777671_53786004	chr1	53777671	53786004	174	53785215	53787215	Stk17b	-	0	223.832123245	10.7229075695	342.122099964	0.00154528076035	0.000383808535159	0.0116168467423	69.2009748872	0.981391402687	934.778282435	0.704100277649	0.0081677518682	0.732471522194	0.6542463151855811
114	chr1_55130274_55134498	chr1	55130274	55134498	188	55129245	55131245	Mob4	+	0	162.059616689	11.6710244801	274.845893281	0.00261431845603	0.000461147139147	0.013957677202	85.0297512035	1.78893230891	593.476094193	0.228083494249	0.00365549994334	0.327819656019	0.5896381232202429
115	chr1_55236278_55240617	chr1	55236278	55240617	191	55235177	55237177	Mars2	+	0	53.0699951169	11.2074919636	112.174024704	0.00316224465201	0.000495535992782	0.0149985348321	71.734954433	0.809469738999	328.146927456	0.0149065324636	0.0028555817609	0.256084214225	0.473104136692419
118	chr1_57376811_57378793	chr1	57376811	57378793	196	57375620	57377620	1700066M21Rik	+	0	43.2298709604	11.747855923	91.4384656874	0.0161505483483	0.00103953441399	0.0314638963557	47.4072893648	20.21911304	224.483584816	0.226355496756	0.00364363397879	0.326755534428	0.4727755505892852
121	chr1_57995202_57997436	chr1	57995202	57997436	202	57983340	57985340	Sgol2	+	9863	35.5271826409	11.4965136158	68.4945645923	0.0236546579607	0.00131763123917	0.0398811354261	47.9956472991	20.1821043634	170.698975644	0.234286095585	0.00369330133082	0.331209626756	0.5186861592940747
125	chr1_58503503_58505800	chr1	58503503	58505800	210	58504919	58506919	Orc2	-	0	24.0084927897	11.2180087349	70.4727222762	0.0361011355923	0.00177136650139	0.0536144751513	49.8748609145	0.552950906563	183.585152439	0.0530733989417	0.00303100579363	0.271815973754	0.34067781141765446
126	chr1_58584221_58588417	chr1	58584221	58588417	211	58584599	58586599	Ndufb3	+	0	78.1062178189	10.6027232679	155.827614119	0.0126952830415	0.000909984829671	0.0275427806725	100.827881431	20.1474977612	551.058279096	0.241659148634	0.00374193858601	0.335571341574	0.5012347667676735
128	chr1_58689196_58694012	chr1	58689196	58694012	215	58695989	58697989	Als2cr12	-	1978	34.3142692183	10.3563647987	94.9348244747	0.0199037195481	0.00118029765617	0.0357244191466	46.3596392666	19.9860221134	277.586966302	0.263524800911	0.00386495706683	0.346603451187	0.361450810154968
129	chr1_58709953_58717517	chr1	58709953	58717517	216	58711286	58713286	Cflar	+	0	250.155442502	10.4449279126	408.355338179	0.00564141216547	0.000624466272301	0.0189009058333	197.222961587	1.04379309182	1359.30021336	0.0608480713334	0.00303100579363	0.271815973754	0.6125925612177155
132	chr1_59119307_59121253	chr1	59119307	59121253	224	59120096	59122096	Als2cr4	-	0	24.0665387186	11.1999520137	54.9429364097	0.000963361217762	0.000325110124747	0.00984020454886	31.475529371	0.22938136443	154.293065149	0.146738195777	0.00310870823513	0.278784210122	0.43802789387046903
133	chr1_59235744_59239167	chr1	59235744	59239167	226	59237231	59239231	Als2	-	0	64.3609831594	11.0842925278	123.830593564	0.00176568340562	0.000403394838373	0.0122096711895	90.1526978269	1.71250468573	356.562990632	0.158142873988	0.00313285091391	0.280949288709	0.5197502596653225
136	chr1_59683724_59688405	chr1	59683724	59688405	230	59683006	59685006	Nop58	+	0	50.5506729473	10.9900423186	116.12936733	0.0302592014565	0.00155735606335	0.0471369577638	39.0483379234	0.967070784962	353.15489227	0.04308386156	0.00299990410423	0.269026821715	0.4352962055123598
140	chr1_60096336_60099723	chr1	60096336	60099723	234	60096281	60098281	Carf	+	0	64.165193128	10.4885112193	124.292203498	0.00818685861276	0.000732188659392	0.0221613712657	100.848948278	1.60341533045	405.863927841	0.145573878318	0.00310870823513	0.278784210122	0.51624471464964
141	chr1_60179372_60182766	chr1	60179372	60182766	235	60178599	60180599	Nbeal1	+	0	107.210080285	10.5066000964	170.235114412	0.00653525303531	0.000663329312731	0.0200771850019	129.216269923	0.840639356108	548.515378398	0.0222909960414	0.0029624061684	0.265664064058	0.6297765337974401
143	chr1_60408994_60410748	chr1	60408994	60410748	237	60407619	60409619	Abi2	+	0	13.4607551415	13.1232222045	42.9637668106	0.000175983231477	0.000154822111741	0.00468604676463	22.740483621	19.6548855425	81.1231145577	0.329167386869	0.00433025604646	0.388330753557	0.31330481800722765
144	chr1_60563315_60567975	chr1	60563315	60567975	238	60566765	60568765	Raph1	-	0	113.445096768	11.0798957173	217.419313415	0.0137467577039	0.000946802344491	0.0286571473109	124.95953656	0.951793169546	610.163568492	0.0395411920911	0.0029998021339	0.269017677172	0.5217802180777804
148	chr1_63174428_63179140	chr1	63174428	63179140	249	63174831	63176831	Eef1b2	+	0	159.427668854	10.679366827	258.702568709	0.00138920010737	0.000371204899934	0.0112353687777	117.415672761	0.357479680637	741.611438692	0.109654906519	0.00305881125824	0.274309525384	0.6162585460576978
150	chr1_64119176_64123117	chr1	64119176	64123117	252	64121389	64123389	Klf7	-	0	270.659271654	10.5328816421	387.254114221	0.0036345988737	0.00052142735047	0.0157821962327	99.4857630881	0.867038351679	978.167076615	0.684567422368	0.00798078045977	0.715704211636	0.6989190345942687
153	chr1_64689533_64692925	chr1	64689533	64692925	257	64689345	64691345	Ccnyl1	+	0	51.0749841885	10.8606664553	119.249076462	0.0106839694606	0.000828582776681	0.025078960597	58.8081495197	0.498028957999	343.672694646	0.0657746734183	0.00303100579363	0.271815973754	0.4283050712327788
154	chr1_64731083_64738399	chr1	64731083	64738399	258	64737750	64739750	Fzd5	-	0	234.719187427	10.5654907979	418.328857707	0.00754959176963	0.000705379671775	0.021349935688	105.188765336	20.9474576735	986.631392555	0.715349031696	0.00828276224679	0.742785477421	0.5610877258470146
155	chr1_64955711_64957394	chr1	64955711	64957394	262	64956824	64958824	Plekhm3	-	0	13.0063085465	10.1642341365	34.1333927443	0.000445286122612	0.000238505497993	0.00721891663048	27.6390983164	19.9939116281	109.288162145	0.26190862623	0.00385330985708	0.345558947192	0.3810435324707635
159	chr1_66700093_66703017	chr1	66700093	66703017	269	66698893	66700893	Rpe	+	0	52.6770538638	11.2814206106	100.404596636	0.000675251223496	0.000286327940923	0.00866637269118	42.1100042979	1.09255278345	295.904710706	0.0721095497909	0.00303100579363	0.271815973754	0.5246478311622705
161	chr1_66861674_66864465	chr1	66861674	66864465	271	66863267	66865267	Acadl	-	0	100.995925449	10.8736168423	173.141903203	0.00340511175086	0.000508525518179	0.015391692649	43.9013116942	0.942847063189	323.054016299	0.0374660275236	0.0029998021339	0.269017677172	0.583313014242355
164	chr1_69686135_69688610	chr1	69686135	69688610	276	69685960	69687960	Ikzf2	-	0	27.5892231139	10.2891557714	54.3201606652	0.0217301866633	0.00124903107677	0.0378047939689	26.4866495204	20.2817255549	118.475159303	0.212834339318	0.0035647906954	0.319684989101	0.5079002487482503
167	chr1_72210123_72212928	chr1	72210123	72212928	281	72212307	72214307	Mreg	-	0	32.3533765391	10.3566427397	73.6254691616	0.00321299937166	0.000499344161525	0.0151137978047	56.7513903201	19.8113639916	185.608693339	0.298699442205	0.00409812806157	0.367513870138	0.4394318556814601
176	chr1_74302315_74304819	chr1	74302315	74304819	297	74304336	74306336	Tmbim1	-	0	113.568659223	11.0179456245	207.280989849	0.00478030012128	0.000585774407731	0.0177298076953	119.554102906	0.686245858142	647.206485159	0.014298750292	0.002838418294	0.254545020708	0.5478971289443014
178	chr1_74396126_74398679	chr1	74396126	74398679	301	74392310	74394310	Mir26b	+	1817	33.1296196798	12.2167404411	70.518032682	0.014025068003	0.000958158839157	0.0290008777024	47.4229114128	0.489178232757	176.894477785	0.0678187299458	0.00303100579363	0.271815973754	0.46980351577868773
183	chr1_74661376_74663809	chr1	74661376	74663809	306	74659754	74661754	Ttll4	+	0	49.0941948876	10.8969324492	84.6935809677	0.00556558560494	0.000622108370425	0.0188295385181	44.2350195887	1.61097252863	243.592423984	0.189376646681	0.00343294660373	0.307861412175	0.5796684273666889
184	chr1_74712088_74715967	chr1	74712088	74715967	308	74711574	74713574	Cyp27a1	+	0	40.4227095524	11.3609716282	103.076194732	0.00859501625907	0.000747432739138	0.0226227683477	36.3954838796	0.799486480638	395.022709138	0.672125529939	0.0078597176409	0.704847482801	0.3921633860999602
188	chr1_74945000_74953390	chr1	74945000	74953390	315	74951651	74953651	Ihh	-	0	326.827183431	11.8427522133	544.413375771	0.000677857118429	0.0002868130102	0.00868105442681	187.191125602	19.0708996246	1534.67337622	0.408549994747	0.00495334421976	0.444208350002	0.6003290844354187
191	chr1_75167473_75170578	chr1	75167473	75170578	321	75166646	75168646	Zfand2b	+	0	31.1502602673	10.5938501073	79.5220170225	0.0039931470236	0.000541643414398	0.0163940818342	42.3090596111	2.41108836314	187.126106125	0.329492826903	0.0043312439227	0.38841934479	0.3917186891585802
193	chr1_75189750_75194905	chr1	75189750	75194905	323	75190135	75192135	Ankzf1	+	0	94.3565690014	10.8308170515	197.164931213	0.00973038308187	0.000791074101616	0.0239436744065	134.191573105	0.673878640336	593.042319667	0.0250271107755	0.0029624061684	0.265664064058	0.4785666924685775
196	chr1_75235472_75238045	chr1	75235472	75238045	326	75234423	75236423	Dnajb2	+	0	43.4127345976	11.7634914896	98.4446111357	0.025350188526	0.00137841892258	0.0417210142648	71.476642523	0.338491347922	269.52623126	0.119015373534	0.00306567600694	0.274925145572	0.4409863993241656
209	chr1_80337123_80342159	chr1	80337123	80342159	342	80340430	80342430	Cul3	-	0	150.004515139	10.991579196	252.619093455	0.00592502213501	0.000637465735202	0.0192943644316	95.1173352272	0.692446504174	689.060963327	0.0128293806957	0.00281942335592	0.25284158365	0.5937972189173455
218	chr1_85893994_85896181	chr1	85893994	85896181	358	85892510	85894510	Itm2c	+	0	24.0602245464	11.6160808773	65.5237016421	0.0183306799808	0.00112299701349	0.0339900836035	39.4156239563	0.674589653528	143.95933415	0.0170606716946	0.00287696679685	0.258001991612	0.36719879896011454
220	chr1_86044878_86048505	chr1	86044878	86048505	361	86043863	86045863	2810459M11Rik	+	0	54.4009994703	11.6902623768	132.480247412	0.0226283714367	0.00127947589075	0.0387262761814	58.3430306983	19.787391223	300.327854201	0.303433470349	0.00413209849871	0.370560287095	0.41063479675667014
226	chr1_86523990_86530548	chr1	86523990	86530548	374	86524736	86526736	Ptma	+	0	295.744802338	11.287037216	480.518024281	0.0040240116894	0.000543076441267	0.0164374556833	214.601858422	0.464970361971	1207.25016171	0.0798525484661	0.00303460222973	0.272138496655	0.6154707781888588
227	chr1_86581366_86583384	chr1	86581366	86583384	375	86582501	86584501	Pde6d	-	0	21.7896965844	11.9532251141	57.005293767	0.00271289252715	0.000468103408243	0.0141682246615	57.7567433107	0.391481338428	185.07128375	0.102176794306	0.00304455700197	0.273031225437	0.38223987886917826
229	chr1_86702929_86705274	chr1	86702929	86705274	377	86701804	86703804	Dis3l2	+	0	48.7913954045	11.6612441164	103.454040371	0.00837883271919	0.000738677734286	0.0223577780197	56.9231513491	1.07206364224	305.499938998	0.0673804472763	0.00303100579363	0.271815973754	0.4716238750031177
232	chr1_87326306_87330612	chr1	87326306	87330612	382	87324998	87326998	Gigyf2	+	0	119.834904008	11.3489431836	209.307745192	0.00120881712831	0.000353080205842	0.0106867832872	109.978015993	1.36601759493	521.235264064	0.114440572329	0.00306567600694	0.274925145572	0.5725297164616354
235	chr1_87755070_87758168	chr1	87755070	87758168	387	87754011	87756011	Atg16l1	+	0	80.7860606832	10.2683843009	136.357198061	0.00433699957129	0.000563354759718	0.0170512255609	86.7908304911	1.60122504043	446.723422987	0.145117279311	0.00310870823513	0.278784210122	0.5924590841699461
236	chr1_87852509_87855996	chr1	87852509	87855996	388	87851287	87853287	Dgkd	+	0	62.9555133783	12.1150080789	147.370061571	0.0276651309465	0.00146057407138	0.0442076285146	82.1506266131	20.3735161131	321.385046406	0.192788902779	0.0034562975313	0.309955487723	0.4271933709410121
237	chr1_88007179_88009552	chr1	88007179	88009552	391	88008551	88010551	Usp40	-	0	67.3543463734	11.0071741805	124.868000862	0.0149910674839	0.000996508157052	0.0301616078786	56.9480553725	0.764111579817	348.809831424	0.00415666356318	0.00271635542397	0.243598608812	0.5394043782909427
238	chr1_88093271_88098943	chr1	88093271	88098943	392	88093001	88095001	Ugt1a7c	+	0	32.6825861312	11.7515243441	107.810546212	0.0419622721176	0.00198300617933	0.0600202360398	61.8932925616	19.9393287335	323.683517185	0.273042922174	0.00392566533244	0.352047675796	0.3031483215652442
246	chr1_89069279_89073008	chr1	89069279	89073008	400	89068462	89070462	Sh3bp4	+	0	61.862413475	12.1812549124	127.927588292	0.0315305142472	0.00160272990633	0.0485103013238	71.5293502346	0.245429862616	258.593110308	0.143392246774	0.00310870823513	0.278784210122	0.48357367086289854
247	chr1_89453575_89457565	chr1	89453575	89457565	402	89452811	89454811	Agap1	+	0	72.3033487318	11.5932416358	135.940044637	0.00404396867044	0.000544402714614	0.016477598392	78.132816083	0.236236373842	342.724983121	0.149445833409	0.00310870823513	0.278784210122	0.5318767470238167
248	chr1_90202754_90205037	chr1	90202754	90205037	407	90202003	90204003	Cxcr7	+	0	6.79940146058	10.2493364049	24.7835533317	0.00412138394545	0.000549311955957	0.0166261878554	15.9635411465	0.632314237119	52.8140596597	0.0346767748993	0.0029998021339	0.269017677172	0.27435135590032855
258	chr1_91453152_91461044	chr1	91453152	91461044	421	91459328	91461328	Per2	-	0	316.516839992	13.4593390771	463.342391654	0.012687896505	0.000909566144434	0.0275301082023	81.8209142367	12.8767422531	917.422701465	0.686298032615	0.00799674144804	0.717135568704	0.6831165153314059
264	chr1_92906532_92908449	chr1	92906532	92908449	430	92904989	92906989	Dusp28	+	0	27.3695681637	13.1261553795	62.6349718259	0.0188448061765	0.00114295387296	0.0345941237869	40.618820646	1.36844765696	149.552503756	0.114973503487	0.00306567600694	0.274925145572	0.43696943362210455
266	chr1_92933363_92938609	chr1	92933363	92938609	433	92932408	92934408	Capn10	+	0	32.1747888366	10.7257235177	107.787364411	0.00063460321964	0.000279857024839	0.0084705155553	83.6576748472	0.652627934658	296.448998961	0.0299617315853	0.0029998021339	0.269017677172	0.2985024173512167
271	chr1_93342044_93344827	chr1	93342044	93344827	438	93341645	93343645	Ppp1r7	+	0	53.1601168132	11.357345642	103.408029324	0.000433659168346	0.000235705679158	0.00713417368359	69.7288863277	0.274345910791	270.769598242	0.132756798413	0.00308361724832	0.276534088717	0.5140811323909646
275	chr1_93633249_93636972	chr1	93633249	93636972	447	93635727	93637727	Stk25	-	0	103.906480263	11.5184650374	206.03405346	0.0128567044291	0.000915385368746	0.0277062403901	65.6097250782	0.948748941018	565.003371213	0.0388350988902	0.0029998021339	0.269017677172	0.50431702195857
