	peak	chr	chromStart	chromEnd	Name	Start_b	End_b	gene	Strand	Distance	CV_amplitude	CV_phase	CV_mean	CV_pvalue	CV_qvalue	CV_fdr_BH	GF_amplitude	GF_phase	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH	rAMP
272	chr1_97767101_97771864	chr1	97767101	97771864	538	97768179	97770179	Gin1	+	0	46.8609627017	12.6991453377	166.564645993	0.0230906968464	0.00176535964932	0.0947026793361	50.271453354	1.91169989924	176.904956713	0.809981254128	0.541445479813	0.894427172188	0.2813379899577811
276	chr1_105660760_105665986	chr1	105660760	105665986	552	105661861	105663861	2310035C23Rik	+	0	38.6115395033	10.6792108235	156.692293381	0.0362300176433	0.00214540824846	0.11509037803	59.0634673907	1.62390249067	187.734368987	0.785280942502	0.541445479813	0.894427172188	0.2464163276327533
287	chr1_118627066_118631444	chr1	118627066	118631444	580	118625945	118627945	Tfcp2l1	+	0	13.7034137925	12.7217592162	87.0510950176	0.0423402584772	0.00229762185454	0.123255873561	36.6971543289	0.951600583323	98.1717118284	0.699189203044	0.541445479813	0.894427172188	0.15741805188928917
288	chr1_119503063_119505891	chr1	119503063	119505891	582	119504782	119506782	Ralb	-	0	25.1434225182	10.6610032915	82.2602423748	0.0184631966091	0.00160251605641	0.0859669383965	33.0617760238	1.77926385999	98.8881815887	0.799315790067	0.541445479813	0.894427172188	0.30565704394158894
289	chr1_119523065_119527277	chr1	119523065	119527277	583	119524154	119526154	Tmem185b	+	0	40.4041889703	10.7949207578	138.82038277	0.00445709144226	0.000858882821073	0.046074749937	51.5163285075	1.83517295049	146.781629435	0.803955317478	0.541445479813	0.894427172188	0.29105372110407124
304	chr1_127868407_127870216	chr1	127868407	127870216	634	127866773	127868773	Rab3gap1	+	0	16.8507709484	11.5952538424	52.3556644458	0.000444131973245	0.000309255198155	0.016589988264	20.432213685	1.40975299806	59.9161109325	0.762813981006	0.541445479813	0.894427172188	0.3218519166315686
312	chr1_130680991_130683645	chr1	130680991	130683645	645	130681571	130683571	C4bp-ps1	-	0	28.9784045332	13.3745678807	62.5599358206	0.00386891383586	0.000802547530581	0.0430526445248	8.52521087775	1.97176391165	54.2959622276	0.814462194596	0.541445479813	0.894427172188	0.4632102663324323
331	chr1_132476350_132478484	chr1	132476350	132478484	678	132475367	132477367	Rbbp5	+	0	28.6362616055	12.4380158793	94.9724789819	0.026073002467	0.00186367720793	0.0999769225927	37.3516522282	3.02226002772	116.804103179	0.866747459726	0.541445479813	0.894427172188	0.30152168199123813
332	chr1_133023813_133026598	chr1	133023813	133026598	679	133025348	133027348	Mdm4	-	0	21.6661882875	13.1801962967	104.544882356	0.0415186445122	0.00227652147436	0.122123944133	30.251675747	3.62885234783	120.378132185	0.882094240841	0.541445479813	0.894427172188	0.2072429352756026
340	chr1_133608691_133610516	chr1	133608691	133610516	705	133610280	133612280	Snrpe	-	0	23.9047965203	10.389788054	67.78523534	0.0240617599663	0.00179800906225	0.0964541563702	20.8551968431	2.63121781898	75.1794249392	0.852030171541	0.541445479813	0.894427172188	0.35265491667023546
344	chr1_134075181_134080322	chr1	134075181	134080322	713	134079155	134081155	Btg2	-	0	46.9846215462	12.6769181088	162.804292094	0.0241138999043	0.00180074268673	0.0966008015953	77.7516930219	1.25603418479	217.15179837	0.744087401032	0.541445479813	0.894427172188	0.28859571785166455
349	chr1_134413965_134417345	chr1	134413965	134417345	723	134413467	134415467	Adipor1	+	0	40.3157100916	10.5627217453	137.329238551	0.0356537395463	0.00213606207585	0.114589002807	50.8832434322	2.09036747908	155.832531895	0.82271269423	0.541445479813	0.894427172188	0.2935697489987025
350	chr1_134454511_134456567	chr1	134454511	134456567	724	134453555	134455555	Klhl12	+	0	34.5528851236	11.5531584178	82.6167541858	0.000167882324771	0.000220268026803	0.0118162734253	26.3184531025	1.95957147787	92.8395485091	0.813569677912	0.541445479813	0.894427172188	0.41823096857439696
366	chr1_136133634_136135165	chr1	136133634	136135165	755	136131183	136133183	6530439I21	-	452	20.7612758474	10.6946450956	68.159157244	0.0293401342446	0.0019622962393	0.105267338349	24.1520603494	1.6245774044	77.860458601	0.785345773449	0.541445479813	0.894427172188	0.3045999493960527
382	chr1_151344425_151347550	chr1	151344425	151347550	792	151342498	151344498	Ivns1abp	+	0	39.2552567217	12.4207428816	159.693547151	0.0377467682874	0.00219050493712	0.117509588895	56.9361901954	1.89947796124	177.673902277	0.80904317746	0.541445479813	0.894427172188	0.2458161736778366
389	chr1_152900163_152905560	chr1	152900163	152905560	801	152902646	152904646	Smg7	-	0	73.8926480899	9.88719119066	231.050689898	0.0435226015586	0.00232436881958	0.124690713908	103.846001381	1.52310876025	275.94389504	0.77519141243	0.541445479813	0.894427172188	0.31981141507312
391	chr1_153484763_153488630	chr1	153484763	153488630	803	153487660	153489660	Dhx9	-	0	31.9591106581	12.0269775947	112.713584428	0.0114439355538	0.00128188217917	0.0687665411447	35.1029283116	1.66040940513	118.000487447	0.788737668023	0.541445479813	0.894427172188	0.28354266985906273
395	chr1_155158623_155159821	chr1	155158623	155159821	814	155156703	155158703	Stx6	+	0	16.2521176792	9.26009662007	45.180875225	0.000742848105684	0.000383007540125	0.0205464310175	22.6161884638	0.712428348379	54.0199854956	0.655027406475	0.541445479813	0.894427172188	0.3597123251434313
397	chr1_155557820_155559187	chr1	155557820	155559187	817	155556120	155558120	Acbd6	+	0	13.9129665639	10.0826942931	37.58425555	4.42874996009e-06	3.39004548276e-05	0.00181858914931	17.8395579218	3.24242939214	44.0042854599	0.433829743043	0.541445479813	0.894427172188	0.3701807142459151
403	chr1_156673042_156674691	chr1	156673042	156674691	827	156674339	156676339	Tor3a	-	0	9.80595061238	8.97951465064	36.9086019761	0.00225233725594	0.000642056952032	0.0344431309887	20.5390366918	3.13989077164	45.3828179216	0.430098595324	0.541445479813	0.894427172188	0.2656819843441862
413	chr1_161032972_161038377	chr1	161032972	161038377	850	161033166	161035166	Gas5	+	0	63.5860410087	11.3861164756	234.197721661	0.022117030342	0.00173638902865	0.0931485510311	90.4568695044	1.18996924554	244.188457363	0.735282272809	0.541445479813	0.894427172188	0.2715058052560412
415	chr1_161074831_161076387	chr1	161074831	161076387	852	161070632	161072632	Dars2	-	2200	16.541222694	13.9918679042	52.3612239885	0.0113438847781	0.00127714272651	0.068512293312	19.2977124054	1.57190107089	53.5476437357	0.780178210635	0.541445479813	0.894427172188	0.3159059592960034
417	chr1_161249562_161251851	chr1	161249562	161251851	854	161251166	161253166	Prdx6	-	0	21.2340329788	11.646055506	99.1919786329	0.00735457372342	0.00106321638649	0.0570362195336	25.3692211583	2.65876253177	90.1428789799	0.853219875072	0.541445479813	0.894427172188	0.2140700616265063
435	chr1_165235162_165238257	chr1	165235162	165238257	897	165236958	165238958	Tiprl	-	0	27.717050963	10.5215750172	92.0015677441	0.0453407655078	0.00236463067929	0.126850560482	36.8178015885	1.88424683876	116.228780944	0.807861381859	0.541445479813	0.894427172188	0.3012671592737883
452	chr1_170175107_170177094	chr1	170175107	170177094	925	170174946	170176946	Uap1	-	0	18.9200109676	11.1249656582	68.0911457527	0.0131102386564	0.00137618877067	0.0738256161599	34.1928104171	2.1459284402	87.1421105913	0.826322130779	0.541445479813	0.894427172188	0.2778630137362576
455	chr1_170866622_170869173	chr1	170866622	170869173	935	170867771	170869771	Atf6	-	0	25.5714654476	11.0212386754	92.5439327565	0.0108941073104	0.00125394661116	0.0672679382171	38.4144492705	1.50381323289	109.531781884	0.773164272991	0.541445479813	0.894427172188	0.27631703868565
456	chr1_170882734_170887032	chr1	170882734	170887032	936	170885540	170887540	Dusp12	-	0	32.7915175831	13.3372154358	105.688131604	0.00601701428164	0.00097106977662	0.0520930166856	48.7142640526	1.81978658805	141.594580232	0.802698998199	0.541445479813	0.894427172188	0.3102667923581585
466	chr1_171287010_171288431	chr1	171287010	171288431	950	171287961	171289961	Usp21	-	0	17.212545422	11.3632087971	44.7024009723	0.00118904311554	0.000480974075348	0.0258018436323	20.0928263848	1.57731682881	56.028066901	0.780719687095	0.541445479813	0.894427172188	0.385047448182164
479	chr1_172481144_172484987	chr1	172481144	172484987	967	172480213	172482213	Igsf9	+	0	20.8555714724	11.2328534819	99.5007921192	0.036169986469	0.00214540824846	0.11509037803	53.2404618341	1.01900064597	147.003510394	0.710129010852	0.541445479813	0.894427172188	0.2096020647495493
490	chr1_177724800_177730013	chr1	177724800	177730013	985	177727814	177729814	1700016C15Rik	+	0	17.8517682848	12.1893825652	71.6744840292	0.00109503252576	0.000460478157764	0.0247023405869	40.0319721729	1.04263252805	119.615850771	0.713821900972	0.541445479813	0.894427172188	0.24906727305532098
491	chr1_177792886_177796725	chr1	177792886	177796725	986	177796509	177798509	Adss	-	0	45.7842328389	12.2831952495	148.828569929	0.0389721890891	0.00222200908698	0.119199628318	45.0660215327	2.2979947863	154.616106203	0.835438638676	0.541445479813	0.894427172188	0.3076306710515446
498	chr1_179544569_179548670	chr1	179544569	179548670	995	179544529	179546529	Cnst	+	0	36.7087917754	11.9651796573	107.843757349	0.0046181715384	0.000871544157968	0.0467539670746	53.0701276418	1.05310304636	133.61219208	0.715435065209	0.541445479813	0.894427172188	0.3403886574222777
509	chr1_180903693_180905916	chr1	180903693	180905916	1022	180902274	180904274	Pycr2	+	0	13.751972456	15.1665152866	47.0784637717	0.0477265602443	0.00240964179112	0.129265180581	20.5869813417	0.824217544592	48.9782695197	0.676761773971	0.541445479813	0.894427172188	0.2921075021200382
528	chr1_184841326_184847206	chr1	184841326	184847206	1060	184845847	184847847	Mosc2	-	0	46.9842076509	12.4206541031	168.080104808	0.0270101683381	0.00189424114297	0.101616524212	58.2310552083	1.6540070804	209.990903776	0.788138764857	0.541445479813	0.894427172188	0.27953461657208417
529	chr1_184880959_184883830	chr1	184880959	184883830	1062	184883036	184885036	C130074G19Rik	-	0	19.8562841987	10.4455654043	69.3484394579	0.0426353059556	0.00230094587012	0.123434190303	33.0188353181	1.62455792063	99.6838723106	0.785343902369	0.541445479813	0.894427172188	0.28632633054063655
530	chr1_185202485_185205534	chr1	185202485	185205534	1063	185202168	185204168	Rab3gap2	+	0	23.8685148495	11.1158713779	98.6584096555	0.0288322572025	0.00194707970456	0.10445104768	46.8530977267	1.46184662511	134.002559699	0.768644115888	0.541445479813	0.894427172188	0.24193086968303243
533	chr1_185327947_185330065	chr1	185327947	185330065	1068	185329401	185331401	Iars2	-	0	17.5773800244	12.225039402	72.7753680747	0.0453149899619	0.00236463067929	0.126850560482	21.9573589382	3.18941251762	84.9587984259	0.871777016901	0.541445479813	0.894427172188	0.24152924937951212
546	chr1_190926128_190931675	chr1	190926128	190931675	1091	190923108	190925108	Angel2	+	1021	63.8623274488	12.4334286985	211.615364827	0.0257658347654	0.00185465455005	0.0994929023101	87.1803916816	1.99356768245	272.647646341	0.816037100697	0.541445479813	0.894427172188	0.3017849271058781
565	chr1_193297606_193302998	chr1	193297606	193302998	1126	193299994	193301994	Lamb3	+	0	28.9099892047	10.580427728	108.161251573	0.00691569434571	0.00103228647762	0.0553769852567	55.6762800288	1.2917819854	162.420154219	0.748655625709	0.541445479813	0.894427172188	0.2672860084758553
573	chr10_4430953_4434096	chr10	4430953	4434096	1145	4430605	4432605	1700052N19Rik	+	0	26.4066987115	12.7332240521	109.486641821	0.00204909766156	0.000613397253652	0.0329056821031	35.5096449346	1.29936324431	108.106465842	0.749607284568	0.541445479813	0.894427172188	0.24118648880173327
576	chr10_7209543_7213558	chr10	7209543	7213558	1152	7212237	7214237	Cnksr3	-	0	35.3143432896	11.0439699076	141.247587054	0.0110509311233	0.00126105514532	0.0676492753746	60.1815337047	2.33208649644	188.433173921	0.837339009174	0.541445479813	0.894427172188	0.25001732083464945
589	chr10_11279916_11282698	chr10	11279916	11282698	1175	11279330	11281330	Fbxo30	+	0	32.2165596694	8.61076007559	111.990524991	0.0290894108323	0.00195418497936	0.104832209989	25.8457360574	3.70908090854	122.340522281	0.88358033168	0.541445479813	0.894427172188	0.2876721907678266
591	chr10_12861514_12863169	chr10	12861514	12863169	1179	12861735	12863735	Utrn	-	0	8.72955721158	14.5055724022	26.8839784894	0.00654687505962	0.00100501255518	0.0539138762905	9.1434360851	2.47551272901	36.3388220387	0.844807054181	0.541445479813	0.894427172188	0.3247122525046637
610	chr10_19591780_19596017	chr10	19591780	19596017	1238	19589958	19591958	Ifngr1	+	0	79.3588569491	12.2790609411	284.504902944	0.0469824539299	0.00239460223284	0.128458383809	102.822344594	2.0638051961	313.093561001	0.820930976928	0.541445479813	0.894427172188	0.2789366936313237
612	chr10_19933088_19935896	chr10	19933088	19935896	1240	19932526	19934526	Map3k5	+	0	30.519737878	10.2707500765	95.1822493422	0.0446279742855	0.00235273436279	0.126212382847	34.7182246341	0.761453307443	88.5749611924	0.664807308298	0.541445479813	0.894427172188	0.32064526830286594
618	chr10_21295236_21297888	chr10	21295236	21297888	1253	21293979	21295979	Hbs1l	+	0	27.680386569	12.459436676	97.3626843895	0.0376020277485	0.00218826896073	0.117389639991	34.4108319134	1.45035493421	102.493078046	0.767379208138	0.541445479813	0.894427172188	0.2843018014814017
647	chr10_34280621_34284062	chr10	34280621	34284062	1315	34280190	34282190	Tspyl1	+	0	21.5193443927	11.2717530258	90.8931398986	0.0287276176661	0.0019428337479	0.104223273429	41.2925880328	1.22823028327	111.717375975	0.740440123745	0.541445479813	0.894427172188	0.23675432949842956
666	chr10_41488300_41491805	chr10	41488300	41491805	1348	41488439	41490439	Ppil6	+	0	28.8657409489	11.2848779994	109.181765416	0.041650907826	0.00227944965204	0.12228102616	31.6390253777	1.43553321026	114.620796595	0.765730170589	0.541445479813	0.894427172188	0.2643824345477187
686	chr10_45577599_45578733	chr10	45577599	45578733	1410	45575829	45577829	Hace1	+	0	11.6517830852	9.60762769915	41.09096882	0.0462695430323	0.00238056447887	0.127705328808	11.5638644018	2.17967251799	39.7427599094	0.828439155738	0.541445479813	0.894427172188	0.2835606806021275
703	chr10_58496418_58499528	chr10	58496418	58499528	1441	58495937	58497937	Ccdc138	+	0	26.1324553014	11.2145644935	103.334296067	0.00212974117324	0.000627263736298	0.0336495492579	41.5670208555	3.02740747478	127.657898043	0.866912617661	0.541445479813	0.894427172188	0.25289237258127945
724	chr10_61679308_61682739	chr10	61679308	61682739	1490	61678321	61680321	Sar1a	+	0	39.1744432024	10.9538414569	132.647319695	0.00395637041764	0.000812438502594	0.0435832454996	47.0623647633	1.71953120166	156.8300343	0.794125235786	0.541445479813	0.894427172188	0.2953278158388348
726	chr10_61714129_61716758	chr10	61714129	61716758	1492	61713263	61715263	Aifm2	+	0	12.3648839623	10.5749862289	41.1723207128	0.00122376957841	0.000484548460704	0.0259935914557	20.5068367507	2.80174411074	48.6136873566	0.387266534647	0.541445479813	0.894427172188	0.30032030617248884
728	chr10_62228041_62231833	chr10	62228041	62231833	1496	62231218	62233218	Tspan15	-	0	32.4574671372	12.2407123376	125.835673	0.011103641476	0.00126442940144	0.0678302872695	38.2551987208	2.01324773127	139.735501097	0.817435625975	0.541445479813	0.894427172188	0.25793534030052034
733	chr10_62577193_62578496	chr10	62577193	62578496	1502	62578457	62580457	2510003E04Rik	-	0	8.51605666734	11.4231306189	26.1225867202	0.00642680491146	0.000999827289221	0.0536357128129	15.8418578613	1.19464976644	34.3895097337	0.735922026189	0.541445479813	0.894427172188	0.3260035753180112
737	chr10_62919659_62921577	chr10	62919659	62921577	1506	62918633	62920633	Slc25a16	+	0	32.3072047015	10.8974566601	84.5677694851	0.0202325782008	0.00166880768304	0.089523151241	26.4490667549	2.91328049556	95.3554484999	0.863087923141	0.541445479813	0.894427172188	0.3820273952855314
758	chr10_71347757_71351469	chr10	71347757	71351469	1549	71345793	71347793	Ipmk	+	0	66.7251993451	11.1086228057	218.50502149	0.00405322566654	0.00082153925365	0.0440714550887	62.9503998197	3.33285367854	210.459527833	0.875578746032	0.541445479813	0.894427172188	0.3053714687657817
762	chr10_75411266_75413794	chr10	75411266	75413794	1567	75405034	75407034	Upb1	+	4233	6.86251882677	10.5681986676	43.9342822823	0.000318581303467	0.000266796729593	0.0143123046572	34.5463347884	2.75875425748	64.4726600213	0.379913441234	0.541445479813	0.894427172188	0.156199634323712
769	chr10_75780091_75781979	chr10	75780091	75781979	1580	75781414	75783414	Gstt3	-	0	26.5823837564	11.1607530971	83.7377830711	0.0197447986594	0.00164775315723	0.0883936816695	31.2850852103	0.780796094199	75.3698144286	0.668558028345	0.541445479813	0.894427172188	0.31744790441645027
770	chr10_75797078_75798994	chr10	75797078	75798994	1582	75798584	75800584	Gstt1	-	0	8.25516339779	9.92650631189	35.9065401159	0.0203180973154	0.0016726829089	0.0897310376461	18.260236752	1.01691335971	49.4606240327	0.709799337379	0.541445479813	0.894427172188	0.2299069576501602
777	chr10_76146977_76148141	chr10	76146977	76148141	1593	76145451	76147451	Slc5a4a	+	0	6.46552947215	6.82337974481	27.1781672364	0.0289475446958	0.00195159396592	0.10469321513	13.4913539934	1.85682930106	34.1354275506	0.805697804343	0.541445479813	0.894427172188	0.2378942412088277
785	chr10_77514373_77517401	chr10	77514373	77517401	1603	77515813	77517813	1810008A18Rik	-	0	21.8276459155	9.54323839597	101.525017031	0.00800062760875	0.0011019290955	0.0591129619522	30.5007758039	1.72331540619	110.191397682	0.794461467764	0.541445479813	0.894427172188	0.21499770749937497
790	chr10_78008989_78010979	chr10	78008989	78010979	1610	78009796	78011796	Pfkl	-	0	22.3417018777	11.3995016437	55.0086853545	0.00696420918397	0.00103451268411	0.0554964100544	12.1553711698	3.97232136088	57.325565483	0.887703659411	0.541445479813	0.894427172188	0.40614862423488785
791	chr10_78068702_78070487	chr10	78068702	78070487	1611	78067368	78069368	Icosl	+	0	8.38280578104	13.345397593	34.3205261866	0.00452747117824	0.000865032535277	0.0464046512194	12.5488148711	1.35947923479	44.9923199916	0.75694732136	0.541445479813	0.894427172188	0.24425050290496295
792	chr10_78168616_78169829	chr10	78168616	78169829	1617	78169768	78171768	D10Jhu81e	-	0	12.020921704	9.90121399163	37.8264115876	0.0202534239849	0.00166973384597	0.0895728352306	16.5788572328	1.27016894811	45.1315718184	0.745909776357	0.541445479813	0.894427172188	0.31779175447719754
795	chr10_78351030_78352922	chr10	78351030	78352922	1623	78351700	78353700	Agpat3	-	0	19.6026689184	8.91451236569	53.7811697609	0.0198555591807	0.00165284336131	0.0886667455545	24.6783512215	1.00350880596	62.4166941812	0.707668488874	0.541445479813	0.894427172188	0.36448944873362604
798	chr10_78460881_78465102	chr10	78460881	78465102	1626	78464948	78466948	Pdxk	-	0	33.2705119905	13.2719006868	116.389749656	0.00348864830151	0.000766029430357	0.041093631846	49.0837749047	1.23935132027	153.003861211	0.74190900932	0.541445479813	0.894427172188	0.28585431353563245
801	chr10_79096158_79097898	chr10	79096158	79097898	1629	79097600	79099600	2610008E11Rik	-	0	16.0349609804	10.0620387364	44.9867858821	4.13587522263e-06	3.39004548276e-05	0.00181858914931	25.1453970872	0.838626163381	54.2080758776	0.67941933134	0.541445479813	0.894427172188	0.35643713294886054
802	chr10_79530875_79535268	chr10	79530875	79535268	1631	79533787	79535787	Ppap2c	-	0	70.8008570078	10.1914212012	266.769225215	0.0495366169609	0.00244662620401	0.131249208592	78.9282402435	2.18533366518	247.91892705	0.828788906693	0.541445479813	0.894427172188	0.2654011419448355
818	chr10_80053514_80055966	chr10	80053514	80055966	1652	80051510	80053510	Gpx4	+	5	19.2362205986	8.67733570668	84.6327284902	0.03992870425	0.00223912528898	0.120117826595	37.7005235567	1.39829351343	112.2375584	0.76149787249	0.541445479813	0.894427172188	0.2272905640851157
