	peak	chr	chromStart	chromEnd	Name	Start_b	End_b	gene	Strand	Distance	CV_amplitude	CV_phase	CV_mean	CV_pvalue	CV_qvalue	CV_fdr_BH	GF_amplitude	GF_phase	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH	rAMP
19	chr1_16101964_16107932	chr1	16101964	16107932	29	16103882	16105882	Rdh10	+	0	172.19250673	11.1052825111	312.520746136	0.00177126244123	0.000403595508107	0.0122157449199	136.300128097	1.35917788536	826.651884289	0.112940057967	0.00306527538972	0.274889218831	0.5509794433137145
21	chr1_16617217_16620001	chr1	16617217	16620001	32	16619286	16621286	Ube2w	-	0	49.5408333856	10.9705753414	99.9184657635	0.0120692596775	0.000885715163114	0.0268082034783	55.9712759256	1.18558860858	270.35638885	0.0838948545571	0.00303912674631	0.272544248397	0.49581259086643387
23	chr1_16664566_16667690	chr1	16664566	16667690	34	16663191	16665191	Tmem70	+	0	58.693674223	10.1765298422	116.878215108	0.00193163023712	0.000416846921447	0.0126168293768	49.2036567639	0.559461973213	292.150992737	0.0515658556863	0.00303100579363	0.271815973754	0.5021780506210226
25	chr1_20818399_20820890	chr1	20818399	20820890	37	20820213	20822213	Mcm3	-	0	29.5726981587	10.9596270137	56.4501765006	0.0156058442855	0.00101990739989	0.0308698397	18.4219181744	0.929395779006	120.370144262	0.0343449454223	0.0029998021339	0.269017677172	0.5238725543822822
27	chr1_21077871_21080257	chr1	21077871	21080257	40	21079225	21081225	Tram2	-	0	30.5781684506	11.7656412249	75.1930574162	0.00301468202743	0.000486245354233	0.0147173323202	75.5362058387	0.366176578339	209.608332282	0.107743833041	0.00305801867314	0.274238447563	0.4066621241552557
28	chr1_21217864_21220149	chr1	21217864	21220149	42	21216631	21218631	Tmem14a	+	0	47.4936367147	10.3918707308	87.5543164696	0.00850551743827	0.000744575673738	0.022536292702	38.3032729928	20.37595888	285.217522599	0.192251993999	0.00345325169846	0.309682342083	0.5424476899570156
30	chr1_23919346_23922990	chr1	23919346	23922990	47	23922289	23924289	Smap1	-	0	112.16075047	11.3773117954	192.363125614	0.00126254735151	0.000360193825421	0.0109020933203	53.7394600819	1.60498588542	466.167052537	0.18805782974	0.00342248000118	0.306922783233	0.5830678312800145
31	chr1_24004419_24006332	chr1	24004419	24006332	48	24005640	24007640	1110058L19Rik	-	0	26.0199882759	10.7286601452	59.9122186407	0.000464491598845	0.000242388879136	0.00733645607907	51.0270336079	0.197349289829	211.950949772	0.161060003109	0.00313285091391	0.280949288709	0.434301864732212
32	chr1_24096255_24101740	chr1	24096255	24101740	49	24100341	24102341	Fam135a	-	0	128.929735719	11.1396799223	240.156660991	0.0055231380648	0.00061983221615	0.0187606454817	152.146349965	0.286168222652	696.717697746	0.13487764204	0.00308361724832	0.276534088717	0.5368567966717014
33	chr1_24677538_24680512	chr1	24677538	24680512	52	24676544	24678544	Lmbrd1	+	0	83.6706773031	10.689740476	143.647233595	0.00486532283481	0.000589386602336	0.0178391390605	43.9224050367	1.20419053797	445.306641851	0.737218460782	0.00850079978202	0.762338750819	0.5824732938401146
35	chr1_30871290_30874885	chr1	30871290	30874885	56	30863256	30865256	Phf3	-	6035	104.972533477	10.8513968673	184.053184127	0.000970412080911	0.000326290513469	0.00987593172432	81.4473113607	1.78694693496	399.955615603	0.163258876564	0.00314295358049	0.281855280429	0.5703380464451354
36	chr1_30944881_30951696	chr1	30944881	30951696	57	30949710	30951710	Gm13363	-	0	321.103860407	10.4467503844	483.511361073	0.00126226026033	0.000360193825421	0.0109020933203	68.1121601968	1.78187440754	1136.83964387	0.799537045741	0.00911253817018	0.817198515855	0.6641082014999853
39	chr1_33756202_33758489	chr1	33756202	33758489	62	33757750	33759750	Bag2	-	0	25.2828870616	13.4926005414	51.9223543863	0.0112151272101	0.000850609637976	0.0257456541393	23.096406236	18.7629539523	96.2342864498	0.433021214882	0.00515872783877	0.462626839505	0.48693645271738734
42	chr1_34438447_34440962	chr1	34438447	34440962	66	34437829	34439829	Imp4	+	0	31.0659089596	11.5689969552	73.7623770983	0.0183885060365	0.00112525121466	0.0340583121787	54.7286445664	1.79992118123	199.795177119	0.230440172777	0.00367280578145	0.329371617168	0.42116198232331614
45	chr1_34839960_34844242	chr1	34839960	34844242	70	34843050	34845050	Fam168b	-	0	108.262741249	10.9004569822	192.385901567	0.0190979244241	0.0011505480257	0.0348239782595	79.5796595424	1.73035903825	518.564345869	0.215453927277	0.00358346992898	0.321360114261	0.5627373958652402
46	chr1_34848182_34853914	chr1	34848182	34853914	71	34847959	34849959	Plekhb2	+	0	116.136945585	11.2511339858	246.212551331	0.0252559487554	0.00137556187179	0.0416345390614	146.737030076	0.757024721754	722.962124954	0.00247685927964	0.00271635542397	0.243598608812	0.4716938472761665
49	chr1_36269751_36276855	chr1	36269751	36276855	76	36273425	36275425	Neurl3	-	0	157.663396826	10.4237525298	316.039123946	0.0222877779086	0.00126703430607	0.0383497030487	85.7291555864	1.69059012334	859.295367847	0.153683735122	0.00312181167284	0.279959306417	0.4988730346339624
52	chr1_36444082_36445592	chr1	36444082	36445592	79	36445239	36447239	Lman2l	-	0	20.2961276555	11.2746616989	49.3376617571	4.93463989223e-05	8.2508866017e-05	0.00249732031364	34.90362936	1.7885117063	114.011145044	0.163570009312	0.00314388344403	0.281938669172	0.41137189993766293
53	chr1_36470697_36479107	chr1	36470697	36479107	80	36469597	36471597	Cnnm4	+	0	340.151027296	10.7098148399	604.907446716	0.00845957599748	0.000742635377258	0.0224775651731	304.809616789	0.220924942737	1682.21497124	0.14849932822	0.00310870823513	0.278784210122	0.5623191269055391
55	chr1_36546028_36547533	chr1	36546028	36547533	83	36547201	36549201	Ankrd39	-	0	17.5519019633	12.7068850902	42.4749048441	8.943087799e-05	0.000110462312449	0.00334339556567	15.9915526343	20.1441806499	83.5990547014	0.242363655484	0.00374456254986	0.335806654647	0.4132299301840121
57	chr1_36690738_36692994	chr1	36690738	36692994	85	36689487	36691487	Cox5b	+	0	75.6571134534	11.094171983	131.395391845	0.00194412521906	0.000417869819567	0.0126477897375	47.6245824916	0.211599699794	316.294673133	0.154467878913	0.00312759755222	0.28047817525	0.5757973121511641
59	chr1_36934892_36940976	chr1	36934892	36940976	90	36939527	36941527	Tmem131	-	0	178.82267602	10.8487798892	333.60736731	0.0125076016177	0.000902197108638	0.0273070674107	173.607753669	1.734142186	934.465104358	0.216273041227	0.00358669623762	0.321649444695	0.5360273589336878
63	chr1_37536919_37542093	chr1	37536919	37542093	99	37536259	37538259	Mgat4a	-	0	126.191568351	11.737132564	237.443167216	0.00664444323914	0.000667456419259	0.0202021013589	96.4464616816	0.722954825297	538.179838725	0.00559879874101	0.00274264608383	0.245956315065	0.5314600956118675
67	chr1_37888718_37892302	chr1	37888718	37892302	109	37888553	37890553	Mrpl30	+	0	38.331490743	10.429810867	97.3338030196	0.00281744146629	0.00047418420795	0.0143522740293	125.970859408	0.95105799525	381.348499607	0.0393706774451	0.0029998021339	0.269017677172	0.39381478534524367
70	chr1_38985793_38989498	chr1	38985793	38989498	112	38985814	38987814	Pdcl3	+	0	70.9707035312	11.3365513783	148.290187719	0.0268619416555	0.00143095502744	0.043311140129	139.105102124	1.79832916802	495.394701492	0.165521003396	0.00315215037182	0.28268003464	0.4785933892381656
72	chr1_39366978_39371486	chr1	39366978	39371486	120	39365851	39367851	Rpl31	+	0	92.5881003693	11.1496224613	186.871001702	0.00826152541551	0.000735070549608	0.0222485982915	64.3726280927	0.632823164167	467.666867041	0.0345586734075	0.0029998021339	0.269017677172	0.4954653184604247
73	chr1_39477035_39479484	chr1	39477035	39479484	121	39478747	39480747	Tbc1d8	-	0	36.4081183933	11.5155026041	68.2568873712	0.0167849761859	0.00106430715508	0.032213700256	50.326221654	0.993838761779	185.0241731	0.0492870809372	0.00302994625649	0.27172095608	0.5333984568517239
78	chr1_40789174_40791804	chr1	40789174	40791804	130	40790657	40792657	Mfsd9	-	0	38.6479971804	10.4229924154	88.5117141712	0.0158678121182	0.00102955534861	0.031161857025	81.8334856951	0.545311153895	276.691505214	0.054841819861	0.00303100579363	0.271815973754	0.43664273754371946
80	chr1_43096864_43100225	chr1	43096864	43100225	135	43096710	43098710	AI597479	+	0	99.6844214437	10.2091818258	175.49371051	0.0248619852772	0.00136193889149	0.0412222082771	86.0756494419	1.37659185896	575.725234999	0.116758883677	0.00306567600694	0.274925145572	0.5680227579325117
84	chr1_43932707_43936658	chr1	43932707	43936658	144	43932007	43934007	Tpp2	+	0	129.651729006	10.1368975592	211.691297718	0.0118100321154	0.000875908420691	0.0265113798974	125.110708757	1.7377862363	655.799237812	0.217061601901	0.00359399495247	0.322303982304	0.6124565837312442
86	chr1_44117827_44121202	chr1	44117827	44121202	147	44117968	44119968	Bivm	+	0	38.244767287	12.2028935536	90.1816565487	0.00400743900754	0.000542188773647	0.0164105883843	60.9362586453	20.2487393948	241.585044029	0.219973669934	0.00361063536794	0.323796269368	0.4240858812162872
87	chr1_44147008_44149416	chr1	44147008	44149416	148	44145744	44147744	Ercc5	+	0	33.2216972483	10.0853569332	54.0652361998	4.91307215937e-05	8.2508866017e-05	0.00249732031364	36.6531801454	0.916472973264	155.343999013	0.0313455592302	0.0029998021339	0.269017677172	0.6144742829852448
93	chr1_51914750_51916325	chr1	51914750	51916325	158	51915974	51917974	Myo1b	-	0	39.2773395662	12.0395907633	72.4028193594	0.00312414417174	0.00049375239074	0.0149445500203	22.8399486431	21.0711041943	102.109599618	0.695363713001	0.00808292619139	0.724864484955	0.5424835650560983
96	chr1_52498749_52502483	chr1	52498749	52502483	163	52500448	52502448	Nab1	-	0	87.2949740996	10.6739832012	165.473237907	0.0089624795001	0.000760184664747	0.0230087346613	94.8823387101	0.785638504044	414.073879259	0.00925893906976	0.00280957396799	0.251958305573	0.5275473859323518
102	chr1_53295659_53298949	chr1	53295659	53298949	170	53295095	53297095	Ormdl1	+	0	48.4053695557	10.7700110225	99.1556097593	0.00327980598438	0.000502787151834	0.0152180078133	52.8721870574	1.70832398528	312.442428786	0.210673881334	0.00355454885138	0.31876651616	0.4881758044068703
103	chr1_53312723_53314711	chr1	53312723	53314711	171	53311663	53313663	Osgepl1	+	0	40.9840344183	10.2087800114	72.0731063805	0.0308440465299	0.00157760588989	0.0477498652681	52.1143491125	1.84143890076	295.888873912	0.239306636586	0.00372397848299	0.333960706944	0.5686453169082301
104	chr1_53350886_53353297	chr1	53350886	53353297	172	53352699	53354699	Asnsd1	-	0	26.5410970885	11.7283028326	61.2167333678	0.0463760789817	0.0021429631086	0.0648616998493	43.9455801683	0.796159781974	194.515776741	0.0117524402225	0.00281942335592	0.25284158365	0.4335595127076907
106	chr1_53777671_53786004	chr1	53777671	53786004	174	53785215	53787215	Stk17b	-	0	223.832123245	10.7229075695	342.122099964	0.00154528076035	0.000383808535159	0.0116168467423	69.2009748872	0.981391402687	934.778282435	0.704100277649	0.0081677518682	0.732471522194	0.6542463151855811
110	chr1_54925040_54927314	chr1	54925040	54927314	184	54926387	54928387	Ankrd44	-	0	66.2300262266	11.7715076555	113.132912279	0.013051252725	0.000922014981366	0.0279069008411	34.6279862321	0.399094406113	205.693978574	0.0947038374617	0.00304455700197	0.273031225437	0.5854178496109816
114	chr1_55130274_55134498	chr1	55130274	55134498	188	55129245	55131245	Mob4	+	0	162.059616689	11.6710244801	274.845893281	0.00261431845603	0.000461147139147	0.013957677202	85.0297512035	1.78893230891	593.476094193	0.228083494249	0.00365549994334	0.327819656019	0.5896381232202429
119	chr1_57405340_57408038	chr1	57405340	57408038	197	57404548	57406548	9430016H08Rik	+	0	93.6569744297	10.3234371972	185.37506082	0.0261813363245	0.00140697438549	0.0425853109281	87.0812757515	0.786029612859	484.844007841	0.00935163363233	0.00280957396799	0.251958305573	0.5052296356123186
126	chr1_58584221_58588417	chr1	58584221	58588417	211	58584599	58586599	Ndufb3	+	0	78.1062178189	10.6027232679	155.827614119	0.0126952830415	0.000909984829671	0.0275427806725	100.827881431	20.1474977612	551.058279096	0.241659148634	0.00374193858601	0.335571341574	0.5012347667676735
127	chr1_58652017_58654044	chr1	58652017	58654044	213	58650641	58652641	Gm20257	+	0	58.9504251186	11.6903709053	110.927964092	0.0256501368244	0.00138745647579	0.0419945565678	63.9983112356	0.730166583063	312.983453556	0.00388941841412	0.00271635542397	0.243598608812	0.531429794111325
128	chr1_58689196_58694012	chr1	58689196	58694012	215	58695989	58697989	Als2cr12	-	1978	34.3142692183	10.3563647987	94.9348244747	0.0199037195481	0.00118029765617	0.0357244191466	46.3596392666	19.9860221134	277.586966302	0.263524800911	0.00386495706683	0.346603451187	0.361450810154968
130	chr1_58794053_58798485	chr1	58794053	58798485	220	58793374	58795374	Casp8	+	0	133.962347478	10.599938804	264.817407313	0.0184161620319	0.00112612397772	0.0340847283569	125.771398252	20.3764709798	719.967506481	0.192139414871	0.0034531308724	0.309671506585	0.5058668493029376
133	chr1_59235744_59239167	chr1	59235744	59239167	226	59237231	59239231	Als2	-	0	64.3609831594	11.0842925278	123.830593564	0.00176568340562	0.000403394838373	0.0122096711895	90.1526978269	1.71250468573	356.562990632	0.158142873988	0.00313285091391	0.280949288709	0.5197502596653225
136	chr1_59683724_59688405	chr1	59683724	59688405	230	59683006	59685006	Nop58	+	0	50.5506729473	10.9900423186	116.12936733	0.0302592014565	0.00155735606335	0.0471369577638	39.0483379234	0.967070784962	353.15489227	0.04308386156	0.00299990410423	0.269026821715	0.4352962055123598
138	chr1_59762095_59765937	chr1	59762095	59765937	232	59762637	59764637	Bmpr2	+	0	101.791244112	11.1260466237	193.030840298	0.0240139510091	0.00133005388963	0.040257135471	128.561064344	0.26513859294	588.50711561	0.134723339523	0.00308361724832	0.276534088717	0.5273315080370329
142	chr1_60342435_60344240	chr1	60342435	60344240	236	60341372	60343372	Cyp20a1	+	0	17.338636395	10.3599100782	46.3828847402	0.0172475547186	0.00108140539043	0.0327312176155	21.0133162659	19.9131018955	96.1514143416	0.278353169012	0.00396194505637	0.355301186069	0.37381539531482877
148	chr1_63174428_63179140	chr1	63174428	63179140	249	63174831	63176831	Eef1b2	+	0	159.427668854	10.679366827	258.702568709	0.00138920010737	0.000371204899934	0.0112353687777	117.415672761	0.357479680637	741.611438692	0.109654906519	0.00305881125824	0.274309525384	0.6162585460576978
149	chr1_63730011_63732107	chr1	63730011	63732107	251	63728625	63730625	Fastkd2	+	0	26.8714186327	10.257895199	51.3024957392	0.0227745929184	0.00128465824058	0.0388831319004	20.4665920635	2.74740312254	136.925392914	0.377957956353	0.00469620146027	0.421148179773	0.5237838480471365
151	chr1_64530361_64535795	chr1	64530361	64535795	255	64530804	64532804	Creb1	+	0	262.551637074	10.8236130316	417.003646627	0.0108390447798	0.000834998063756	0.0252731339931	152.336527654	1.57765121187	1056.99288299	0.140197353472	0.00309928937296	0.277939540937	0.6296147268679554
153	chr1_64689533_64692925	chr1	64689533	64692925	257	64689345	64691345	Ccnyl1	+	0	51.0749841885	10.8606664553	119.249076462	0.0106839694606	0.000828582776681	0.025078960597	58.8081495197	0.498028957999	343.672694646	0.0657746734183	0.00303100579363	0.271815973754	0.4283050712327788
159	chr1_66700093_66703017	chr1	66700093	66703017	269	66698893	66700893	Rpe	+	0	52.6770538638	11.2814206106	100.404596636	0.000675251223496	0.000286327940923	0.00866637269118	42.1100042979	1.09255278345	295.904710706	0.0721095497909	0.00303100579363	0.271815973754	0.5246478311622705
162	chr1_67037932_67039747	chr1	67037932	67039747	273	67038872	67040872	Lancl1	-	0	18.8362178774	10.1127693409	44.6567044627	0.000503280296704	0.000251450471459	0.00761072598088	27.6181468748	0.195154982606	113.420222976	0.161496756673	0.00313285091391	0.280949288709	0.42180044640627606
166	chr1_71556356_71558480	chr1	71556356	71558480	279	71555156	71557156	Atic	+	0	47.1507277635	11.1482765401	81.787937668	0.00497692683442	0.000595003111675	0.0180091356141	24.1418996758	0.940997749247	168.185383627	0.697411737904	0.00810151762987	0.726531736785	0.5764997762249237
172	chr1_72710513_72713389	chr1	72710513	72713389	290	72709260	72711260	Rpl37a	+	0	68.5101498505	10.5511879157	115.677008304	0.000696503138008	0.00029052524771	0.00879341382032	66.4334536567	0.492517183252	357.227191675	0.0736263542641	0.00303100579363	0.271815973754	0.5922538182389264
174	chr1_74235213_74241604	chr1	74235213	74241604	292	74234550	74236550	Arpc2	+	0	142.152060846	10.6488845224	264.826390078	0.00328799945019	0.000502787151834	0.0152180078133	165.748906084	1.38444951922	745.908438729	0.118480406183	0.00306567600694	0.274925145572	0.536774529170343
177	chr1_74389681_74394919	chr1	74389681	74394919	300	74389609	74391609	Ctdsp1	+	0	159.60063	11.3146922383	290.293214158	0.00531466666319	0.000609148808744	0.0184372876218	133.677522143	0.722573470879	723.063055314	0.00568918876806	0.00274264608383	0.245956315065	0.5497911153828522
179	chr1_74408012_74414715	chr1	74408012	74414715	302	74407384	74409384	Vil1	+	0	564.274388269	10.1291178933	796.942074796	0.00418703976878	0.000553901443062	0.0167650992225	131.636892525	3.56833029226	2429.62123868	0.880897493015	0.00989617181982	0.887473585599	0.7080494381143599
181	chr1_74586067_74589463	chr1	74586067	74589463	304	74586361	74588361	Bcs1l	+	0	37.2091573454	9.98726118748	89.9636452711	0.00357134055931	0.000518483975177	0.0156931082199	54.9039059819	20.1345187239	244.692964	0.244413475695	0.00375792793718	0.337005242184	0.4136021526614718
183	chr1_74661376_74663809	chr1	74661376	74663809	306	74659754	74661754	Ttll4	+	0	49.0941948876	10.8969324492	84.6935809677	0.00556558560494	0.000622108370425	0.0188295385181	44.2350195887	1.61097252863	243.592423984	0.189376646681	0.00343294660373	0.307861412175	0.5796684273666889
184	chr1_74712088_74715967	chr1	74712088	74715967	308	74711574	74713574	Cyp27a1	+	0	40.4227095524	11.3609716282	103.076194732	0.00859501625907	0.000747432739138	0.0226227683477	36.3954838796	0.799486480638	395.022709138	0.672125529939	0.0078597176409	0.704847482801	0.3921633860999602
188	chr1_74945000_74953390	chr1	74945000	74953390	315	74951651	74953651	Ihh	-	0	326.827183431	11.8427522133	544.413375771	0.000677857118429	0.0002868130102	0.00868105442681	187.191125602	19.0708996246	1534.67337622	0.408549994747	0.00495334421976	0.444208350002	0.6003290844354187
189	chr1_75123374_75126151	chr1	75123374	75126151	319	75133890	75135890	Slc23a3	-	7740	55.8549812996	9.9464094172	104.136759908	0.0111132542252	0.000845716683573	0.0255975576375	58.0400736508	0.151760758384	299.184078473	0.170114962308	0.00316880574018	0.284173662656	0.5363618125717113
190	chr1_75137367_75144613	chr1	75137367	75144613	320	75140786	75142786	Fam134a	+	0	150.655217292	11.5813993004	280.692273761	0.00658030333049	0.000664560628271	0.0201144535944	203.720307784	0.765600480557	844.50041267	0.00450957510045	0.00271635542397	0.243598608812	0.5367273394218105
191	chr1_75167473_75170578	chr1	75167473	75170578	321	75166646	75168646	Zfand2b	+	0	31.1502602673	10.5938501073	79.5220170225	0.0039931470236	0.000541643414398	0.0163940818342	42.3090596111	2.41108836314	187.126106125	0.329492826903	0.0043312439227	0.38841934479	0.3917186891585802
192	chr1_75178856_75181870	chr1	75178856	75181870	322	75180283	75182283	Abcb6	-	0	25.180491667	11.8099003561	70.2192814977	0.00455178037147	0.000573779782119	0.0173667628052	30.3819894567	20.1794070148	154.87099168	0.234862276714	0.00369681017518	0.331524294564	0.3585979681068764
195	chr1_75216345_75220332	chr1	75216345	75220332	325	75219253	75221253	Tuba4a	-	0	83.4065186792	10.6989678684	175.719503707	0.00476076418255	0.000584919108247	0.0177039200922	88.564324759	0.238754754496	534.430812614	0.144784521743	0.00310870823513	0.278784210122	0.4746571491476242
196	chr1_75235472_75238045	chr1	75235472	75238045	326	75234423	75236423	Dnajb2	+	0	43.4127345976	11.7634914896	98.4446111357	0.025350188526	0.00137841892258	0.0417210142648	71.476642523	0.338491347922	269.52623126	0.119015373534	0.00306567600694	0.274925145572	0.4409863993241656
197	chr1_75312241_75317732	chr1	75312241	75317732	328	75317637	75319637	Dnpep	-	0	74.5604011675	11.0372896909	183.748841556	0.00204727723575	0.000425325487259	0.0128734526423	105.44138947	1.06726779781	538.826566902	0.06627286314	0.00303100579363	0.271815973754	0.40577344888880124
204	chr1_78486471_78490750	chr1	78486471	78490750	336	78488846	78490846	Farsb	-	0	66.7100857936	11.0599064328	146.550989943	0.0367315848278	0.00179571358799	0.054351395641	77.1785921378	0.527409661859	441.679559903	0.0589835838009	0.00303100579363	0.271815973754	0.45520051293782754
205	chr1_78656468_78660917	chr1	78656468	78660917	338	78655825	78657825	Utp14b	+	0	71.4623990968	12.1285556399	151.616635426	0.0255450285336	0.00138463836218	0.0419092598875	87.2127195081	20.3023894709	367.403783779	0.208344273349	0.00354090768198	0.317543196906	0.47133613601179586
207	chr1_79759616_79762332	chr1	79759616	79762332	340	79761769	79763769	Wdfy1	-	0	56.3304155121	12.9557472004	120.404050104	0.0156033114941	0.00101990739989	0.0308698397	51.4139891372	0.671921251585	301.004941793	0.0254817156069	0.0029624061684	0.265664064058	0.4678448562439895
208	chr1_79775644_79777527	chr1	79775644	79777527	341	79774018	79776018	Mrpl44	+	0	31.6082488987	11.3620029455	65.0931945312	0.0204552312554	0.00120006477079	0.0363227162663	35.3405751537	19.2269556348	184.42680743	0.382366962643	0.00473354829646	0.424497387045	0.4855845396180359
209	chr1_80337123_80342159	chr1	80337123	80342159	342	80340430	80342430	Cul3	-	0	150.004515139	10.991579196	252.619093455	0.00592502213501	0.000637465735202	0.0192943644316	95.1173352272	0.692446504174	689.060963327	0.0128293806957	0.00281942335592	0.25284158365	0.5937972189173455
214	chr1_82838651_82841623	chr1	82838651	82841623	351	82837483	82839483	Agfg1	+	0	120.583989076	11.277348297	191.438907135	0.000624545641004	0.000276785908322	0.00837756116101	60.9271600654	1.14673814817	424.688248341	0.0751194044874	0.00303432710421	0.272113823818	0.6298823519242401
220	chr1_86044878_86048505	chr1	86044878	86048505	361	86043863	86045863	2810459M11Rik	+	0	54.4009994703	11.6902623768	132.480247412	0.0226283714367	0.00127947589075	0.0387262761814	58.3430306983	19.787391223	300.327854201	0.303433470349	0.00413209849871	0.370560287095	0.41063479675667014
226	chr1_86523990_86530548	chr1	86523990	86530548	374	86524736	86526736	Ptma	+	0	295.744802338	11.287037216	480.518024281	0.0040240116894	0.000543076441267	0.0164374556833	214.601858422	0.464970361971	1207.25016171	0.0798525484661	0.00303460222973	0.272138496655	0.6154707781888588
227	chr1_86581366_86583384	chr1	86581366	86583384	375	86582501	86584501	Pde6d	-	0	21.7896965844	11.9532251141	57.005293767	0.00271289252715	0.000468103408243	0.0141682246615	57.7567433107	0.391481338428	185.07128375	0.102176794306	0.00304455700197	0.273031225437	0.38223987886917826
230	chr1_87097498_87103049	chr1	87097498	87103049	379	87101606	87103606	Alpi	-	0	31.992927149	12.9668883103	119.32585703	0.00346963393476	0.000513062931285	0.0155290278769	57.3298682027	0.608675248525	291.818688473	0.0401607883325	0.0029998021339	0.269017677172	0.2681139523762782
233	chr1_87393029_87396245	chr1	87393029	87396245	384	87394729	87396729	Kcnj13	-	0	3.23639331687	14.3012203466	32.5517379383	0.0384301833421	0.0018577672518	0.0562295922839	26.1391202584	0.384139321844	91.3597325504	0.1037930171	0.00304853084097	0.273387593254	0.0994230576261213
235	chr1_87755070_87758168	chr1	87755070	87758168	387	87754011	87756011	Atg16l1	+	0	80.7860606832	10.2683843009	136.357198061	0.00433699957129	0.000563354759718	0.0170512255609	86.7908304911	1.60122504043	446.723422987	0.145117279311	0.00310870823513	0.278784210122	0.5924590841699461
240	chr1_88211258_88217976	chr1	88211258	88217976	394	88209959	88211959	Ugt1a1	+	0	58.7071251122	11.418573911	435.975803546	0.00145367569663	0.000376405456496	0.0113927755652	84.6006646776	0.496593446572	639.404895935	0.0661062575565	0.00303100579363	0.271815973754	0.13465684250067742
252	chr1_91179213_91181499	chr1	91179213	91181499	413	91177822	91179822	Ramp1	+	0	29.4522947076	11.9048930287	54.1767697358	0.00122896526113	0.000355469818191	0.0107591103927	10.2483945141	0.479683828008	82.9102012234	0.0700105127305	0.00303100579363	0.271815973754	0.5436332740255263
255	chr1_91365761_91368083	chr1	91365761	91368083	416	91364430	91366430	Fam132b	+	0	63.8492648635	12.0109228314	119.413942033	0.0234673565044	0.00131017399647	0.03965542485	22.8842527022	0.351539944528	188.861334869	0.11095943934	0.00305946743773	0.27436837056	0.5346885277923015
257	chr1_91411333_91415050	chr1	91411333	91415050	418	91413222	91415222	Hes6	-	0	77.0882485958	11.966534347	143.090600165	0.00355012786398	0.00051681577845	0.0156426164149	51.1496810519	0.397840935969	299.424597301	0.094985858277	0.00304455700197	0.273031225437	0.5387373349955087
