Gm25107	6
Tram2	10
1700034I23Rik	7
Gm31854	9
Dapp1	22
Hmgcs1	5
Dguok	46
Hmgcs2	5
Cep350	50
Gm12220	10
Rps19bp1	7
Gm12221	6
Gm9280	5
4930471E19Rik	5
Gm12222	10
Gm12223	71
Gm9282	7
Gm12224	36
Gm9283	8
Gm19963	5
Gm9284	8
Gm12226	13
Gm9285	2
Gm12227	4
Kif22	21
Gm9286	8
Kif23	60
Gm9287	5
Awat1	4
Kif24	70
Gm9288	10
Awat2	36
Gm9289	6
Gm19969	8
Angptl1	10
Kif27	167
4930528A17Rik	8
Angptl2	36
Kif28	7
Angptl3	10
Lmntd1	69
Angptl4	13
Lmntd2	160
Ighv2-9-1	8
Angptl6	22
Rad51ap1	52
Angptl7	10
Rad51ap2	21
Angptl8	5
Gm22660	0
Gm22663	9
Lce6a	6
Btf3l4	72
Dbpht2	4
Snhg10	5
Pmvk	38
Snhg11	13
4930480M12Rik	2
9630025h16rik	5
Snhg12	7
Snhg14	6
Gm30611	10
Snhg15	6
Coq10a	33
Ilkap	227
Snhg16	15
Gm30613	4
Coq10b	22
Snhg17	20
Snhg18	12
Gm30615	10
Bcl2l1	51
Bcl2l2	40
Gm30617	8
2510022D24Rik	6
Ffar1	16
Gm30618	7
Ffar2	70
Gm30619	4
Ffar3	9
Ffar4	8
Spdef	52
LOC115489348	11
Gm46081	6
Spsb1	47
Gm46082	4
Spsb2	73
Gm34300	27
Spsb3	109
Gm34301	8
Cpox	7
Spsb4	4
Gm46085	24
Toporsl	34
Psmd1	8
Gm8041	9
Gm46086	10
Gm34303	2
Scara3	17
Gm18720	4
Psmd2	12
Gm34304	14
n-TQctg10	2
Gm18721	4
Psmd3	13
n-TVaac1	9
Gm8043	4
Gm46088	10
Gm34305	23
Scara5	21
Gm18722	7
Psmd4	38
n-TVaac2	16
Gm8044	7
Gm46089	9
Gm34306	16
Gm18723	7
Psmd5	32
n-TVaac3	8
Gm8045	6
Gm34307	9
Gm18724	9
Psmd6	8
n-TVaac4	5
Kif2a	83
Gm13470	9
Psmd7	6
n-TVaac5	7
Gm8047	4
Kif2b	5
Gm18726	5
Psmd8	6
n-TVaac6	9
Gm8048	9
Kif2c	65
Gm13472	2
Gm18727	7
Psmd9	8
n-TVaac7	5
Gm8049	10
Gm18728	6
n-TVaac8	9
Gm13474	8
Gm18729	5
Phtf1	108
Gm13477	8
Phtf2	55
Gm13478	5
Glyr1	80
Gm13479	56
Tnmd	9
Gm21420	5
Rsph3a	6
Gm17160	31
Alg1	118
Rsph3b	7
Gm21425	2
Alg2	42
Calm1	2
Gm6702	5
Alg3	56
Gm21427	0
Calm2	12
2310034O05Rik	9
5330416C01Rik	14
Calm3	3
LOC102639337	7
Gm6704	9
Alg5	20
Calm4	5
Gm6705	3
Alg6	62
Calm5	12
Ighg1	6
Alg8	45
Dlx6os1	16
Hotairm1	10
Tsg101	24
Alg9	105
Dlx6os2	10
Hotairm2	8
Gm17169	8
Ighg3	7
Ltc4s	35
Cask	116
Lce1a1	3
Hdnr	6
Lce1a2	5
4930405J17Rik	12
LOC115488100	7
Gm25112	8
4930431P03Rik	5
Gm25113	6
Gm31860	4
Eif1	13
Gm25115	6
Casr	42
Gm31862	9
Gm25116	5
Gm25117	9
Cast	80
Eif5	10
Gm31865	16
Eif6	10
Gm25119	5
Gm31867	26
Gm31869	2
Igkv13-57-1	6
4930573C08Rik	5
Igkv13-57-2	2
4930422M22Rik	6
Duoxa1	106
Duoxa2	7
Gm12230	6
Gm9290	7
Gm9291	9
Gm9292	79
Gm9293	8
4930554I06Rik	5
Tarm1	0
Olfr783-ps1	9
Gm12235	8
Gm9294	9
Gm12236	34
Nexmif	15
Gm12238	4
Tspan1	15
Gm9298	10
Tspan2	19
Gm9299	13
Tspan3	10
Cryga	11
Tspan4	69
Crygb	3
Tspan5	51
Crygc	22
Tspan6	10
Crygd	3
Gm128	13
Tspan7	8
Cryge	16
Tspan8	45
Crygf	14
Lpxn	19
Tspan9	39
1700014L14Rik	6
Gm22670	8
Gm27926	6
Gm22671	10
Gm22672	4
Gm22673	9
Ninl	97
Gm22674	7
Gm22675	6
Crygn	11
Gm22676	7
Olfr700	7
Olfr701	14
Snhg20	11
Olfr702	11
Olfr703	12
Crygs	14
Olfr704	10
Gm30620	18
Olfr705	8
Olfr706	6
5033417F24Rik	11
Uprt	4
Gm30622	11
Olfr707	4
Mageb11	5
Gm30624	18
Mageb16	7
Nup205	70
Dcxr	14
Gm30628	7
Npm3-ps1	8
Mageb18	4
LOC115489356	7
4933400C23Rik	6
Col19a1	74
Gm46091	18
1700060C16Rik	8
Gm46093	17
Scarb1	137
Gm8050	12
Gm46095	8
Gm34312	16
Scarb2	3
Psme1	8
Gm8051	4
Gm18730	6
Psme2	16
Gm34314	7
Psme3	15
Gm46098	12
Gm34315	30
Psme4	29
Gm8054	12
Gm46099	12
Gm34316	14
Gm18733	6
Gm8055	5
Gm34317	35
Gm18734	7
Gm8056	7
Kif3a	125
Gm18735	7
Kif3b	19
Gm34319	28
Gm13481	5
Gm18736	5
Gm8058	9
4930588J15Rik	6
Kif3c	13
Gm13482	14
Gm18737	12
Gm13483	12
Gm18738	11
Gm13484	3
Lef1	51
Gm18739	4
Gm13485	6
Mfap3l	24
Gm13487	9
Wasf1	43
Gm13489	8
Wasf2	42
1700001C19Rik	28
Wasf3	42
Gm21432	5
Tktl1	5
Rsph4a	8
Gm6710	9
Tktl2	26
Gm17171	15
Gm21435	1
Caln1	93
Gm6712	10
Gm6713	80
Gm6714	7
CN725425	6
Gm17175	9
Stat1	92
Stat2	6
Gm17177	10
Gm6717	9
Stat3	32
Polr3gl	42
Stat4	26
Ltbr	27
Gm6719	5
Stat6	7
Gm25120	10
Gm25121	4
Gm31870	7
Gm25124	8
Gm31871	8
Gm25125	11
Gm31872	10
Gm25126	8
Trav4d-2	7
Gm25127	6
Tdpoz9-ps1	5
Trav4d-3	10
Izumo1	42
Gm25128	8
Gm31875	6
Trav4d-4	8
Izumo2	46
Gm25129	5
Izumo3	24
Olfr1291-ps1	5
Izumo4	261
Gm31879	8
Mst1r	74
Mir700	9
Stxbp5l	73
Gm12240	4
1810049I09Rik	5
Mir701	4
Gm12241	7
Mir702	13
5031439G07Rik	26
Gm12242	4
Mir703	11
Mir704	15
4930438E09Rik	8
Gm12244	6
Mir705	13
Gm12245	9
Mir706	10
Mir707	10
Gm12247	5
Mir708	5
Gm12248	20
Mir709	8
Gm19987	6
Pcbp1	8
Gm19989	8
Pcbp2	424
Pcbp3	474
Gm136	8
Pcbp4	91
Phf20l1	346
Clasrp	409
Mid1ip1	6
Gm27934	9
Gm22681	5
Gm22682	13
Gm22683	6
Gm22684	1
Rybp	6
Gm22685	9
Gm22686	1
Olfr710	10
Olfr711	7
Smim1	30
LOC115485679	10
Olfr713	5
Smim3	24
Olfr714	8
Foxd2os	5
Smim4	30
Olfr715	9
Gm30631	8
Smim5	18
Olfr716	14
Gm30632	2
Smim6	8
Kng1	45
Nup210	19
Col5a1	10
Gm30633	7
Smim7	6
Kng2	26
Col5a2	7
Gm30634	5
Smim8	61
Col5a3	18
Gm30635	6
Smim9	6
Twsg1	11
Dynll1	11
Gm30636	5
Nup214	38
Dynll2	31
Exd1	25
Gm30639	28
LOC115489366	12
Exd2	20
Setbp1	9
A230072I06Rik	3
Gm34320	16
Olfr1059-ps1	7
Gm34321	13
Gm34322	12
Gm8061	5
Psmf1	30
Gm34323	23
Gm18740	6
Tacr1	42
Gm8062	13
Sectm1a	46
Gm34324	24
Gm18741	0
Tacr2	10
Sectm1b	32
Gm34325	25
Gm18742	5
Tacr3	5
Gm34326	27
Gm18743	6
Gm8065	9
Gm34327	12
Gm18744	8
Gm34328	9
Gm13490	4
Gm18745	7
4930567K20Rik	10
Gm8067	13
Gm13491	10
D16Ertd727e	5
Gm8068	6
Gm18747	7
Gm8069	8
Gm13493	6
Gm18748	7
Gm13494	4
Gm18749	5
Btg1b	4
Gm13495	5
Btg1c	2
Gm13497	8
Gm13498	4
Gm21440	3
Gm21443	3
Gm6721	15
Nip7	36
Gm17182	10
Gm6722	7
Gm6723	3
Gm6724	5
Stau1	103
Gm6726	6
Stau2	94
Gm6727	1
Gm6728	7
Gm6729	156
Gm25130	11
Gm25131	7
Gm25132	7
Gm25133	7
Gm31880	6
Gm25134	7
Gm31881	38
Ddx39a	31
Gm25135	6
Gm31882	16
Trap1	33
Ddx39b	24
Gm25136	10
Gm25137	9
Gm31884	4
Gm25138	7
Pcyt1a	9
Aimp1	19
Gm25139	4
Pcyt1b	16
LOC115488129	6
Aimp2	0
Gm31887	8
Gm31888	10
Gm31889	63
Scrt1	9
Scrt2	9
Cfap97d1	9
Cfap97d2	37
Tbl1xr1	90
Mir710	3
Gm12250	5
Mir711	6
Gm12251	6
Gm19990	5
Mir713	16
Gm12253	19
Stard10	36
Scgb1b26-ps	5
Gm19994	14
Mir717	3
Plac9a	10
Gm12257	20
Mir718	3
Gm12258	9
Mir719	6
Stard13	129
C920009B18Rik	6
Mgl2	52
Sult2a1	6
Tnp1	8
Sult2a2	6
H2bl1	14
Tnp2	2
Sult2a3	5
Sult2a4	16
Sult2a5	8
Sult2a6	8
Sult2a7	6
Sult2a8	31
Dnase2a	18
Dnase2b	36
Cav1	19
Gm10910	12
LOC115485682	9
Cav2	10
Cav3	9
Gm10913	4
4833422M21Rik	7
Olfr720	9
Olfr722	8
Gm22699	7
Fah	9
Olfr723	8
Olfr724	4
Olfr725	3
Olfr726	8
Olfr727	7
Olfr728	4
Gm30644	3
Olfr729	1
Gm30645	7
Apex1	7
Apex2	32
Tyms-ps	6
Fap	8
Gm30646	3
Gm30648	20
Fas	96
Gm30649	4
LOC115489376	7
Fau	69
Trpm1	27
Trpm2	156
Aasdh	341
Trpm3	282
4930568A12Rik	48
Trpm4	139
Trpm5	41
Jagn1	44
Trpm6	86
Gm34331	18
Trpm7	35
Gm34332	6
Psmg1	10
Trpm8	226
Gm34333	21
Gm18750	11
Psmg2	16
Gm18751	10
Psmg3	32
Sugct	24
Gm34335	20
Gdap1	17
Gm18752	5
Psmg4	36
Gm34336	7
Gdap2	24
Gm18753	9
Gm8075	9
Gm34337	5
Gm18754	9
Kif5a	22
Gm18755	7
Gm8077	4
Kif5b	9
Kif5c	2
Gm18757	4
Hmbox1	117
Gm8079	8
Loxhd1	12
Gm18758	10
Gm18759	7
Gas2l1	60
Gas2l2	9
Gas2l3	25
Mknk1	89
Gm26704	0
Mknk2	48
Gm26705	7
Gm21451	63
Gm26708	21
Rsph6a	5
Gm17190	6
Gm21454	4
Gm6730	4
Mgll	96
Slc6a19os	6
Gm17192	10
Leap2	7
Gm6733	8
Ube2d2a	18
Gm6734	22
Ube2d2b	15
Chst1	43
Rps23-ps1	4
Chst2	7
Gm17196	12
Olfr1379-ps1	5
Gm6736	10
Rps23-ps2	12
Chst3	34
Gm17197	20
Ighj1	8
Chst4	32
Gm17198	8
Cps1	22
Ighj2	7
Chst5	8
Ighj3	6
Ighj4	5
Chst7	16
Gm25140	6
Chst8	33
LOC115488130	5
Gm25141	9
Chst9	20
Gm25142	16
Gm25143	5
Gm31891	11
Gm31892	1
Raet1d	26
Gm25146	5
Gm31893	4
Raet1e	26
Gm25147	8
Uhrf1bp1	7
Gm31894	11
1700084F23Rik	10
Gm25148	8
Gm31895	13
Lclat1	41
Mat1a	24
Gm31898	16
3425401B19Rik	60
Mir721	3
Gm12261	10
Gm12263	7
Ripor1	50
Ripor2	142
Ripor3	63
Gm12266	11
Fam71e1	231
Gm12267	12
Igkv5-40-1	4
Fam71e2	36
Gm12268	14
Sult2b1	32
1700024N05Rik	11
Gpkow	4
Pdss1	85
1700012C14Rik	7
Pdss2	32
Gm10923	8
Slc36a1	10
Olfr730	4
Gm35900	20
Slc36a2	65
Gm10925	11
Olfr731	6
Slc36a3	63
Olfr732	6
Slc36a4	26
Actbl2	9
Olfr733	5
Olfr734	12
Olfr735	11
Olfr736	9
Fbl	20
Gm35907	6
Olfr738	6
Gm35908	21
Nemp1	51
LOC115489380	3
Gm30654	5
Olfr739	7
Gm35909	18
Nemp2	18
Mcph1	186
Gm30657	5
Rundc1	10
Gm30658	5
Sphkap	26
Prkca	18
LOC115489389	8
Prkcb	20
Gm34340	16
Prkcd	52
Prkce	35
Gm8080	9
Gm34343	5
Prkcg	32
Gm18760	8
Gm8082	18
Gm34344	6
Prkch	26
Gm18761	4
Gm34345	13
Prkci	18
Gm18762	5
Gm8084	5
Gm34346	9
Gm18763	10
Acvr1b	12
Gm34347	20
Gm18764	9
Acvr1c	45
Gm34348	5
Gm18765	11
Crtac1	60
Gm34349	11
Gm18766	2
Gm18767	4
Gm8089	7
Gm18768	4
Gm18769	7
Prkcq	16
Gm26710	10
4930500H12Rik	55
Tmeff1	30
Gm26715	10
Tmeff2	20
Gm21461	11
Gm21462	1
Gm26717	20
Prkcz	91
Gm6740	5
Yjefn3	13
Pnpla1	24
1810062O18Rik	8
Gm6741	8
Pnpla2	21
Gm21466	6
Pnpla3	18
Gm6743	4
Gm6744	4
5730480H06Rik	5
Pnpla5	15
Gm21469	1
Gm6745	12
Pnpla6	193
Gm6746	5
Pnpla7	219
Pnpla8	8
Cttnbp2	44
Mgmt	41
Cpt2	4
Gm6749	8
Gm25150	10
Gm25151	5
2310067E19Rik	10
Gm25152	5
Mbtps1	91
Mbtps2	2
Gm25155	5
Gm25156	7
Gm25157	10
Mat2a	24
Glt8d1	35
Gm33100	10
Mat2b	12
Glt8d2	19
Gm33102	3
Cldn34a	36
Gm33103	14
Prkd1	153
Gm33104	15
Prkd2	19
Gm33105	32
Prkd3	21
Cldn34d	7
Gm33106	6
LOC330143	2
Gm33108	8
Zfp422-ps	5
Gm33109	8
Gm12271	8
Gm12273	9
Gm12274	6
Gm12275	6
Fam71f1	89
Fam71f2	32
Bloc1s2-ps	8
Hydin	95
Gm12279	23
5930403N24Rik	39
Paxip1	54
Gm1818	13
G630064G18Rik	7
Map1lc3a	24
Map1lc3b	28
Gm5500	6
Gm5501	4
4930556G01Rik	10
Magohb	22
Fam149a	16
Gm5503	3
Pdha1	8
Fam149b	298
Gm5504	10
Pdha2	10
Gm5507	4
4930522P08Rik	5
Gm5509	7
Olfr740	16
Uhrf1	128
Olfr741	5
Uhrf2	14
Olfr742	6
Olfr743	7
Gm35913	7
Gapdhs	18
Olfr744	15
Cystm1	10
A330069K06Rik	77
Olfr745	5
Olfr746	10
Gm30662	10
Olfr747	11
Gm35917	12
Gm30663	20
Olfr748	11
Gm35918	9
LOC115489390	0
Olfr749	10
Gm35919	10
LOC115489391	11
Gm30665	14
Dhx15	21
Gm30666	6
Mexis	16
Dhx16	55
Gm30667	4
Gm30668	14
Cptp	9
LOC115489396	0
Gm39600	5
LOC115489397	0
Gm39601	6
Gm39602	5
LOC115489399	16
Gm39603	39
Gabpb1	137
Pik3c3	16
Prkdc	24
Gm39604	19
Gabpb2	85
Gm34350	12
Gm39605	10
Gm39606	3
Scarf1	20
Gm34352	14
Gm39607	10
Scarf2	30
Gm8091	6
Gm34353	26
Gm39608	11
Gm18770	6
Gm34354	25
Gm18771	8
Gm8093	5
Gm18772	8
Gm18773	4
Gm8094	0
Acvr2a	13
Acvr2b	89
Gm18774	5
Gm8096	7
Gm34358	6
Gm18775	7
Gm18776	9
Gm8098	27
Gm18777	6
Gm8099	7
Gm42300	9
Plet1os	10
Gm18779	9
Gm42302	12
Gm42303	5
Gm42304	4
Gm26721	10
Gm42305	7
Gm42306	3
Cryl1	5
Gm42307	26
Gm21470	2
Malrd1	4
Gm42308	11
Gm26725	39
Olfr280-ps1	6
Gm42309	9
Gm26728	29
Gm6750	10
Gm6751	4
Gm21476	5
Gm21477	3
Calr3	38
Gm6754	9
Calr4	74
Gm6755	8
Gm6756	4
Gm6757	8
Gm6759	6
Dmrtc1a	22
Gm25160	6
Dmrtc1b	5
Gm25161	10
4930447N08Rik	5
Mageb5b	13
Gm25162	5
LOC115488151	11
Angpt1	52
Gm25163	1
Angpt2	11
Angpt4	3
Gm25166	6
Gm25167	7
Gm25168	4
Gm25169	4
4930445N18Rik	11
Pik3ca	16
Pik3cb	41
Gm33111	5
Pik3cd	255
Eva1a	23
Ntrk1	35
Skap1	39
Eva1b	33
Ntrk2	28
Skap2	3
Eva1c	27
Ntrk3	158
Gm33114	9
Pik3cg	81
Gm33115	18
Prickle1	21
Gm33116	16
9530052C20Rik	10
Prickle2	36
Prickle3	4
Uqcrb	13
Gm33118	83
Mir741	3
Prickle4	20
Mir742	7
C230062I16Rik	24
Mir743	7
Tsga8	6
Mir744	1
Gm12285	9
Trim43a	12
1700016C19Rik	81
C130071C03Rik	20
Uqcrh	10
Gm12286	6
Trim43b	5
Trim43c	28
Gm1826	9
Gm12288	9
Thsd7a	5
Thsd7b	11
Ppcdc	189
Lasp1	32
Tns1	430
Tns2	81
Uqcrq	12
Tns3	132
Gm5510	11
Tns4	7
Triap1	5
Gm5511	8
Gm5512	9
Allc	12
Gm5513	9
Gm10941	10
Gm51500	18
Gm5517	5
Vhl-ps1	7
Gm5518	4
Tcp11x2	6
Gm51502	4
Gm5519	6
Gm51503	7
Olfr750	6
Gm35920	12
Spock1	43
Gm51504	11
Spock2	45
Gm51505	9
Gm35922	7
Spock3	26
Gm35923	10
Gm51508	4
Gm35925	18
Gm51509	6
Gm30671	9
Krtap31-1	9
Gm35928	8
Krtap31-2	9
Gm30674	0
Gm35929	15
Gm30676	27
Gm30679	18
Dhx29	16
Gm39610	10
Gm39612	13
9130409I23Rik	13
Gm39613	8
Gm39614	5
Gm34360	9
Gm39615	23
LOC118567700	12
Gm34361	8
Gm39616	5
LOC118567701	7
Gm34362	5
Gm39617	6
LOC118567702	3
Gm18780	7
LOC118567703	4
Gm18781	5
LOC118567704	3
Gm34365	5
Gm18782	7
4930456A14Rik	15
LOC118567705	7
Gm34366	15
Gm18783	5
LOC118567706	7
Gm18784	8
LOC118567707	5
Gm18785	8
LOC118567708	11
Zscan4-ps1	6
Gm34369	17
Gm18786	8
LOC118567709	16
Zscan4-ps2	3
Gm18787	9
Zscan4-ps3	6
Gm18788	7
Gm42310	7
Gm18789	6
Gm42312	7
Gm26730	15
Gm42315	12
n-TKctt3	7
Gm42316	9
Gbp2	8
n-TKctt4	8
Nit1	24
Gm42317	7
Irak1	15
Gbp3	44
Nit2	3
Gm42318	6
Irak2	24
Gbp4	45
n-TKctt6	6
Irak3	23
Gbp5	9
n-TKctt7	3
Irak4	12
Gbp6	48
n-TKctt8	11
Gbp7	22
Gm6760	3
n-TKctt9	12
Gbp8	65
Gbp9	40
Gm6762	2
Dnase1l1	42
Gm6763	21
Dnase1l2	8
Gm21488	8
Gm6764	5
Dnase1l3	15
Gm6765	6
Cemip	27
Gm6767	12
Fbxw10	49
Fbxw11	89
Gm25170	5
Fbxw13	15
Cyp2a4	6
Fbxw14	48
Cyp2a5	9
Fbxw15	15
B230319C09Rik	15
Gm25173	4
Fbxw16	8
LOC115488162	8
Fbxw17	149
Gm25175	9
Fbxw18	12
Trat1	12
Gm25176	6
Fbxw19	19
Gm25177	8
Spdl1	14
Gm25179	12
Ocstamp	5
6820426E19Rik	12
Gm33121	3
Gm33122	44
Syngap1	260
Gm33123	0
Gm33124	11
Gm33125	18
Gm33126	60
Ftsj1	10
Gm12290	7
Ftsj3	4
Gm12292	9
Gm12293	4
3110039M20Rik	8
Gm1833	11
Gm12295	7
Tial1	121
Tars2	339
Gm12296	5
4930404I20Rik	9
Gm48810	5
Gm12297	3
Mir758	7
Gm12298	6
Mir759	8
Gm12299	12
LOC100503973	2
Mapk1ip1l	32
Bmerb1	26
Lpin1	141
Lpin2	43
Lpin3	22
Dync2h1	109
A730018C14Rik	9
Gm5521	13
Gm5522	6
Gm5523	9
Gm5524	7
Gm5525	3
Gm5526	0
Gm51510	6
Gm5527	3
Gm51511	8
Gm5528	4
Mrgprb13	9
Gm51512	4
Gm5529	7
Il31ra	83
Gm35930	6
Gm51514	9
Olfr761	4
Gm35931	5
Timeless	87
Gm35932	25
Gm51516	4
Olfr763	5
Gm35933	48
Gm35934	18
Gm51518	10
Olfr765	8
Gm35935	11
Olfr766-ps1	2
Dhx30	242
Gm30681	37
Gm35936	6
Olfr767	4
