	peak	chr	chromStart	chromEnd	Name	Start_b	End_b	gene	Strand	Distance	CV_amplitude	CV_phase	CV_mean	CV_pvalue	CV_qvalue	CV_fdr_BH	GF_amplitude	GF_phase	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH	rAMP
30	chr1_23919346_23922990	chr1	23919346	23922990	47	23922289	23924289	Smap1	-	0	112.16075047	11.3773117954	192.363125614	0.00126254735151	0.000360193825421	0.0109020933203	53.7394600819	1.60498588542	466.167052537	0.18805782974	0.00342248000118	0.306922783233	0.5830678312800145
31	chr1_24004419_24006332	chr1	24004419	24006332	48	24005640	24007640	1110058L19Rik	-	0	26.0199882759	10.7286601452	59.9122186407	0.000464491598845	0.000242388879136	0.00733645607907	51.0270336079	0.197349289829	211.950949772	0.161060003109	0.00313285091391	0.280949288709	0.434301864732212
42	chr1_34438447_34440962	chr1	34438447	34440962	66	34437829	34439829	Imp4	+	0	31.0659089596	11.5689969552	73.7623770983	0.0183885060365	0.00112525121466	0.0340583121787	54.7286445664	1.79992118123	199.795177119	0.230440172777	0.00367280578145	0.329371617168	0.42116198232331614
45	chr1_34839960_34844242	chr1	34839960	34844242	70	34843050	34845050	Fam168b	-	0	108.262741249	10.9004569822	192.385901567	0.0190979244241	0.0011505480257	0.0348239782595	79.5796595424	1.73035903825	518.564345869	0.215453927277	0.00358346992898	0.321360114261	0.5627373958652402
49	chr1_36269751_36276855	chr1	36269751	36276855	76	36273425	36275425	Neurl3	-	0	157.663396826	10.4237525298	316.039123946	0.0222877779086	0.00126703430607	0.0383497030487	85.7291555864	1.69059012334	859.295367847	0.153683735122	0.00312181167284	0.279959306417	0.4988730346339624
52	chr1_36444082_36445592	chr1	36444082	36445592	79	36445239	36447239	Lman2l	-	0	20.2961276555	11.2746616989	49.3376617571	4.93463989223e-05	8.2508866017e-05	0.00249732031364	34.90362936	1.7885117063	114.011145044	0.163570009312	0.00314388344403	0.281938669172	0.41137189993766293
53	chr1_36470697_36479107	chr1	36470697	36479107	80	36469597	36471597	Cnnm4	+	0	340.151027296	10.7098148399	604.907446716	0.00845957599748	0.000742635377258	0.0224775651731	304.809616789	0.220924942737	1682.21497124	0.14849932822	0.00310870823513	0.278784210122	0.5623191269055391
54	chr1_36511176_36514068	chr1	36511176	36514068	82	36509876	36511876	Cnnm3	+	0	39.2651258124	11.7697244671	82.3068892178	0.0105926579746	0.000825123423589	0.0249742553311	36.8960303622	0.270133451333	152.360506978	0.13823256035	0.00308832534551	0.276956303688	0.4770575851615149
57	chr1_36690738_36692994	chr1	36690738	36692994	85	36689487	36691487	Cox5b	+	0	75.6571134534	11.094171983	131.395391845	0.00194412521906	0.000417869819567	0.0126477897375	47.6245824916	0.211599699794	316.294673133	0.154467878913	0.00312759755222	0.28047817525	0.5757973121511641
60	chr1_37298571_37302826	chr1	37298571	37302826	93	37297893	37299893	Inpp4a	+	0	56.8368668842	11.7685631784	136.499685251	0.00562828443517	0.000624031207003	0.0188877375829	99.9435540096	0.950754658169	371.404899449	0.0393003211554	0.0029998021339	0.269017677172	0.4163882633112783
61	chr1_37428319_37432490	chr1	37428319	37432490	94	37428172	37430172	Unc50	+	0	85.4668139828	10.5000445116	174.006436534	0.00597279861017	0.0006388837464	0.019337283797	83.1773037731	1.23907398747	504.972680119	0.0959445761649	0.00304455700197	0.273031225437	0.49117041694087116
69	chr1_38127839_38130698	chr1	38127839	38130698	111	38129662	38131662	Rev1	-	0	52.6509349943	11.9879715524	106.61469106	0.00513515373596	0.00060026330018	0.0181683472994	22.5515786046	20.21897722	251.140356535	0.226384686533	0.00364363397879	0.326755534428	0.4938431511720032
73	chr1_39477035_39479484	chr1	39477035	39479484	121	39478747	39480747	Tbc1d8	-	0	36.4081183933	11.5155026041	68.2568873712	0.0167849761859	0.00106430715508	0.032213700256	50.326221654	0.993838761779	185.0241731	0.0492870809372	0.00302994625649	0.27172095608	0.5333984568517239
74	chr1_39534968_39537493	chr1	39534968	39537493	122	39533802	39535802	D1Bwg0212e	+	0	41.4391289092	11.5309055059	90.0658299754	0.00763034749399	0.000708941620611	0.0214577462496	61.9397577333	0.61341405473	227.865424883	0.0390617004307	0.0029998021339	0.269017677172	0.460098229489679
75	chr1_39575290_39578310	chr1	39575290	39578310	123	39577347	39579347	Rnf149	-	0	50.6670041986	11.1813519084	119.176928912	0.0198864017056	0.00117986509242	0.0357113266112	68.9096675567	0.374091174804	250.25975632	0.106003655948	0.00304853084097	0.273387593254	0.4251410458479964
79	chr1_42850564_42852774	chr1	42850564	42852774	133	42849233	42851233	Mrps9	+	0	34.6967656792	11.8187236203	80.2834656226	0.039351279319	0.00189073320377	0.0572273825273	51.155303672	1.00125707725	197.813744258	0.051005247171	0.00303100579363	0.271815973754	0.43217822511927995
81	chr1_43159224_43165476	chr1	43159224	43165476	138	43163961	43165961	Fhl2	-	0	102.625974503	11.8781331261	226.766514793	0.0105131604899	0.000822406338157	0.0248920165007	120.414047692	0.328271783047	607.594342391	0.1212092724	0.0030697380793	0.275289426021	0.4525622956135318
82	chr1_43444014_43448961	chr1	43444014	43448961	140	43443751	43445751	Nck2	+	0	202.026278552	11.087377029	331.722784352	0.00812009711233	0.000729099017454	0.0220678561571	109.307409004	0.728594209315	675.410071615	0.00426211660205	0.00271635542397	0.243598608812	0.6090214121006065
83	chr1_43825897_43828805	chr1	43825897	43828805	143	43827708	43829708	Uxs1	-	0	45.4012269756	11.7253152717	96.5722969971	0.000476985193613	0.000246040765812	0.00744698881597	60.5179411134	1.0413127048	245.939873235	0.0602745596485	0.00303100579363	0.271815973754	0.4701268209139042
86	chr1_44117827_44121202	chr1	44117827	44121202	147	44117968	44119968	Bivm	+	0	38.244767287	12.2028935536	90.1816565487	0.00400743900754	0.000542188773647	0.0164105883843	60.9362586453	20.2487393948	241.585044029	0.219973669934	0.00361063536794	0.323796269368	0.4240858812162872
89	chr1_45925000_45926751	chr1	45925000	45926751	151	45925594	45927594	Slc40a1	-	0	29.7358326436	11.6159193678	58.1585656664	0.00802312898811	0.000725800949413	0.0219680325537	34.9069833074	0.336143482609	129.966081309	0.114338328396	0.00306567600694	0.274925145572	0.5112889615291751
92	chr1_51476767_51479591	chr1	51476767	51479591	156	51478399	51480399	Obfc2a	-	0	87.2690738842	10.1530409591	140.710463823	0.00328304974354	0.000502787151834	0.0152180078133	89.0262949273	1.87173703631	430.683563686	0.245738880276	0.00376540245232	0.337675545294	0.6202031569875
93	chr1_51914750_51916325	chr1	51914750	51916325	158	51915974	51917974	Myo1b	-	0	39.2773395662	12.0395907633	72.4028193594	0.00312414417174	0.00049375239074	0.0149445500203	22.8399486431	21.0711041943	102.109599618	0.695363713001	0.00808292619139	0.724864484955	0.5424835650560983
94	chr1_52118494_52121899	chr1	52118494	52121899	160	52117438	52119438	Stat1	+	0	50.5468821261	11.3808876994	125.917446242	0.0223862833276	0.00126993562694	0.0384375181877	81.4901910166	0.265007100346	350.116400234	0.134751413207	0.00308361724832	0.276534088717	0.40142874267759726
95	chr1_52226231_52234290	chr1	52226231	52234290	161	52233232	52235232	Gls	-	0	137.452410774	11.1264777133	256.817798815	0.00709462952172	0.000687452587001	0.0208073312973	104.151463001	0.510494268008	703.357642845	0.0628944661085	0.00303100579363	0.271815973754	0.5352137250931526
98	chr1_52725519_52728499	chr1	52725519	52728499	165	52727318	52729318	Mfsd6	-	0	100.013792802	11.3784423953	172.163511179	0.0171799395908	0.00107923546894	0.0326655399583	76.627412314	0.313405676582	416.52154908	0.119321267722	0.00306567600694	0.274925145572	0.5809232869212032
100	chr1_52844187_52846375	chr1	52844187	52846375	168	52843046	52845046	Hibch	+	0	33.9238096146	11.2337553209	76.5959839688	0.0187307836818	0.00113913831952	0.0344786372995	45.5971041986	0.206126130833	187.354076943	0.155582089249	0.00313285091391	0.280949288709	0.4428927974659645
103	chr1_53312723_53314711	chr1	53312723	53314711	171	53311663	53313663	Osgepl1	+	0	40.9840344183	10.2087800114	72.0731063805	0.0308440465299	0.00157760588989	0.0477498652681	52.1143491125	1.84143890076	295.888873912	0.239306636586	0.00372397848299	0.333960706944	0.5686453169082301
104	chr1_53350886_53353297	chr1	53350886	53353297	172	53352699	53354699	Asnsd1	-	0	26.5410970885	11.7283028326	61.2167333678	0.0463760789817	0.0021429631086	0.0648616998493	43.9455801683	0.796159781974	194.515776741	0.0117524402225	0.00281942335592	0.25284158365	0.4335595127076907
111	chr1_55024884_55030013	chr1	55024884	55030013	185	55027478	55029478	Sf3b1	-	0	157.964969498	10.1255420465	288.212482281	0.0109653816153	0.000840603278297	0.0254427886837	159.540879214	1.77189613764	863.617050979	0.160263867729	0.00313285091391	0.280949288709	0.5480851080696362
112	chr1_55051344_55056282	chr1	55051344	55056282	186	55050770	55052770	Coq10b	+	0	122.575836583	11.7391919902	198.341128631	0.00463844187346	0.000577433753031	0.0174773586263	21.1371967731	2.82137064846	483.737798595	0.859748049554	0.00970412645462	0.870251250341	0.6180051380621308
120	chr1_57968863_57970453	chr1	57968863	57970453	201	57970084	57972084	Kctd18	-	0	32.5781126377	11.5927844385	65.399664047	0.020598853106	0.00120528699881	0.0364807789901	36.1664782882	0.362620021542	163.952751972	0.108525499092	0.00305881125824	0.274309525384	0.49813883775132967
122	chr1_58390917_58395445	chr1	58390917	58395445	207	58391136	58393136	Bzw1	+	0	232.067441666	10.8479327159	368.591528735	0.00448429548517	0.000570897505014	0.0172795240694	150.01104682	1.33361377862	957.281225636	0.107325166213	0.00305435142491	0.273909574339	0.6296060098354719
123	chr1_58420215_58424528	chr1	58420215	58424528	208	58424088	58426088	Clk1	-	0	169.212878339	9.88175571429	260.209456981	0.00295723690737	0.000481999342444	0.0145888170224	147.482563822	2.4389779357	808.931334297	0.33471152788	0.00435216979839	0.390295945386	0.6502948828310864
127	chr1_58652017_58654044	chr1	58652017	58654044	213	58650641	58652641	Gm20257	+	0	58.9504251186	11.6903709053	110.927964092	0.0256501368244	0.00138745647579	0.0419945565678	63.9983112356	0.730166583063	312.983453556	0.00388941841412	0.00271635542397	0.243598608812	0.531429794111325
129	chr1_58709953_58717517	chr1	58709953	58717517	216	58711286	58713286	Cflar	+	0	250.155442502	10.4449279126	408.355338179	0.00564141216547	0.000624466272301	0.0189009058333	197.222961587	1.04379309182	1359.30021336	0.0608480713334	0.00303100579363	0.271815973754	0.6125925612177155
130	chr1_58794053_58798485	chr1	58794053	58798485	220	58793374	58795374	Casp8	+	0	133.962347478	10.599938804	264.817407313	0.0184161620319	0.00112612397772	0.0340847283569	125.771398252	20.3764709798	719.967506481	0.192139414871	0.0034531308724	0.309671506585	0.5058668493029376
131	chr1_58971466_58975226	chr1	58971466	58975226	223	58971571	58973571	Stradb	+	0	95.6353215825	10.7173267199	178.97310967	0.0057768070985	0.000631261543746	0.0191065803291	97.1020758989	0.391593846916	507.142228062	0.102152021301	0.00304455700197	0.273031225437	0.5343558133332846
133	chr1_59235744_59239167	chr1	59235744	59239167	226	59237231	59239231	Als2	-	0	64.3609831594	11.0842925278	123.830593564	0.00176568340562	0.000403394838373	0.0122096711895	90.1526978269	1.71250468573	356.562990632	0.158142873988	0.00313285091391	0.280949288709	0.5197502596653225
135	chr1_59667425_59672113	chr1	59667425	59672113	229	59670834	59672834	Sumo1	-	0	176.969022459	11.0787800354	288.588195102	0.00373315552192	0.000526899570262	0.0159478255318	94.6856464627	0.911256326314	796.481569643	0.0301345353524	0.0029998021339	0.269017677172	0.6132233593146498
136	chr1_59683724_59688405	chr1	59683724	59688405	230	59683006	59685006	Nop58	+	0	50.5506729473	10.9900423186	116.12936733	0.0302592014565	0.00155735606335	0.0471369577638	39.0483379234	0.967070784962	353.15489227	0.04308386156	0.00299990410423	0.269026821715	0.4352962055123598
144	chr1_60563315_60567975	chr1	60563315	60567975	238	60566765	60568765	Raph1	-	0	113.445096768	11.0798957173	217.419313415	0.0137467577039	0.000946802344491	0.0286571473109	124.95953656	0.951793169546	610.163568492	0.0395411920911	0.0029998021339	0.269017677172	0.5217802180777804
145	chr1_61638014_61640410	chr1	61638014	61640410	244	61636824	61638824	Pard3b	+	0	61.4517319861	11.1871893212	122.202459561	0.00422597748016	0.000556550580703	0.0168452814571	50.7541720679	0.560763063956	244.086206775	0.051264565289	0.00303100579363	0.271815973754	0.5028682090921831
151	chr1_64530361_64535795	chr1	64530361	64535795	255	64530804	64532804	Creb1	+	0	262.551637074	10.8236130316	417.003646627	0.0108390447798	0.000834998063756	0.0252731339931	152.336527654	1.57765121187	1056.99288299	0.140197353472	0.00309928937296	0.277939540937	0.6296147268679554
153	chr1_64689533_64692925	chr1	64689533	64692925	257	64689345	64691345	Ccnyl1	+	0	51.0749841885	10.8606664553	119.249076462	0.0106839694606	0.000828582776681	0.025078960597	58.8081495197	0.498028957999	343.672694646	0.0657746734183	0.00303100579363	0.271815973754	0.4283050712327788
154	chr1_64731083_64738399	chr1	64731083	64738399	258	64737750	64739750	Fzd5	-	0	234.719187427	10.5654907979	418.328857707	0.00754959176963	0.000705379671775	0.021349935688	105.188765336	20.9474576735	986.631392555	0.715349031696	0.00828276224679	0.742785477421	0.5610877258470146
155	chr1_64955711_64957394	chr1	64955711	64957394	262	64956824	64958824	Plekhm3	-	0	13.0063085465	10.1642341365	34.1333927443	0.000445286122612	0.000238505497993	0.00721891663048	27.6390983164	19.9939116281	109.288162145	0.26190862623	0.00385330985708	0.345558947192	0.3810435324707635
159	chr1_66700093_66703017	chr1	66700093	66703017	269	66698893	66700893	Rpe	+	0	52.6770538638	11.2814206106	100.404596636	0.000675251223496	0.000286327940923	0.00866637269118	42.1100042979	1.09255278345	295.904710706	0.0721095497909	0.00303100579363	0.271815973754	0.5246478311622705
162	chr1_67037932_67039747	chr1	67037932	67039747	273	67038872	67040872	Lancl1	-	0	18.8362178774	10.1127693409	44.6567044627	0.000503280296704	0.000251450471459	0.00761072598088	27.6181468748	0.195154982606	113.420222976	0.161496756673	0.00313285091391	0.280949288709	0.42180044640627606
163	chr1_67111562_67119080	chr1	67111562	67119080	274	67121066	67123066	Cps1	+	1987	113.430753835	10.2298480534	200.905487508	0.0125164834302	0.000902444180609	0.0273145456114	125.040550047	18.9424539957	642.637264217	0.417219419445	0.00502624247211	0.450745754018	0.5645975888562189
166	chr1_71556356_71558480	chr1	71556356	71558480	279	71555156	71557156	Atic	+	0	47.1507277635	11.1482765401	81.787937668	0.00497692683442	0.000595003111675	0.0180091356141	24.1418996758	0.940997749247	168.185383627	0.697411737904	0.00810151762987	0.726531736785	0.5764997762249237
167	chr1_72210123_72212928	chr1	72210123	72212928	281	72212307	72214307	Mreg	-	0	32.3533765391	10.3566427397	73.6254691616	0.00321299937166	0.000499344161525	0.0151137978047	56.7513903201	19.8113639916	185.608693339	0.298699442205	0.00409812806157	0.367513870138	0.4394318556814601
169	chr1_72306561_72308820	chr1	72306561	72308820	287	72305421	72307421	Xrcc5	+	0	21.4816291535	10.2651323741	41.9681854881	2.19132197321e-06	1.57282410926e-05	0.000476051336961	36.0428491252	0.346291322917	129.166665893	0.112111721127	0.00306101256376	0.274506935104	0.5118550850760768
183	chr1_74661376_74663809	chr1	74661376	74663809	306	74659754	74661754	Ttll4	+	0	49.0941948876	10.8969324492	84.6935809677	0.00556558560494	0.000622108370425	0.0188295385181	44.2350195887	1.61097252863	243.592423984	0.189376646681	0.00343294660373	0.307861412175	0.5796684273666889
184	chr1_74712088_74715967	chr1	74712088	74715967	308	74711574	74713574	Cyp27a1	+	0	40.4227095524	11.3609716282	103.076194732	0.00859501625907	0.000747432739138	0.0226227683477	36.3954838796	0.799486480638	395.022709138	0.672125529939	0.0078597176409	0.704847482801	0.3921633860999602
196	chr1_75235472_75238045	chr1	75235472	75238045	326	75234423	75236423	Dnajb2	+	0	43.4127345976	11.7634914896	98.4446111357	0.025350188526	0.00137841892258	0.0417210142648	71.476642523	0.338491347922	269.52623126	0.119015373534	0.00306567600694	0.274925145572	0.4409863993241656
204	chr1_78486471_78490750	chr1	78486471	78490750	336	78488846	78490846	Farsb	-	0	66.7100857936	11.0599064328	146.550989943	0.0367315848278	0.00179571358799	0.054351395641	77.1785921378	0.527409661859	441.679559903	0.0589835838009	0.00303100579363	0.271815973754	0.45520051293782754
208	chr1_79775644_79777527	chr1	79775644	79777527	341	79774018	79776018	Mrpl44	+	0	31.6082488987	11.3620029455	65.0931945312	0.0204552312554	0.00120006477079	0.0363227162663	35.3405751537	19.2269556348	184.42680743	0.382366962643	0.00473354829646	0.424497387045	0.4855845396180359
215	chr1_84836370_84841505	chr1	84836370	84841505	353	84837841	84839841	Fbxo36	+	0	184.871408555	10.5717134027	328.608483626	0.00348396719985	0.000513783492221	0.0155508373085	184.807759598	1.39187785737	902.718722925	0.120106915059	0.00306567600694	0.274925145572	0.5625886663516824
218	chr1_85893994_85896181	chr1	85893994	85896181	358	85892510	85894510	Itm2c	+	0	24.0602245464	11.6160808773	65.5237016421	0.0183306799808	0.00112299701349	0.0339900836035	39.4156239563	0.674589653528	143.95933415	0.0170606716946	0.00287696679685	0.258001991612	0.36719879896011454
220	chr1_86044878_86048505	chr1	86044878	86048505	361	86043863	86045863	2810459M11Rik	+	0	54.4009994703	11.6902623768	132.480247412	0.0226283714367	0.00127947589075	0.0387262761814	58.3430306983	19.787391223	300.327854201	0.303433470349	0.00413209849871	0.370560287095	0.41063479675667014
227	chr1_86581366_86583384	chr1	86581366	86583384	375	86582501	86584501	Pde6d	-	0	21.7896965844	11.9532251141	57.005293767	0.00271289252715	0.000468103408243	0.0141682246615	57.7567433107	0.391481338428	185.07128375	0.102176794306	0.00304455700197	0.273031225437	0.38223987886917826
228	chr1_86586232_86588237	chr1	86586232	86588237	376	86585100	86587100	Cops7b	+	0	35.8337781158	10.9351438871	67.2839652637	0.000682807425568	0.000287506921317	0.00870205724036	52.6753365217	0.376310911535	208.755195827	0.105515433576	0.00304853084097	0.273387593254	0.5325753019364999
230	chr1_87097498_87103049	chr1	87097498	87103049	379	87101606	87103606	Alpi	-	0	31.992927149	12.9668883103	119.32585703	0.00346963393476	0.000513062931285	0.0155290278769	57.3298682027	0.608675248525	291.818688473	0.0401607883325	0.0029998021339	0.269017677172	0.2681139523762782
233	chr1_87393029_87396245	chr1	87393029	87396245	384	87394729	87396729	Kcnj13	-	0	3.23639331687	14.3012203466	32.5517379383	0.0384301833421	0.0018577672518	0.0562295922839	26.1391202584	0.384139321844	91.3597325504	0.1037930171	0.00304853084097	0.273387593254	0.0994230576261213
237	chr1_88007179_88009552	chr1	88007179	88009552	391	88008551	88010551	Usp40	-	0	67.3543463734	11.0071741805	124.868000862	0.0149910674839	0.000996508157052	0.0301616078786	56.9480553725	0.764111579817	348.809831424	0.00415666356318	0.00271635542397	0.243598608812	0.5394043782909427
246	chr1_89069279_89073008	chr1	89069279	89073008	400	89068462	89070462	Sh3bp4	+	0	61.862413475	12.1812549124	127.927588292	0.0315305142472	0.00160272990633	0.0485103013238	71.5293502346	0.245429862616	258.593110308	0.143392246774	0.00310870823513	0.278784210122	0.48357367086289854
252	chr1_91179213_91181499	chr1	91179213	91181499	413	91177822	91179822	Ramp1	+	0	29.4522947076	11.9048930287	54.1767697358	0.00122896526113	0.000355469818191	0.0107591103927	10.2483945141	0.479683828008	82.9102012234	0.0700105127305	0.00303100579363	0.271815973754	0.5436332740255263
253	chr1_91249453_91252503	chr1	91249453	91252503	414	91248319	91250319	Ube2f	+	0	99.3461718902	11.4573523756	182.985198349	0.000869012799845	0.000315134150895	0.00953825879017	107.618965492	1.01194878588	480.507563751	0.0534807855624	0.00303100579363	0.271815973754	0.542919169345715
254	chr1_91297391_91299893	chr1	91297391	91299893	415	91296338	91298338	Scly	+	0	36.0236170781	10.6903839018	87.597092515	0.0279800278215	0.00147204918241	0.0445549491028	33.708959519	0.844318749539	206.000512234	0.023162475575	0.0029624061684	0.265664064058	0.411242154777356
258	chr1_91453152_91461044	chr1	91453152	91461044	421	91459328	91461328	Per2	-	0	316.516839992	13.4593390771	463.342391654	0.012687896505	0.000909566144434	0.0275301082023	81.8209142367	12.8767422531	917.422701465	0.686298032615	0.00799674144804	0.717135568704	0.6831165153314059
259	chr1_91494367_91495999	chr1	91494367	91495999	422	91492668	91494668	Traf3ip1	+	0	9.26767680776	11.4374323455	43.4051525616	0.0336122788048	0.00168059289447	0.0508670034741	21.005447548	0.503207813826	87.3831457721	0.0645782496846	0.00303100579363	0.271815973754	0.21351559114110794
264	chr1_92906532_92908449	chr1	92906532	92908449	430	92904989	92906989	Dusp28	+	0	27.3695681637	13.1261553795	62.6349718259	0.0188448061765	0.00114295387296	0.0345941237869	40.618820646	1.36844765696	149.552503756	0.114973503487	0.00306567600694	0.274925145572	0.43696943362210455
268	chr1_93159299_93161690	chr1	93159299	93161690	435	93160948	93162948	2310007B03Rik	-	0	20.3596793674	12.14621828	56.2704579103	0.000630298256152	0.000278870172806	0.00844064621218	33.6194781622	20.3693043771	146.071753196	0.193714214593	0.00346136281383	0.31040973453	0.3618182634990299
272	chr1_93373491_93375488	chr1	93373491	93375488	439	93371896	93373896	Ano7	+	0	5.84884835748	10.1085268535	28.91871058	0.0342910970419	0.00170616553164	0.0516410180661	15.957108673	0.432190030354	61.0812966308	0.0872497389433	0.00304455700197	0.273031225437	0.20225135354150356
275	chr1_93633249_93636972	chr1	93633249	93636972	447	93635727	93637727	Stk25	-	0	103.906480263	11.5184650374	206.03405346	0.0128567044291	0.000915385368746	0.0277062403901	65.6097250782	0.948748941018	565.003371213	0.0388350988902	0.0029998021339	0.269017677172	0.50431702195857
276	chr1_93684973_93687876	chr1	93684973	93687876	450	93683694	93685694	Bok	+	0	20.549219661	12.9143805878	73.0508826355	0.0236873434301	0.00131832897431	0.0399022539824	51.5331928274	0.654814448469	185.748283538	0.0294540945559	0.0029998021339	0.269017677172	0.2813000872766162
278	chr1_93800805_93805679	chr1	93800805	93805679	454	93801934	93803934	Dtymk	-	0	67.7441342564	11.445217914	169.563768922	0.0166871159147	0.00106017973813	0.0320887745034	75.6149528948	1.33451853879	414.756339958	0.107524060754	0.00305651126332	0.27410326535	0.399520102006948
284	chr1_97656973_97663139	chr1	97656973	97663139	462	97662018	97664018	D1Ertd622e	-	0	105.715477246	11.5374754663	211.798553215	0.0016805812225	0.000395488292283	0.0119703614145	111.865245517	0.470478325184	586.78784963	0.0786083305221	0.00303460222973	0.272138496655	0.4991321972756187
287	chr1_105354370_105357676	chr1	105354370	105357676	475	105356710	105358710	Rnf152	-	0	74.5069016643	10.99842376	167.294396221	0.0115935024378	0.000866424822141	0.026224337008	79.347648179	19.3851063628	393.693821211	0.366850743045	0.00461831090321	0.41416307349	0.4453640011102019
288	chr1_105660367_105666688	chr1	105660367	105666688	476	105661861	105663861	2310035C23Rik	+	0	99.3844706837	10.9694863825	220.29237344	0.00442706288292	0.000566633302865	0.0171504581985	140.797120755	1.18487197775	645.879978527	0.083733149395	0.00303912674631	0.272544248397	0.4511480317350563
289	chr1_105779641_105784122	chr1	105779641	105784122	479	105778723	105780723	Tnfrsf11a	+	0	81.347541481	11.2437947268	181.711862488	0.0247183137076	0.00135672038431	0.0410642581728	123.581614435	19.5450125427	422.980779527	0.337692297072	0.00437724969469	0.39254507221	0.44767325791056745
293	chr1_106755910_106760923	chr1	106755910	106760923	487	106759742	106761742	Kdsr	-	0	51.1167206448	11.9301702889	131.71217864	0.00316476430464	0.000495535992782	0.0149985348321	92.7620485141	1.16762419155	366.953626717	0.0798393338038	0.00303460222973	0.272138496655	0.38809410923582005
295	chr1_118309289_118312100	chr1	118309289	118312100	490	118311132	118313132	Tsn	-	0	46.6986647381	11.7593145576	103.227515967	0.014081906336	0.000959813658732	0.0290509646172	62.7950420434	0.716971628718	326.469855308	0.00701694105232	0.00280957396799	0.251958305573	0.4523858227202593
296	chr1_118321061_118323741	chr1	118321061	118323741	491	118319843	118321843	Mki67ip	+	0	45.2694448189	11.0533374782	92.5351295061	0.00295577806572	0.000481999342444	0.0145888170224	47.3029475388	1.69025804749	280.059694519	0.206743424506	0.00353267220252	0.316804651677	0.48921361066356744
299	chr1_118627196_118630897	chr1	118627196	118630897	494	118625945	118627945	Tfcp2l1	+	0	23.2686781521	10.7979926487	75.6515039634	0.00234603257808	0.000444406704089	0.0134509894902	32.7918260566	0.771323333547	205.29861759	0.00586603635706	0.00274710158759	0.246355877842	0.3075772051188477
300	chr1_119502454_119505827	chr1	119502454	119505827	495	119504782	119506782	Ralb	-	0	40.5068123432	11.0066559387	102.125102059	0.0155940169415	0.00101990739989	0.0308698397	43.0819056263	20.2566436955	280.933913194	0.218266115956	0.00360299588502	0.323111172199	0.3966391369655453
