peak,chr,chromStart,chromEnd,Name,Start_b,End_b,gene,Strand,Distance,CV_amplitude,CV_phase,CV_mean,CV_pvalue,CV_qvalue,CV_fdr_BH,GF_amplitude,GF_phase,GF_mean,GF_pvalue,GF_qvalue,GF_fdr_BH
chr1_9742202_9749359,chr1,9742202,9749359,15,9745648,9747648,1700034P13Rik,+,0,110.92220438,9.98784255992,210.941212057,0.00639091527295,0.000657826095217,0.0199106174855,141.005094619,0.359672758007,717.171823863,0.109173105771,0.00305881125824,0.274309525384
chr1_9797348_9800531,chr1,9797348,9800531,16,9796130,9798130,Sgk3,+,0,24.5630747035,11.3875762091,61.8638448294,2.14567048604e-05,5.44010102794e-05,0.00164657150936,50.2146315421,1.30335540068,241.768445354,0.10066637206,0.00304455700197,0.273031225437
chr1_9942270_9945022,chr1,9942270,9945022,18,9942543,9944543,Snord87,-,0,60.1143721166,10.0346467577,118.666889708,0.0202903609092,0.00119301646771,0.036109383187,35.3463606932,1.82472539939,354.921217745,0.170757357821,0.00317200424112,0.284460499338
chr1_10036444_10041820,chr1,10036444,10041820,20,10036218,10038218,Cspp1,+,0,165.745985246,10.5048029364,274.571292078,0.00336329785555,0.000506820692757,0.0153400921925,154.778649428,1.38760148807,861.913339001,0.119170675268,0.00306567600694,0.274925145572
chr1_10229923_10234443,chr1,10229923,10234443,21,10232670,10234670,Arfgef1,-,0,146.499085463,11.3185158379,258.92608505,0.0085176259629,0.000744807982519,0.0225433240608,131.912462739,0.683674843014,647.277340119,0.0149079785935,0.0028555817609,0.256084214225
chr1_12657471_12657698,chr1,12657471,12657698,22,12665563,12667563,4932411L15,+,7866,3.71008435314,13.5550143876,15.4766465425,0.156943502968,0.00597733278751,0.180917703906,0.410287701151,3.56247637005,4.02460030875,0.880778198653,0.00989539127479,0.887403587512
chr1_13371129_13375229,chr1,13371129,13375229,23,13374083,13376083,Ncoa2,-,0,180.171684157,11.4275247905,329.047553736,0.0177624579592,0.00110136976498,0.0333354852597,133.302741346,0.193512313881,776.766269408,0.161823653046,0.00313312700015,0.280974047701
chr1_13586938_13590760,chr1,13586938,13590760,25,13589864,13591864,Tram1,-,0,114.498593907,10.8644784283,197.944405904,0.00650593019697,0.000662136416276,0.0200410792511,40.5727964541,0.429370914947,466.997046005,0.0878852601348,0.00304455700197,0.273031225437
chr1_13658677_13661489,chr1,13658677,13661489,26,13660509,13662509,Lactb2,-,0,89.4197275754,11.1891992786,135.490684555,0.000906580361617,0.00031943784884,0.00966852009202,56.7585075971,1.99972962656,390.193574029,0.260604379764,0.0038452163687,0.344833135506
chr1_13667604_13670153,chr1,13667604,13670153,27,13666771,13668771,Xkr9,+,0,27.0334922559,9.54176604239,48.4912861769,0.00220725740299,0.000436379848213,0.0132080382632,56.3368215416,3.08139749634,244.785916123,0.420982840208,0.0050629829429,0.454040583367
chr1_15804909_15806977,chr1,15804909,15806977,28,15803658,15805658,Terf1,+,0,63.3036326361,10.5413776364,107.951255836,0.00641845342848,0.000658139678477,0.019920108803,47.7287089598,0.645745214238,243.316322574,0.0238935382336,0.0029624061684,0.265664064058
chr1_16101964_16107932,chr1,16101964,16107932,29,16103882,16105882,Rdh10,+,0,172.19250673,11.1052825111,312.520746136,0.00177126244123,0.000403595508107,0.0122157449199,136.300128097,1.35917788536,826.651884289,0.112940057967,0.00306527538972,0.274889218831
chr1_16517762_16520614,chr1,16517762,16520614,31,16519302,16521302,Stau2,-,0,51.6009687392,12.3267549779,94.4905041968,0.00174755512211,0.000402085266508,0.0121700339895,40.3186638831,0.695666536638,198.236100699,0.0120662954501,0.00281942335592,0.25284158365
chr1_16617217_16620001,chr1,16617217,16620001,32,16619286,16621286,Ube2w,-,0,49.5408333856,10.9705753414,99.9184657635,0.0120692596775,0.000885715163114,0.0268082034783,55.9712759256,1.18558860858,270.35638885,0.0838948545571,0.00303912674631,0.272544248397
chr1_16655381_16658059,chr1,16655381,16658059,33,16655552,16657552,D030040B21Rik,+,0,48.9028720695,10.8548903969,93.9802582456,0.0176205339383,0.00109533920261,0.0331529564403,69.0195840195,1.22280851825,283.646396433,0.0922842356543,0.00304455700197,0.273031225437
chr1_16664566_16667690,chr1,16664566,16667690,34,16663191,16665191,Tmem70,+,0,58.693674223,10.1765298422,116.878215108,0.00193163023712,0.000416846921447,0.0126168293768,49.2036567639,0.559461973213,292.150992737,0.0515658556863,0.00303100579363,0.271815973754
chr1_16687514_16689878,chr1,16687514,16689878,35,16686456,16688456,Ly96,+,0,39.9842787279,9.46048522077,74.9508702492,0.0040032051787,0.000542188773647,0.0164105883843,51.5117493632,0.459299542206,209.212214054,0.0811331753019,0.00303569292063,0.272236308151
chr1_20818399_20820890,chr1,20818399,20820890,37,20820213,20822213,Mcm3,-,0,29.5726981587,10.9596270137,56.4501765006,0.0156058442855,0.00101990739989,0.0308698397,18.4219181744,0.929395779006,120.370144262,0.0343449454223,0.0029998021339,0.269017677172
chr1_20890091_20891906,chr1,20890091,20891906,38,20888622,20890622,Paqr8,+,0,15.1040644526,10.0474455815,39.2988307206,0.00128181581845,0.000362179757237,0.0109622021075,11.8772108799,19.9987091889,79.758172124,0.260924731508,0.00384713716027,0.345005389163
chr1_21071874_21073250,chr1,21071874,21073250,39,21079225,21081225,Tram2,-,5976,7.32798622061,14.3248787606,20.4935371029,0.00626991877185,0.000653531721619,0.0197806384065,14.9149452704,0.662517638835,56.59996068,0.027665490736,0.0029998021339,0.269017677172
chr1_21077871_21080257,chr1,21077871,21080257,40,21079225,21081225,Tram2,-,0,30.5781684506,11.7656412249,75.1930574162,0.00301468202743,0.000486245354233,0.0147173323202,75.5362058387,0.366176578339,209.608332282,0.107743833041,0.00305801867314,0.274238447563
chr1_21217864_21220149,chr1,21217864,21220149,42,21216631,21218631,Tmem14a,+,0,47.4936367147,10.3918707308,87.5543164696,0.00850551743827,0.000744575673738,0.022536292702,38.3032729928,20.37595888,285.217522599,0.192251993999,0.00345325169846,0.309682342083
chr1_21227482_21231013,chr1,21227482,21231013,43,21238589,21240589,Gsta3,+,7577,8.84809832437,10.0271829447,50.5396484128,0.0188091908618,0.00114138187183,0.0345465435625,15.8113454645,1.71035001124,138.404275625,0.157704852054,0.00313285091391,0.280949288709
chr1_23919346_23922990,chr1,23919346,23922990,47,23922289,23924289,Smap1,-,0,112.16075047,11.3773117954,192.363125614,0.00126254735151,0.000360193825421,0.0109020933203,53.7394600819,1.60498588542,466.167052537,0.18805782974,0.00342248000118,0.306922783233
chr1_24004419_24006332,chr1,24004419,24006332,48,24005640,24007640,1110058L19Rik,-,0,26.0199882759,10.7286601452,59.9122186407,0.000464491598845,0.000242388879136,0.00733645607907,51.0270336079,0.197349289829,211.950949772,0.161060003109,0.00313285091391,0.280949288709
chr1_24096255_24101740,chr1,24096255,24101740,49,24100341,24102341,Fam135a,-,0,128.929735719,11.1396799223,240.156660991,0.0055231380648,0.00061983221615,0.0187606454817,152.146349965,0.286168222652,696.717697746,0.13487764204,0.00308361724832,0.276534088717
chr1_24106623_24109835,chr1,24106623,24109835,50,24100341,24102341,Fam135a,-,4283,13.0706182682,9.90537297479,42.4756180093,0.0017011343291,0.000397026466743,0.012016917797,34.414589444,0.9606891263,129.107995905,0.0416042281093,0.0029998021339,0.269017677172
chr1_24677538_24680512,chr1,24677538,24680512,52,24676544,24678544,Lmbrd1,+,0,83.6706773031,10.689740476,143.647233595,0.00486532283481,0.000589386602336,0.0178391390605,43.9224050367,1.20419053797,445.306641851,0.737218460782,0.00850079978202,0.762338750819
chr1_24683821_24684582,chr1,24683821,24684582,53,24676544,24678544,Lmbrd1,+,5278,12.969160164,19.7856139427,48.5329666784,0.000234007629564,0.000176572567133,0.00534437424752,5.29553708648,0.334573127112,37.8423315952,0.119856723479,0.00306567600694,0.274925145572
chr1_26686670_26688547,chr1,26686670,26688547,55,26687460,26689460,4931408C20Rik,-,0,3.1096622394,18.6914620456,90.3810177113,0.1592846824,0.00605450535635,0.18325350893,5.68543522457,7.4714306877,54.5858676102,0.847366546908,0.00959053175281,0.860064250847
chr1_30871290_30874885,chr1,30871290,30874885,56,30863256,30865256,Phf3,-,6035,104.972533477,10.8513968673,184.053184127,0.000970412080911,0.000326290513469,0.00987593172432,81.4473113607,1.78694693496,399.955615603,0.163258876564,0.00314295358049,0.281855280429
chr1_30944881_30951696,chr1,30944881,30951696,57,30949710,30951710,Gm13363,-,0,321.103860407,10.4467503844,483.511361073,0.00126226026033,0.000360193825421,0.0109020933203,68.1121601968,1.78187440754,1136.83964387,0.799537045741,0.00911253817018,0.817198515855
chr1_33668876_33671071,chr1,33668876,33671071,60,33667824,33669824,1700001G17Rik,+,0,33.8198410871,10.9257523106,59.5770302773,0.00639075111666,0.000657826095217,0.0199106174855,43.2939607348,0.314727472818,150.821986798,0.124114270203,0.00307879183773,0.27610135326
chr1_33719567_33721026,chr1,33719567,33721026,61,33717896,33719896,Rab23,+,0,20.6028713148,12.5334085655,40.908046562,0.00897899014987,0.000761108597038,0.0230366995939,31.2087113094,19.8404964781,119.917652423,0.292915185078,0.00406320548822,0.364382067057
chr1_33756202_33758489,chr1,33756202,33758489,62,33757750,33759750,Bag2,-,0,25.2828870616,13.4926005414,51.9223543863,0.0112151272101,0.000850609637976,0.0257456541393,23.096406236,18.7629539523,96.2342864498,0.433021214882,0.00515872783877,0.462626839505
chr1_33813132_33815008,chr1,33813132,33815008,63,33814427,33816427,Zfp451,-,0,46.3566795349,11.4775164301,91.4082041313,0.0196749142921,0.00117228077784,0.035481769913,43.5920620875,1.63279822455,233.648778083,0.194175958971,0.00346478972444,0.310717054643
chr1_34432626_34435493,chr1,34432626,34435493,65,34433199,34435199,Mir5103,-,0,21.4851177022,10.3225955791,53.5795785127,0.0513654373754,0.00232129007808,0.0702591751129,66.4885057736,0.795977163444,160.799560029,0.0117091620619,0.00281942335592,0.25284158365
chr1_34438447_34440962,chr1,34438447,34440962,66,34437829,34439829,Imp4,+,0,31.0659089596,11.5689969552,73.7623770983,0.0183885060365,0.00112525121466,0.0340583121787,54.7286445664,1.79992118123,199.795177119,0.230440172777,0.00367280578145,0.329371617168
chr1_34458767_34461044,chr1,34458767,34461044,67,34457746,34459746,Ptpn18,+,0,49.4453690518,11.3615805164,98.2649485419,0.0602459197821,0.00264770755726,0.0801389497459,50.514495633,0.375068568929,206.738652959,0.100105511996,0.00304455700197,0.273031225437
chr1_34801442_34802920,chr1,34801442,34802920,68,34799722,34801722,Arhgef4,+,0,6.07100250571,13.3199650739,23.823198627,0.0105085144254,0.000822234721168,0.0248868221184,12.946130424,19.8843137507,54.8932355784,0.284151662315,0.00400312907896,0.358994506362
chr1_34839960_34844242,chr1,34839960,34844242,70,34843050,34845050,Fam168b,-,0,108.262741249,10.9004569822,192.385901567,0.0190979244241,0.0011505480257,0.0348239782595,79.5796595424,1.73035903825,518.564345869,0.215453927277,0.00358346992898,0.321360114261
chr1_34848182_34853914,chr1,34848182,34853914,71,34847959,34849959,Plekhb2,+,0,116.136945585,11.2511339858,246.212551331,0.0252559487554,0.00137556187179,0.0416345390614,146.737030076,0.757024721754,722.962124954,0.00247685927964,0.00271635542397,0.243598608812
chr1_34856727_34859938,chr1,34856727,34859938,72,34847959,34849959,Plekhb2,+,6769,12.4055502046,10.2387754414,59.2730636606,0.0288957949831,0.00150582561469,0.045577270394,41.795915615,0.247890644881,143.253743497,0.142878776278,0.00310870823513,0.278784210122
chr1_36067574_36072876,chr1,36067574,36072876,73,36066400,36068400,Hs6st1,+,0,111.712389083,11.3301309906,238.64933492,0.0208243921684,0.0012138577462,0.036740192343,116.29392117,0.214489959979,476.354051266,0.153879303138,0.00312409557191,0.280164123
chr1_36241124_36245121,chr1,36241124,36245121,75,36244302,36246302,Uggt1,-,0,58.6297985605,10.7297353465,142.090238042,0.0429088664044,0.00201759784541,0.0610672322544,47.6075980603,19.8800028033,383.190138346,0.285017205178,0.00400762019451,0.35939726275
chr1_36269751_36276855,chr1,36269751,36276855,76,36273425,36275425,Neurl3,-,0,157.663396826,10.4237525298,316.039123946,0.0222877779086,0.00126703430607,0.0383497030487,85.7291555864,1.69059012334,859.295367847,0.153683735122,0.00312181167284,0.279959306417
chr1_36307321_36309486,chr1,36307321,36309486,77,36305733,36307733,Arid5a,+,0,25.8809330147,11.6595837575,67.9469329163,0.00662108316677,0.000666453686224,0.0201717513408,39.1539692247,0.486574886118,167.490816452,0.0684198094031,0.00303100579363,0.271815973754
chr1_36367117_36369992,chr1,36367117,36369992,78,36369181,36371181,4632411B12Rik,-,0,82.5587985766,10.5113443657,147.516089652,0.00276904168778,0.000470967806589,0.0142549222555,54.6801215203,0.334300125743,374.613744815,0.114742613427,0.00306567600694,0.274925145572
chr1_36444082_36445592,chr1,36444082,36445592,79,36445239,36447239,Lman2l,-,0,20.2961276555,11.2746616989,49.3376617571,4.93463989223e-05,8.2508866017e-05,0.00249732031364,34.90362936,1.7885117063,114.011145044,0.163570009312,0.00314388344403,0.281938669172
chr1_36470697_36479107,chr1,36470697,36479107,80,36469597,36471597,Cnnm4,+,0,340.151027296,10.7098148399,604.907446716,0.00845957599748,0.000742635377258,0.0224775651731,304.809616789,0.220924942737,1682.21497124,0.14849932822,0.00310870823513,0.278784210122
chr1_36511176_36514068,chr1,36511176,36514068,82,36509876,36511876,Cnnm3,+,0,39.2651258124,11.7697244671,82.3068892178,0.0105926579746,0.000825123423589,0.0249742553311,36.8960303622,0.270133451333,152.360506978,0.13823256035,0.00308832534551,0.276956303688
chr1_36546028_36547533,chr1,36546028,36547533,83,36547201,36549201,Ankrd39,-,0,17.5519019633,12.7068850902,42.4749048441,8.943087799e-05,0.000110462312449,0.00334339556567,15.9915526343,20.1441806499,83.5990547014,0.242363655484,0.00374456254986,0.335806654647
chr1_36555921_36558696,chr1,36555921,36558696,84,36558381,36560381,Sema4c,-,0,34.4573460598,12.2018940169,79.2969261124,0.0386626636779,0.0018660934882,0.0564816049498,48.4148121655,0.40420890469,164.362688858,0.0935528861489,0.00304455700197,0.273031225437
chr1_36690738_36692994,chr1,36690738,36692994,85,36689487,36691487,Cox5b,+,0,75.6571134534,11.094171983,131.395391845,0.00194412521906,0.000417869819567,0.0126477897375,47.6245824916,0.211599699794,316.294673133,0.154467878913,0.00312759755222,0.28047817525
chr1_36707314_36710674,chr1,36707314,36710674,86,36709925,36711925,Actr1b,-,0,40.0072251905,11.3178738733,108.649938352,0.056393781127,0.0025051626657,0.075824501245,64.7486137795,0.763015769756,274.556924068,0.00389692463815,0.00271635542397,0.243598608812
chr1_36934892_36940976,chr1,36934892,36940976,90,36939527,36941527,Tmem131,-,0,178.82267602,10.8487798892,333.60736731,0.0125076016177,0.000902197108638,0.0273070674107,173.607753669,1.734142186,934.465104358,0.216273041227,0.00358669623762,0.321649444695
chr1_37298571_37302826,chr1,37298571,37302826,93,37297893,37299893,Inpp4a,+,0,56.8368668842,11.7685631784,136.499685251,0.00562828443517,0.000624031207003,0.0188877375829,99.9435540096,0.950754658169,371.404899449,0.0393003211554,0.0029998021339,0.269017677172
chr1_37428319_37432490,chr1,37428319,37432490,94,37428172,37430172,Unc50,+,0,85.4668139828,10.5000445116,174.006436534,0.00597279861017,0.0006388837464,0.019337283797,83.1773037731,1.23907398747,504.972680119,0.0959445761649,0.00304455700197,0.273031225437
chr1_37499851_37505924,chr1,37499851,37505924,95,37488605,37490605,4930594C11Rik,-,9247,24.0316268995,12.2092082699,84.3276199361,0.0282940071258,0.00148366078205,0.044906400832,81.9471440653,20.3373021299,238.461578081,0.200727958994,0.00350195683876,0.314050144732
chr1_37536919_37542093,chr1,37536919,37542093,99,37536259,37538259,Mgat4a,-,0,126.191568351,11.737132564,237.443167216,0.00664444323914,0.000667456419259,0.0202021013589,96.4464616816,0.722954825297,538.179838725,0.00559879874101,0.00274264608383,0.245956315065
chr1_37718459_37721183,chr1,37718459,37721183,106,37719811,37721811,2010300C02Rik,-,0,30.8825446793,12.6840339843,78.6003562899,0.1347900101,0.00523467329309,0.158439408771,42.905780004,20.2709866425,165.261419371,0.215162454179,0.00358170726553,0.321202041292
chr1_37863743_37866792,chr1,37863743,37866792,107,37865079,37867079,Tsga10,-,0,17.7763672587,13.6876689698,64.0499427561,0.0326695400765,0.00164579773495,0.0498138480632,49.7835324342,0.995121605389,201.185230868,0.049584233132,0.00303100579363,0.271815973754
chr1_37871499_37873799,chr1,37871499,37873799,108,37870206,37872206,Lipt1,+,0,10.5229845332,9.97435271582,40.4861360543,0.260282234763,0.00940974691597,0.284807600127,27.3728291533,19.3843356758,123.698200866,0.366988513019,0.00461887440798,0.414213607738
chr1_37888718_37892302,chr1,37888718,37892302,109,37888553,37890553,Mrpl30,+,0,38.331490743,10.429810867,97.3338030196,0.00281744146629,0.00047418420795,0.0143522740293,125.970859408,0.95105799525,381.348499607,0.0393706774451,0.0029998021339,0.269017677172
chr1_37995751_38000330,chr1,37995751,38000330,110,37996010,37998010,Eif5b,+,0,153.386972493,10.883298911,262.382393288,0.0106543812517,0.000826947996528,0.0250294802213,132.562861584,1.83444487691,765.852803025,0.237817200072,0.00371513586168,0.333167714161
chr1_38127839_38130698,chr1,38127839,38130698,111,38129662,38131662,Rev1,-,0,52.6509349943,11.9879715524,106.61469106,0.00513515373596,0.00060026330018,0.0181683472994,22.5515786046,20.21897722,251.140356535,0.226384686533,0.00364363397879,0.326755534428
chr1_38985793_38989498,chr1,38985793,38989498,112,38985814,38987814,Pdcl3,+,0,70.9707035312,11.3365513783,148.290187719,0.0268619416555,0.00143095502744,0.043311140129,139.105102124,1.79832916802,495.394701492,0.165521003396,0.00315215037182,0.28268003464
chr1_39186007_39188292,chr1,39186007,39188292,114,39192272,39194272,Npas2,+,3981,4.00017938405,14.9195288876,37.4756036978,0.247864678874,0.00900452147071,0.272542521416,29.3330849264,1.07335606028,69.9984396774,0.0676788853162,0.00303100579363,0.271815973754
chr1_39192079_39198350,chr1,39192079,39198350,115,39192272,39194272,Npas2,+,0,39.4392388402,10.4835315283,195.795992078,0.174995395955,0.00658369963303,0.199270789021,295.106277224,0.707969483395,643.625218401,0.00915055600442,0.00280957396799,0.251958305573
chr1_39202887_39207854,chr1,39202887,39207854,116,39192272,39194272,Npas2,+,8616,24.973404827,9.75101474231,79.2635493667,4.31378813442e-05,7.79906725057e-05,0.00236056681088,49.1988197774,0.95435546428,271.260715418,0.0401354583916,0.0029998021339,0.269017677172
chr1_39366978_39371486,chr1,39366978,39371486,120,39365851,39367851,Rpl31,+,0,92.5881003693,11.1496224613,186.871001702,0.00826152541551,0.000735070549608,0.0222485982915,64.3726280927,0.632823164167,467.666867041,0.0345586734075,0.0029998021339,0.269017677172
chr1_39477035_39479484,chr1,39477035,39479484,121,39478747,39480747,Tbc1d8,-,0,36.4081183933,11.5155026041,68.2568873712,0.0167849761859,0.00106430715508,0.032213700256,50.326221654,0.993838761779,185.0241731,0.0492870809372,0.00302994625649,0.27172095608
chr1_39534968_39537493,chr1,39534968,39537493,122,39533802,39535802,D1Bwg0212e,+,0,41.4391289092,11.5309055059,90.0658299754,0.00763034749399,0.000708941620611,0.0214577462496,61.9397577333,0.61341405473,227.865424883,0.0390617004307,0.0029998021339,0.269017677172
chr1_39575290_39578310,chr1,39575290,39578310,123,39577347,39579347,Rnf149,-,0,50.6670041986,11.1813519084,119.176928912,0.0198864017056,0.00117986509242,0.0357113266112,68.9096675567,0.374091174804,250.25975632,0.106003655948,0.00304853084097,0.273387593254
chr1_39900007_39903317,chr1,39900007,39903317,125,39898913,39900913,Map4k4,+,0,78.6342661819,11.1534756365,136.036757769,0.000404157586468,0.000227471197361,0.00688493818132,87.9476130377,0.90867515375,337.009612883,0.0295352781158,0.0029998021339,0.269017677172
chr1_40679622_40683734,chr1,40679622,40683734,128,40679712,40681712,Slc9a2,+,0,130.158516194,11.0280139068,232.223358054,0.00678108263899,0.000674051372204,0.0204017127553,165.662196127,1.30772122975,590.894122676,0.101627966607,0.00304455700197,0.273031225437
chr1_40789174_40791804,chr1,40789174,40791804,130,40790657,40792657,Mfsd9,-,0,38.6479971804,10.4229924154,88.5117141712,0.0158678121182,0.00102955534861,0.031161857025,81.8334856951,0.545311153895,276.691505214,0.054841819861,0.00303100579363,0.271815973754
chr1_42850564_42852774,chr1,42850564,42852774,133,42849233,42851233,Mrps9,+,0,34.6967656792,11.8187236203,80.2834656226,0.039351279319,0.00189073320377,0.0572273825273,51.155303672,1.00125707725,197.813744258,0.051005247171,0.00303100579363,0.271815973754
chr1_43090821_43093860,chr1,43090821,43093860,134,43096710,43098710,AI597479,+,2851,70.1045624301,11.3158251436,163.063625221,0.00695444144381,0.000681135341457,0.0206161253532,94.4925287017,1.19436944175,384.641703989,0.085875690161,0.00304455700197,0.273031225437
chr1_43096864_43100225,chr1,43096864,43100225,135,43096710,43098710,AI597479,+,0,99.6844214437,10.2091818258,175.49371051,0.0248619852772,0.00136193889149,0.0412222082771,86.0756494419,1.37659185896,575.725234999,0.116758883677,0.00306567600694,0.274925145572
chr1_43150796_43156675,chr1,43150796,43156675,137,43163961,43165961,Fhl2,-,7287,14.9496656009,10.1409272942,75.9209625821,0.0148613568485,0.000992080455648,0.0300275933273,39.2213499797,0.17077447829,200.079876967,0.166343275719,0.00315884845887,0.283280708864
chr1_43159224_43165476,chr1,43159224,43165476,138,43163961,43165961,Fhl2,-,0,102.625974503,11.8781331261,226.766514793,0.0105131604899,0.000822406338157,0.0248920165007,120.414047692,0.328271783047,607.594342391,0.1212092724,0.0030697380793,0.275289426021
chr1_43444014_43448961,chr1,43444014,43448961,140,43443751,43445751,Nck2,+,0,202.026278552,11.087377029,331.722784352,0.00812009711233,0.000729099017454,0.0220678561571,109.307409004,0.728594209315,675.410071615,0.00426211660205,0.00271635542397,0.243598608812
chr1_43825897_43828805,chr1,43825897,43828805,143,43827708,43829708,Uxs1,-,0,45.4012269756,11.7253152717,96.5722969971,0.000476985193613,0.000246040765812,0.00744698881597,60.5179411134,1.0413127048,245.939873235,0.0602745596485,0.00303100579363,0.271815973754
chr1_43932707_43936658,chr1,43932707,43936658,144,43932007,43934007,Tpp2,+,0,129.651729006,10.1368975592,211.691297718,0.0118100321154,0.000875908420691,0.0265113798974,125.110708757,1.7377862363,655.799237812,0.217061601901,0.00359399495247,0.322303982304
chr1_44100552_44103346,chr1,44100552,44103346,146,44102388,44104388,1700029F09Rik,-,0,44.7329412479,10.2135495671,91.9952110915,0.00541586961386,0.000613697100533,0.0185749521181,36.2188349948,1.06786957397,230.506567483,0.0664118545663,0.00303100579363,0.271815973754
chr1_44117827_44121202,chr1,44117827,44121202,147,44117968,44119968,Bivm,+,0,38.244767287,12.2028935536,90.1816565487,0.00400743900754,0.000542188773647,0.0164105883843,60.9362586453,20.2487393948,241.585044029,0.219973669934,0.00361063536794,0.323796269368
chr1_44147008_44149416,chr1,44147008,44149416,148,44145744,44147744,Ercc5,+,0,33.2216972483,10.0853569332,54.0652361998,4.91307215937e-05,8.2508866017e-05,0.00249732031364,36.6531801454,0.916472973264,155.343999013,0.0313455592302,0.0029998021339,0.269017677172
chr1_45794699_45797041,chr1,45794699,45797041,150,45793501,45795501,Wdr75,+,0,46.3650851965,11.0130259624,85.1639322548,0.00472276780528,0.000582266002522,0.0176236177545,41.1405491948,1.02319048246,235.390299172,0.0560826263965,0.00303100579363,0.271815973754
chr1_45925000_45926751,chr1,45925000,45926751,151,45925594,45927594,Slc40a1,-,0,29.7358326436,11.6159193678,58.1585656664,0.00802312898811,0.000725800949413,0.0219680325537,34.9069833074,0.336143482609,129.966081309,0.114338328396,0.00306567600694,0.274925145572
chr1_46076065_46076236,chr1,46076065,46076236,152,46064738,46066738,Dnahc7b,+,9328,1.9397803683,11.1040584373,17.1298824175,0.709043710431,0.0237852353427,0.719914771024,1.09054303653,1.80217063816,8.79712045425,0.230922086103,0.003676598669,0.329711757536
chr1_46851992_46855099,chr1,46851992,46855099,154,46853509,46855509,Slc39a10,-,0,84.5883465465,11.2828288958,152.699477641,0.00382133221652,0.000531946105404,0.0161005705074,102.239655899,1.37884766349,374.071825478,0.117253209721,0.00306567600694,0.274925145572
chr1_51476767_51479591,chr1,51476767,51479591,156,51478399,51480399,Obfc2a,-,0,87.2690738842,10.1530409591,140.710463823,0.00328304974354,0.000502787151834,0.0152180078133,89.0262949273,1.87173703631,430.683563686,0.245738880276,0.00376540245232,0.337675545294
chr1_51914750_51916325,chr1,51914750,51916325,158,51915974,51917974,Myo1b,-,0,39.2773395662,12.0395907633,72.4028193594,0.00312414417174,0.00049375239074,0.0149445500203,22.8399486431,21.0711041943,102.109599618,0.695363713001,0.00808292619139,0.724864484955
chr1_52112760_52114377,chr1,52112760,52114377,159,52117438,52119438,Stat1,+,3062,3.16409335705,11.3277720101,23.8714808311,0.306517443033,0.0109222431797,0.330586773033,19.9309227494,0.567421636376,55.5870018516,0.0497224433639,0.00303100579363,0.271815973754
