tracking_id	q17_FPKM	q18_FPKM	q19_FPKM	q20_FPKM	q17_FPKMr	q18_FPKMr	q19_FPKMr	q20_FPKMr
1110012L19Rik	4.42686	4.19816	4.43309	5.51114	4.42686	4.19816	4.43309	5.51114
1110014N23Rik	8.91387	8.07377	8.94822	7.66566	8.91387	8.07377	8.94822	7.66566
1110015O18Rik	0	0	0	0	0	0	0	0
1110017D15Rik	0	0	0.152395	0.096385	0	0	0.152395	0.096385
1110017F19Rik	10.9321	10.7424	13.9505	12.4869	10.9321	10.7424	13.9505	12.4869
1110018G07Rik	15.2049	12.6607	12.8753	13.6147	15.2049	12.6607	12.8753	13.6147
1110018J18Rik	5.01448	7.18976	6.80893	9.61666	5.01448	7.18976	6.80893	9.61666
1110019D14Rik	0.560116	0.633932	1.17979	1.05052	0.560116	0.633932	1.17979	1.05052
1110020A21Rik	0.560445	0.543689	0.786988	1.08505	0.560445	0.543689	0.786988	1.08505
1110020G09Rik	4.52243	5.00829	3.77483	3.59952	4.52243	5.00829	3.77483	3.59952
1110021J02Rik	6.61607	6.06931	6.24334	6.56144	6.61607	6.06931	6.24334	6.56144
1110021L09Rik	13.463	14.6376	15.5131	15.393	13.463	14.6376	15.5131	15.393
1110028C15Rik	2.72597	2.54229	2.59833	2.52505	2.72597	2.54229	2.59833	2.52505
1110028F11Rik	2.14071	2.78298	2.6235	2.4853	2.14071	2.78298	2.6235	2.4853
1110028F18Rik	0	0	0.0746324	0	0	0	0.0746324	0
1110031I02Rik	8.44842	7.67654	8.00701	6.67441	8.44842	7.67654	8.00701	6.67441
1110032A03Rik	6.70147	5.86288	5.34434	5.33192	6.70147	5.86288	5.34434	5.33192
1110032A04Rik	0.327109	0.415571	0.218741	0.254462	0.327109	0.415571	0.218741	0.254462
1110032F04Rik	0.152396	0.0985598	0.142665	0.0737613	0.152396	0.0985598	0.142665	0.0737613
1110034A24Rik	1.30742	1.39325	1.68639	1.58202	1.30742	1.39325	1.68639	1.58202
1110034B05Rik	0.479714	1.50462	1.68409	1.1427	0.479714	1.50462	1.68409	1.1427
1110034G24Rik	2.11676	0.924989	1.17155	1.14222	2.11676	0.924989	1.17155	1.14222
1110035M17Rik	0	0.3557	0	0	0	0.3557	0	0
1110036E04Rik	0	0	0.297415	0.153771	0	0	0.297415	0.153771
1110037F02Rik	6.23185	6.60174	6.18509	6.61078	6.23185	6.60174	6.18509	6.61078
1110038B12Rik	42.4113	39.0397	31.6556	28.2551	42.4113	39.0397	31.6556	28.2551
1110038D17Rik	37.2392	42.0128	44.1711	32.5095	37.2392	42.0128	44.1711	32.5095
1110038F14Rik	12.4414	10.4549	8.38082	8.91379	12.4414	10.4549	8.38082	8.91379
1110046J04Rik	1.5251	1.95207	0.743537	0.922625	1.5251	1.95207	0.743537	0.922625
1110049F12Rik	11.5171	11.287	10.235	9.46599	11.5171	11.287	10.235	9.46599
1110050K14Rik	4.32362	4.67832	4.94268	6.64024	4.32362	4.67832	4.94268	6.64024
1110051M20Rik	1.34615	1.0223	1.38431	1.4808	1.34615	1.0223	1.38431	1.4808
1110054M08Rik	5.70768	5.24752	4.78009	6.63561	5.70768	5.24752	4.78009	6.63561
1110054O05Rik	2.35326	2.67892	2.8521	3.00732	2.35326	2.67892	2.8521	3.00732
1110057K04Rik	13.2971	14.1092	14.7562	13.0367	13.2971	14.1092	14.7562	13.0367
1110058L19Rik	4.56999	4.71363	5.80873	3.52764	4.56999	4.71363	5.80873	3.52764
1110059E24Rik	22.921	16.4709	16.1832	17.1642	22.921	16.4709	16.1832	17.1642
1110059G10Rik	2.22211	1.68528	1.78266	1.88494	2.22211	1.68528	1.78266	1.88494
1110059M19Rik	0	0	0	0	0	0	0	0
1110065P20Rik	2.61052	3.90423	3.81848	3.23777	2.61052	3.90423	3.81848	3.23777
1110067D22Rik	10.0745	11.6543	13.2071	9.53809	10.0745	11.6543	13.2071	9.53809
1190002F15Rik	3.86946	1.72048	2.89754	3.74572	3.86946	1.72048	2.89754	3.74572
1190002H23Rik	0.921545	1.90387	3.11531	2.53994	0.921545	1.90387	3.11531	2.53994
1190002N15Rik	2.60574	2.48102	3.67032	2.69758	2.60574	2.48102	3.67032	2.69758
1190003J15Rik	3.87204	7.51256	5.70907	4.12305	3.87204	7.51256	5.70907	4.12305
1190003K10Rik	0	0	0	0	0	0	0	0
1190005F20Rik	17.3752	15.924	14.7245	15.9195	17.3752	15.924	14.7245	15.9195
1190005I06Rik	0.68742	0.111145	0.160882	0.16636	0.68742	0.111145	0.160882	0.16636
1190007F08Rik	2.5829	2.18116	2.44696	2.58533	2.5829	2.18116	2.44696	2.58533
1190007I07Rik	4.29502	3.97643	4.77732	2.67373	4.29502	3.97643	4.77732	2.67373
1200009I06Rik	49.9909	52.5011	54.389	44.3135	49.9909	52.5011	54.389	44.3135
1200011I18Rik	5.05837	4.65755	4.54022	4.12776	5.05837	4.65755	4.54022	4.12776
1200011M11Rik	4.60282	6.02726	4.97938	4.72831	4.60282	6.02726	4.97938	4.72831
1200014J11Rik	5.08737	4.69888	4.42314	4.57374	5.08737	4.69888	4.42314	4.57374
1200016B10Rik	5.53194	4.69152	5.06879	5.36767	5.53194	4.69152	5.06879	5.36767
1300001I01Rik	23.9445	25.8246	24.2586	21.7849	23.9445	25.8246	24.2586	21.7849
1300002E11Rik	9.34545	13.7813	12.4655	12.4482	9.34545	13.7813	12.4655	12.4482
1300002K09Rik	2.55075	2.18236	2.21376	2.27628	2.55075	2.18236	2.21376	2.27628
1300010F03Rik	18.3573	19.5435	18.5933	16.9277	18.3573	19.5435	18.5933	16.9277
1300014I06Rik	11.7659	8.07275	11.5075	11.0062	11.7659	8.07275	11.5075	11.0062
1300015D01Rik	0.044204	0.0178677	0.0517268	0.053488	0.044204	0.0178677	0.0517268	0.053488
1300017J02Rik	0	0	0.0408964	0.0422889	0	0	0.0408964	0.0422889
1300018I17Rik	4.91673	5.06501	4.50416	4.67452	4.91673	5.06501	4.50416	4.67452
1300018J18Rik	4.02814	4.09767	3.73165	4.67107	4.02814	4.09767	3.73165	4.67107
1500001M20Rik	5.65786	5.12279	4.36968	4.51847	5.65786	5.12279	4.36968	4.51847
1500002O10Rik	0	0	0.0621116	0.192679	0	0	0.0621116	0.192679
1500002O20Rik	4.92543	4.64544	4.63598	4.03805	4.92543	4.64544	4.63598	4.03805
1500003O03Rik	113.227	119.804	102.721	89.8614	113.227	119.804	102.721	89.8614
1500004A13Rik	1.24568	1.10945	1.05002	1.46899	1.24568	1.10945	1.05002	1.46899
1500009C09Rik	0	0	0	0	0	0	0	0
1500009L16Rik	3.00506	2.84412	1.62959	1.59638	3.00506	2.84412	1.62959	1.59638
1500010J02Rik	2.17157	1.90333	2.28428	2.15325	2.17157	1.90333	2.28428	2.15325
1500011B03Rik	1.71521	1.78661	1.50211	1.3373	1.71521	1.78661	1.50211	1.3373
1500011H22Rik	0.746149	0.980202	0.709419	1.01572	0.746149	0.980202	0.709419	1.01572
1500011K16Rik	5.03605	3.87737	5.19155	3.98996	5.03605	3.87737	5.19155	3.98996
1500012F01Rik	13.9174	11.6923	10.2186	12.0525	13.9174	11.6923	10.2186	12.0525
1500012K07Rik	0	0	0	0	0	0	0	0
1500015A07Rik	1.13429	0.846445	1.22523	1.003	1.13429	0.846445	1.22523	1.003
1500015L24Rik	0	0	0	0	0	0	0	0
1500015O10Rik	0	0.171891	0.311015	0	0	0.171891	0.311015	0
1500016L03Rik	0.347809	0	0.10175	0	0.347809	0	0.10175	0
1500017E21Rik	0.441533	0.0237963	0.120558	0.106854	0.441533	0.0237963	0.120558	0.106854
1500031L02Rik	7.2104	8.60662	6.48385	6.17762	7.2104	8.60662	6.48385	6.17762
1500032L24Rik	135.887	131.886	136.216	113.914	135.887	131.886	136.216	113.914
1520402A15Rik	0.474208	0.383359	0.693638	0.430354	0.474208	0.383359	0.693638	0.430354
1600002D24Rik	0.131675	0	0.0256807	0.0265551	0.131675	0	0.0256807	0.0265551
1600002H07Rik	1.00801	1.20725	1.41984	1.35525	1.00801	1.20725	1.41984	1.35525
1600002K03Rik	2.12277	1.84806	1.91076	2.76615	2.12277	1.84806	1.91076	2.76615
1600010M07Rik	0.177321	0.430048	0.311246	0.321844	0.177321	0.430048	0.311246	0.321844
1600012F09Rik	1.87958	2.29732	2.36965	2.40972	1.87958	2.29732	2.36965	2.40972
1600012H06Rik	7.39079	8.80392	7.64329	7.65429	7.39079	8.80392	7.64329	7.65429
1600014C10Rik	3.02096	2.91233	4.49033	4.20826	3.02096	2.91233	4.49033	4.20826
1600014C23Rik	0	0	0	0	0	0	0	0
1600014K23Rik	0	0	0	0	0	0	0	0
1600015I10Rik	0.0317384	0	0.0185699	0	0.0317384	0	0.0185699	0
1600016N20Rik	2.23916	2.47709	2.25248	2.92335	2.23916	2.47709	2.25248	2.92335
1600019K03Rik	0	0	0	0	0	0	0	0
1600020E01Rik	3.34324	5.45673	4.73363	6.89469	3.34324	5.45673	4.73363	6.89469
1600021P15Rik	11.3931	11.0199	9.96221	9.66233	11.3931	11.0199	9.96221	9.66233
1600025M17Rik	0	0	0	0	0	0	0	0
1600027N09Rik	2.93773	2.13743	3.43768	3.06596	2.93773	2.13743	3.43768	3.06596
1600029D21Rik	5.6897	2.282	0.33548	0.800546	5.6897	2.282	0.33548	0.800546
1600029I14Rik	0.110207	0.712749	0.322407	0.200031	0.110207	0.712749	0.322407	0.200031
1600029O15Rik	0.180504	0.109442	0.0264029	0.191113	0.180504	0.109442	0.0264029	0.191113
1700001C02Rik	0	0	0	0	0	0	0	0
1700001C19Rik	0.715359	0.37177	0.269068	0.525545	0.715359	0.37177	0.269068	0.525545
1700001D01Rik	1.82435	2.78581	2.37203	4.16975	1.82435	2.78581	2.37203	4.16975
1700001F09Rik	0	0	0	0	0	0	0	0
1700001G11Rik	0	0	0	0.0779833	0	0	0	0.0779833
1700001G17Rik	0	0	0.248446	0.0642265	0	0	0.248446	0.0642265
1700001J03Rik	0.126857	0.205108	0.296892	0.383752	0.126857	0.205108	0.296892	0.383752
1700001J11Rik	0.159816	0.206717	0.0748056	0.135367	0.159816	0.206717	0.0748056	0.135367
1700001K19Rik	0.678286	1.09668	0.850414	0.703496	0.678286	1.09668	0.850414	0.703496
1700001K23Rik	0.258601	0.627174	0.756527	1.0952	0.258601	0.627174	0.756527	1.0952
1700001L05Rik	1.39584	2.74045	3.10635	1.56836	1.39584	2.74045	3.10635	1.56836
1700001L19Rik	0	0	0.105677	0.0273189	0	0	0.105677	0.0273189
1700001O22Rik	0.0964955	0.0948336	0.0538749	0	0.0964955	0.0948336	0.0538749	0
1700001P01Rik	0	0.140588	0.10175	0.315643	0	0.140588	0.10175	0.315643
1700003C15Rik	0.28871	0	0	0	0.28871	0	0	0
1700003D09Rik	2.44738	4.6495	3.50826	3.07245	2.44738	4.6495	3.50826	3.07245
1700003E16Rik	0.431414	0.317058	0.252417	0.42711	0.431414	0.317058	0.252417	0.42711
1700003F12Rik	0.413239	0	0	0.0833384	0.413239	0	0	0.0833384
1700003F17Rik	0	0	0	0	0	0	0	0
1700003G13Rik	0	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0
1700003M02Rik	0	0	0	0.0289864	0	0	0	0.0289864
1700003M07Rik	0.0814446	0.0329192	0.0714784	0.0246382	0.0814446	0.0329192	0.0714784	0.0246382
1700003P14Rik	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0
1700007B14Rik	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0.0294793	0.030483	0	0	0.0294793	0.030483
1700007G11Rik	0	0	0	0	0	0	0	0
1700007I08Rik	0.111763	0.0903515	0.0326959	0	0.111763	0.0903515	0.0326959	0
1700007J10Rik	1.68077	1.35877	1.31121	1.88851	1.68077	1.35877	1.31121	1.88851
1700007K09Rik	0	0	0	0	0	0	0	0
1700007K13Rik	0	0	0	0	0	0	0	0
1700007L15Rik	0.40249	0.759222	0.470988	0.974049	0.40249	0.759222	0.470988	0.974049
1700007P06Rik	0.35269	0.285122	0	0.213383	0.35269	0.285122	0	0.213383
1700008A04Rik	0	0	0	0	0	0	0	0
1700008F21Rik	0	0.0695596	0	0	0	0.0695596	0	0
1700008I05Rik	0.0460762	0	0	0	0.0460762	0	0	0
1700008J07Rik	1.91636	2.38948	2.18549	2.04373	1.91636	2.38948	2.18549	2.04373
1700008K24Rik	0	0	0	0	0	0	0	0
1700008O03Rik	0	0.166262	0.0601658	0.0622144	0	0.166262	0.0601658	0.0622144
1700008P02Rik	0	0	0	0	0	0	0	0
1700008P20Rik	0	0	0.0623867	0	0	0	0.0623867	0
1700009C05Rik	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0
1700009P17Rik	1.22506	0.707404	1.27996	0.794122	1.22506	0.707404	1.27996	0.794122
1700010B08Rik	0	0	0.061479	0	0	0	0.061479	0
1700010D01Rik	0	0	0	0	0	0	0	0
1700010I02Rik	0	0	0	0	0	0	0	0
1700010I14Rik	0.692171	0.454646	0.354361	0.31408	0.692171	0.454646	0.354361	0.31408
1700010J16Rik	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0
1700010M22Rik	0	0.107859	0.0780629	0	0	0.107859	0.0780629	0
1700011A15Rik	0	0	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0	0	0
1700011E24Rik	0	0	0.0661989	0.205359	0	0	0.0661989	0.205359
1700011F03Rik	0	0	0	0	0	0	0	0
1700011F14Rik	0	0	0	0	0	0	0	0
1700011H14Rik	21.8542	19.7387	15.9614	13.8604	21.8542	19.7387	15.9614	13.8604
1700011I03Rik	0	0.0770479	0.0557222	0.115239	0	0.0770479	0.0557222	0.115239
1700011J10Rik	2.30897	2.73771	1.93638	1.30383	2.30897	2.73771	1.93638	1.30383
1700011L22Rik	0	0	0.109851	0.170387	0	0	0.109851	0.170387
1700011M02Rik	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0
1700012A16Rik	0	0	0.046019	0.142758	0	0	0.046019	0.142758
1700012B07Rik	0	0	0	0	0	0	0	0
1700012B09Rik	0	0	0	0	0	0	0	0
1700012B15Rik	6.09958	3.71515	3.91103	3.23536	6.09958	3.71515	3.91103	3.23536
1700012D01Rik	0.148511	0.120059	0.173785	0.269554	0.148511	0.120059	0.173785	0.269554
1700012D14Rik	0	0.416745	0.301618	0.207925	0	0.416745	0.301618	0.207925
1700012I11Rik	0	0	0	0	0	0	0	0
1700012L04Rik	0.45669	1.10759	0.133603	0.552608	0.45669	1.10759	0.133603	0.552608
1700012P22Rik	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	0
1700013G23Rik	0	0	0	0.136426	0	0	0	0.136426
1700013G24Rik	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0
1700013N18Rik	0.443279	1.52301	0.778077	0.771046	0.443279	1.52301	0.778077	0.771046
1700014N06Rik	0	0	0	0	0	0	0	0
1700015E13Rik	6.30123	4.63094	5.5302	4.59213	6.30123	4.63094	5.5302	4.59213
1700015F17Rik	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	0	0.243534	0	0	0	0.243534
1700016C15Rik	1.06933	1.08059	1.0167	1.05131	1.06933	1.08059	1.0167	1.05131
1700016D06Rik	0	0	0	0	0	0	0	0
1700016G22Rik	0	0	0	0	0	0	0	0
1700016H13Rik	0	0	0	0	0	0	0	0
1700016K19Rik	0.101388	0	0	0.0613409	0.101388	0	0	0.0613409
1700016L04Rik	0	0	0	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0	0	0
1700016M24Rik	0	0	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0	0	0
1700017B05Rik	7.30494	6.81969	8.53024	7.84986	7.30494	6.81969	8.53024	7.84986
1700017D01Rik	0	0	0.0428838	0.088688	0	0	0.0428838	0.088688
1700017G19Rik	0.0323788	0.0261756	0.0189446	0	0.0323788	0.0261756	0.0189446	0
1700017J07Rik	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	0
1700018A04Rik	0.285853	0.115544	0.250875	0.432362	0.285853	0.115544	0.250875	0.432362
1700018B08Rik	0	0	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0
1700018C11Rik	0	0.252586	0.0914043	0	0	0.252586	0.0914043	0
1700018F24Rik	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0
1700018L02Rik	1.94747	3.37366	3.41836	2.01986	1.94747	3.37366	3.41836	2.01986
1700018L24Rik	0.255059	0	0.0746163	0.077157	0.255059	0	0.0746163	0.077157
1700019A02Rik	0	0	0	0	0	0	0	0
1700019B03Rik	0.0514246	0	0	0.0311126	0.0514246	0	0	0.0311126
1700019B21Rik	0	0	0	0	0	0	0	0
1700019D03Rik	6.92971	8.5899	3.98694	3.28418	6.92971	8.5899	3.98694	3.28418
1700019E08Rik	0	0	0	0	0	0	0	0
1700019E19Rik	17.2037	14.4627	13.2333	11.7598	17.2037	14.4627	13.2333	11.7598
1700019G17Rik	22.0508	40.387	23.0659	23.4314	22.0508	40.387	23.0659	23.4314
1700019G24Rik	0	0	0	0	0	0	0	0
1700019L03Rik	0.886501	1.39351	0.979738	1.28127	0.886501	1.39351	0.979738	1.28127
1700019M22Rik	0	0	0	0	0	0	0	0
1700019N12Rik	0.252384	0.408064	0.147668	0	0.252384	0.408064	0.147668	0
1700019N19Rik	0	0.163468	0	0	0	0.163468	0	0
1700019O17Rik	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0.276301	0	0	0	0.276301
1700020D05Rik	0.356498	0.7205	0.26073	0.269608	0.356498	0.7205	0.26073	0.269608
1700020G17Rik	0	0	0	0	0	0	0	0
1700020I14Rik	31.0379	30.5655	31.752	30.0152	31.0379	30.5655	31.752	30.0152
1700020L24Rik	1.59974	0.889117	0.233999	0.423441	1.59974	0.889117	0.233999	0.423441
1700020M21Rik	0	0	0	0	0	0	0	0
1700020N01Rik	0	0.0684993	0.198305	0.0512642	0	0.0684993	0.198305	0.0512642
1700020N15Rik	0	0	0	0	0	0	0	0
1700020N18Rik	0	0	0	0	0	0	0	0
1700020O03Rik	5.19663	4.68882	5.23833	4.19204	5.19663	4.68882	5.23833	4.19204
1700021C14Rik	0.795751	1.50103	0.775979	1.28384	0.795751	1.50103	0.775979	1.28384
1700021F05Rik	13.6202	13.2977	12.1988	9.8885	13.6202	13.2977	12.1988	9.8885
1700021F07Rik	0	0	0	0	0	0	0	0
1700021K19Rik	6.2007	5.51365	6.1601	6.13497	6.2007	5.51365	6.1601	6.13497
1700021N21Rik	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0
1700022I11Rik	0.041062	0.0331953	0.120125	0.223588	0.041062	0.0331953	0.120125	0.223588
1700022P22Rik	0	0.266265	0	0.199271	0	0.266265	0	0.199271
1700023A16Rik	0	0	0	0	0	0	0	0
1700023C21Rik	0	0	0	0	0	0	0	0
1700023E05Rik	0.239076	0.0386547	0.0559526	0.0867866	0.239076	0.0386547	0.0559526	0.0867866
1700023F02Rik	0	0	0	0	0	0	0	0
1700023F06Rik	0	0	0.0460056	0.0475726	0	0	0.0460056	0.0475726
1700023L04Rik	0.160597	0	0	0.0972516	0.160597	0	0	0.0972516
1700024B18Rik	0	0	0	0	0	0	0	0
1700024F13Rik	0	0	0	0.0949272	0	0	0	0.0949272
1700024G13Rik	0	0	0	0	0	0	0	0
1700024P03Rik	0.0936314	0.0756934	0.109566	0.169945	0.0936314	0.0756934	0.109566	0.169945
1700024P04Rik	0	0	0	0	0	0	0	0
1700024P16Rik	5.20519	6.06267	3.00221	3.56712	5.20519	6.06267	3.00221	3.56712
1700025B11Rik	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0
1700025E21Rik	0	0	0.0373492	0	0	0	0.0373492	0
1700025F22Rik	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0.0616584	0	0	0	0.0616584	0
1700025G04Rik	2.78403	3.24756	2.67354	2.74169	2.78403	3.24756	2.67354	2.74169
1700025K23Rik	0	0	0.0810581	0.167636	0	0	0.0810581	0.167636
1700025K24Rik	0	0	0	0	0	0	0	0
1700025M24Rik	0	0	0	0	0	0	0	0
1700025N23Rik	0.104166	0.42105	0.426628	0.441154	0.104166	0.42105	0.426628	0.441154
1700026D08Rik	0	0	0	0	0	0	0	0
1700026D11Rik	0	0	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0
1700026J04Rik	0.495457	0.267024	0.309214	0.119903	0.495457	0.267024	0.309214	0.119903
1700026L06Rik	0	0.126293	0.0914043	0	0	0.126293	0.0914043	0
1700027A15Rik	0	0	0	0	0	0	0	0
1700027A23Rik	0	0.0781245	0	0.233871	0	0.0781245	0	0.233871
1700027D21Rik	0.19304	0.0520191	0.414136	0.194653	0.19304	0.0520191	0.414136	0.194653
1700027F09Rik	1.81425	0.838098	2.19882	1.33285	1.81425	0.838098	2.19882	1.33285
1700027H10Rik	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0
1700027J07Rik	0.169664	0	0.0496345	0.102649	0.169664	0	0.0496345	0.102649
1700028B04Rik	0	0	0	0	0	0	0	0
1700028D13Rik	0	0	0	0	0	0	0	0
1700028E10Rik	0.0776795	0.171188	0.241931	0.256231	0.0776795	0.171188	0.241931	0.256231
1700028I16Rik	0	0	0	0	0	0	0	0
1700028J19Rik	0.221456	0.596764	0.129572	0.133984	0.221456	0.596764	0.129572	0.133984
1700028K03Rik	0.0250109	0.121318	0.159873	0.105924	0.0250109	0.121318	0.159873	0.105924
1700028M03Rik	0	0	0	0	0	0	0	0
1700028P14Rik	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0
1700029B22Rik	0	0	0	0	0	0	0	0
1700029F09Rik	1.02551	1.60282	1.24004	1.81998	1.02551	1.60282	1.24004	1.81998
1700029F12Rik	0	0	0	0	0	0	0	0
1700029G01Rik	4.54285	4.76782	3.04836	2.77284	4.54285	4.76782	3.04836	2.77284
