tracking_id	q5_FPKM	q6_FPKM	q7_FPKM	q8_FPKM	q5_FPKMr	q6_FPKMr	q7_FPKMr	q8_FPKMr
0610031O16Rik	0	0	0	0	0	0	0	0
0610037L13Rik	11.6635	14.5783	9.02824	8.91677	11.6635	14.5783	9.02824	8.91677
0610037P05Rik	18.4893	23.5279	23.3021	15.521	18.4893	23.5279	23.3021	15.521
0610038B21Rik	0.0419422	0	0.0520921	0	0.0419422	0	0.0520921	0
0610038L08Rik	0.241658	0.351568	0.660304	0.106535	0.241658	0.351568	0.660304	0.106535
0610039K10Rik	0	0	0.27639	0.163509	0	0	0.27639	0.163509
0610040B10Rik	1.89374	3.78817	1.47001	1.56535	1.89374	3.78817	1.47001	1.56535
0610040F04Rik	0.32307	0.417419	1.04007	0.316225	0.32307	0.417419	1.04007	0.316225
0610040J01Rik	28.6776	37.7128	44.728	33.1428	28.6776	37.7128	44.728	33.1428
0610043K17Rik	0.13425	0.195308	0.333475	0	0.13425	0.195308	0.333475	0
0910001L09Rik	42.5026	81.4859	56.9825	42.0319	42.5026	81.4859	56.9825	42.0319
100043387	0.273251	0.340739	0.145447	0.387202	0.273251	0.340739	0.145447	0.387202
1100001G20Rik	1.19382	0.694717	2.37236	0.526298	1.19382	0.694717	2.37236	0.526298
1110001A16Rik	8.36245	8.25618	5.93051	4.08026	8.36245	8.25618	5.93051	4.08026
1110001J03Rik	50.9125	92.9284	52.6943	44.6819	50.9125	92.9284	52.6943	44.6819
1110002B05Rik	76.1077	88.2169	83.5548	71.7245	76.1077	88.2169	83.5548	71.7245
1110002L01Rik	1.05298	0.701034	0.797977	1.19986	1.05298	0.701034	0.797977	1.19986
1110002N22Rik	2.65749	1.56133	1.6503	2.08402	2.65749	1.56133	1.6503	2.08402
1110003E01Rik	31.3488	42.0985	37.7298	27.3551	31.3488	42.0985	37.7298	27.3551
1110004E09Rik	8.71767	6.71926	7.027	6.10839	8.71767	6.71926	7.027	6.10839
1110004F10Rik	25.7238	24.029	23.387	24.4246	25.7238	24.029	23.387	24.4246
1110005A03Rik	14.8591	15.5374	10.3809	10.1623	14.8591	15.5374	10.3809	10.1623
1110006O24Rik	0.983674	1.00175	1.22172	1.6262	0.983674	1.00175	1.22172	1.6262
1110007C09Rik	47.8828	79.4777	99.3084	58.0706	47.8828	79.4777	99.3084	58.0706
1110008F13Rik	14.5998	19.0493	15.6935	12.9159	14.5998	19.0493	15.6935	12.9159
1110008J03Rik	2.50892	2.41372	2.4627	2.18536	2.50892	2.41372	2.4627	2.18536
1110008L16Rik	2.18148	2.23535	1.20155	1.44256	2.18148	2.23535	1.20155	1.44256
1110008P14Rik	30.0419	43.7054	30.0019	28.7854	30.0419	43.7054	30.0019	28.7854
1110012J17Rik	0.133797	0.045791	0.0586412	0.078059	0.133797	0.045791	0.0586412	0.078059
1110012L19Rik	8.11635	10.5798	11.2901	9.66087	8.11635	10.5798	11.2901	9.66087
1110014N23Rik	8.88119	14.2457	13.4345	15.1843	8.88119	14.2457	13.4345	15.1843
1110015O18Rik	0	0	0	0	0	0	0	0
1110017D15Rik	0	0	0.491129	0.435818	0	0	0.491129	0.435818
1110017F19Rik	39.6676	43.2818	45.0722	26.6114	39.6676	43.2818	45.0722	26.6114
1110018G07Rik	9.90816	6.94602	7.88469	10.5941	9.90816	6.94602	7.88469	10.5941
1110018J18Rik	4.90575	3.0437	4.65929	3.89604	4.90575	3.0437	4.65929	3.89604
1110019D14Rik	1.88119	0.870795	1.43372	1.31938	1.88119	0.870795	1.43372	1.31938
1110020A21Rik	1.53771	2.60994	1.59153	0.847378	1.53771	2.60994	1.59153	0.847378
1110020G09Rik	2.37287	1.3698	1.5268	1.82941	2.37287	1.3698	1.5268	1.82941
1110021J02Rik	4.4424	5.31582	4.13397	3.65484	4.4424	5.31582	4.13397	3.65484
1110021L09Rik	19.8554	13.7712	12.3562	14.6427	19.8554	13.7712	12.3562	14.6427
1110028C15Rik	1.36517	1.47139	1.35642	1.3952	1.36517	1.47139	1.35642	1.3952
1110028F11Rik	0.088391	0	0.0548906	0.121773	0.088391	0	0.0548906	0.121773
1110028F18Rik	0.146017	0.141619	0	0.268216	0.146017	0.141619	0	0.268216
1110031I02Rik	11.401	16.8189	15.8804	10.98	11.401	16.8189	15.8804	10.98
1110032A03Rik	12.1259	15.3976	15.1039	12.7849	12.1259	15.3976	15.1039	12.7849
1110032A04Rik	1.39152	0.778606	1.06307	1.04092	1.39152	0.778606	1.06307	1.04092
1110032F04Rik	0.0232813	0.23709	0.0289153	0	0.0232813	0.23709	0.0289153	0
1110034A24Rik	1.06678	0.759472	0.817512	0.950585	1.06678	0.759472	0.817512	0.950585
1110034B05Rik	2.88297	2.50296	2.52944	2.04994	2.88297	2.50296	2.52944	2.04994
1110034G24Rik	4.0174	2.85876	3.09138	2.93575	4.0174	2.85876	3.09138	2.93575
1110035M17Rik	0.167181	0.486434	0.207638	0	0.167181	0.486434	0.207638	0
1110036E04Rik	0	0.281695	0	0	0	0.281695	0	0
1110037F02Rik	3.47617	2.42977	3.02713	3.54934	3.47617	2.42977	3.02713	3.54934
1110038B12Rik	75.4442	121.606	64.8296	55.5153	75.4442	121.606	64.8296	55.5153
1110038D17Rik	64.5333	71.5123	74.494	59.8477	64.5333	71.5123	74.494	59.8477
1110038F14Rik	31.7789	34.7879	27.6828	29.2444	31.7789	34.7879	27.6828	29.2444
1110046J04Rik	3.19499	3.80295	3.36701	1.06702	3.19499	3.80295	3.36701	1.06702
1110049F12Rik	20.9422	29.4414	19.0054	22.8981	20.9422	29.4414	19.0054	22.8981
1110050K14Rik	2.46404	2.73473	4.38541	4.50747	2.46404	2.73473	4.38541	4.50747
1110051M20Rik	0.404953	0.543815	0.386885	0.652299	0.404953	0.543815	0.386885	0.652299
1110054M08Rik	12.1123	21.0957	20.3403	14.1011	12.1123	21.0957	20.3403	14.1011
1110054O05Rik	3.04532	2.80234	2.32405	2.54757	3.04532	2.80234	2.32405	2.54757
1110057K04Rik	16.7113	13.4566	12.1411	16.0677	16.7113	13.4566	12.1411	16.0677
1110058L19Rik	14.2747	17.4513	14.0045	9.51886	14.2747	17.4513	14.0045	9.51886
1110059E24Rik	51.9405	38.8013	30.2057	47.9783	51.9405	38.8013	30.2057	47.9783
1110059G10Rik	4.21797	4.99057	3.15192	4.20508	4.21797	4.99057	3.15192	4.20508
1110059M19Rik	0	0	0	0	0	0	0	0
1110065P20Rik	11.9317	16.3458	13.7076	9.86265	11.9317	16.3458	13.7076	9.86265
1110067D22Rik	11.0789	13.4003	27.06	14.0561	11.0789	13.4003	27.06	14.0561
1190002F15Rik	5.88521	6.63547	0.913657	1.62156	5.88521	6.63547	0.913657	1.62156
1190002H23Rik	2.96628	3.0662	5.04141	5.16192	2.96628	3.0662	5.04141	5.16192
1190002N15Rik	2.34493	2.1241	2.50942	1.39786	2.34493	2.1241	2.50942	1.39786
1190003J15Rik	30.6556	66.7258	67.069	26.8991	30.6556	66.7258	67.069	26.8991
1190003K10Rik	0	0	0	0	0	0	0	0
1190005F20Rik	18.7968	24.9608	20.6679	20.7412	18.7968	24.9608	20.6679	20.7412
1190005I06Rik	1.15182	1.37102	0.520204	0.115405	1.15182	1.37102	0.520204	0.115405
1190007F08Rik	4.90671	7.06153	5.09696	5.60077	4.90671	7.06153	5.09696	5.60077
1190007I07Rik	7.63297	11.0386	9.33719	6.41756	7.63297	11.0386	9.33719	6.41756
1200009I06Rik	91.5199	121.761	118.64	99.9258	91.5199	121.761	118.64	99.9258
1200011I18Rik	3.4337	3.60098	3.21811	3.55221	3.4337	3.60098	3.21811	3.55221
1200011M11Rik	3.79117	3.25066	3.63952	5.38947	3.79117	3.25066	3.63952	5.38947
1200014J11Rik	2.55258	3.07919	2.54977	3.14365	2.55258	3.07919	2.54977	3.14365
1200016B10Rik	5.13576	6.77547	5.56641	4.86923	5.13576	6.77547	5.56641	4.86923
1300001I01Rik	12.1633	7.84225	6.33849	10.6634	12.1633	7.84225	6.33849	10.6634
1300002E11Rik	14.6229	27.5203	19.4932	23.5668	14.6229	27.5203	19.4932	23.5668
1300002K09Rik	1.13683	1.06321	0.948019	1.28873	1.13683	1.06321	0.948019	1.28873
1300010F03Rik	10.1454	10.0423	8.33551	8.95	10.1454	10.0423	8.33551	8.95
1300014I06Rik	35.2404	38.7768	29.8927	30.655	35.2404	38.7768	29.8927	30.655
1300015D01Rik	0.0337726	0	0.104863	0	0.0337726	0	0.104863	0
1300017J02Rik	0	0.116496	0	0.0294181	0	0.116496	0	0.0294181
1300018I17Rik	6.09521	8.77374	9.64938	9.05943	6.09521	8.77374	9.64938	9.05943
1300018J18Rik	3.64065	4.47589	4.3943	5.36878	3.64065	4.47589	4.3943	5.36878
1500001M20Rik	5.81279	7.03316	3.35955	4.4401	5.81279	7.03316	3.35955	4.4401
1500002O10Rik	0	0	0.100503	0	0	0	0.100503	0
1500002O20Rik	6.89648	10.1521	8.46383	6.72956	6.89648	10.1521	8.46383	6.72956
1500003O03Rik	98.0279	103.116	170.088	120.783	98.0279	103.116	170.088	120.783
1500004A13Rik	0.387152	0.305085	0.520911	0.533363	0.387152	0.305085	0.520911	0.533363
1500009C09Rik	0.0824766	0.120531	0.0514238	0.182682	0.0824766	0.120531	0.0514238	0.182682
1500009L16Rik	7.32552	3.41684	2.15303	6.53288	7.32552	3.41684	2.15303	6.53288
1500010J02Rik	1.90348	1.2989	0.797015	1.414	1.90348	1.2989	0.797015	1.414
1500011B03Rik	5.35644	4.36261	7.12827	6.49706	5.35644	4.36261	7.12827	6.49706
1500011H22Rik	3.55605	2.37976	2.03163	1.41092	3.55605	2.37976	2.03163	1.41092
1500011K16Rik	25.0345	28.5782	20.0855	23.1605	25.0345	28.5782	20.0855	23.1605
1500012F01Rik	34.2945	40.0649	20.3933	16.035	34.2945	40.0649	20.3933	16.035
1500012K07Rik	0.136575	0	0	0	0.136575	0	0	0
1500015A07Rik	1.33248	0.92079	1.03433	1.24827	1.33248	0.92079	1.03433	1.24827
1500015L24Rik	0	0	0	0	0	0	0	0
1500015O10Rik	0.324157	0	0	0	0.324157	0	0	0
1500016L03Rik	0	0	0	0.145832	0	0	0	0.145832
1500017E21Rik	0.202363	0.163556	0.251334	0.0743432	0.202363	0.163556	0.251334	0.0743432
1500031L02Rik	15.0369	14.7811	9.86561	13.0708	15.0369	14.7811	9.86561	13.0708
1500032L24Rik	390.744	763.609	559.811	420.193	390.744	763.609	559.811	420.193
1520402A15Rik	0.271452	0.131638	0.337143	0.099725	0.271452	0.131638	0.337143	0.099725
1600002D24Rik	0	0.0487569	0	0.0369368	0	0.0487569	0	0.0369368
1600002H07Rik	1.19749	1.45178	0.885288	1.13125	1.19749	1.45178	0.885288	1.13125
1600002K03Rik	11.0606	11.3903	7.71754	8.62966	11.0606	11.3903	7.71754	8.62966
1600010M07Rik	0.404717	0.196263	0.335105	0.594733	0.404717	0.196263	0.335105	0.594733
1600012F09Rik	2.85494	1.84043	2.22941	2.29865	2.85494	1.84043	2.22941	2.29865
1600012H06Rik	12.1656	9.71418	11.272	11.1606	12.1656	9.71418	11.272	11.1606
1600014C10Rik	10.1936	9.80886	15.2928	8.19159	10.1936	9.80886	15.2928	8.19159
1600014C23Rik	0	0	0	0	0	0	0	0
1600014K23Rik	0	0	0	0	0	0	0	0
1600015I10Rik	0.0242423	0	0.0602177	0	0.0242423	0	0.0602177	0
1600016N20Rik	5.09986	7.24479	8.79312	6.44727	5.09986	7.24479	8.79312	6.44727
1600019K03Rik	0	0	0	0	0	0	0	0
1600020E01Rik	10.8213	12.1683	10.5445	8.89489	10.8213	12.1683	10.5445	8.89489
1600021P15Rik	12.2967	12.9699	12.6237	12.2397	12.2967	12.9699	12.6237	12.2397
1600025M17Rik	0	0	0	0	0	0	0	0
1600027N09Rik	3.02581	3.0977	2.99252	3.64361	3.02581	3.0977	2.99252	3.64361
1600029D21Rik	36.0688	10.6809	6.69241	85.8518	36.0688	10.6809	6.69241	85.8518
1600029I14Rik	0.251996	0.122203	0	0.0925773	0.251996	0.122203	0	0.0925773
1600029O15Rik	0.137822	0	0	0.075949	0.137822	0	0	0.075949
1700001C02Rik	0	0	0	0	0	0	0	0
1700001C19Rik	0.0390082	0.0708678	0.048448	0.0859835	0.0390082	0.0708678	0.048448	0.0859835
1700001D01Rik	0	0	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0
1700001G11Rik	0.0981925	0.142852	0	0.108221	0.0981925	0.142852	0	0.108221
1700001G17Rik	0	0	0	0	0	0	0	0
1700001J03Rik	0.193291	0.562405	0	0.106515	0.193291	0.562405	0	0.106515
1700001J11Rik	0	0	0	0.0269071	0	0	0	0.0269071
1700001K19Rik	0.295525	0.214967	0	0.24428	0.295525	0.214967	0	0.24428
1700001K23Rik	0	0	0	0	0	0	0	0
1700001L05Rik	0.590506	0.651236	1.04096	0.545843	0.590506	0.651236	1.04096	0.545843
1700001L19Rik	0.0344769	0.100315	0.0856404	0.037998	0.0344769	0.100315	0.0856404	0.037998
1700001O22Rik	0.146589	0.214093	0.182087	0.0810868	0.146589	0.214093	0.182087	0.0810868
1700001P01Rik	0.132319	0.384999	0	0	0.132319	0.384999	0	0
1700003C15Rik	0	0	0	0	0	0	0	0
1700003D09Rik	0.513659	0.339672	0.405976	0.874909	0.513659	0.339672	0.405976	0.874909
1700003E16Rik	0.329454	0.305006	0.185991	0.165046	0.329454	0.305006	0.185991	0.165046
1700003F12Rik	0	0	0.260596	0	0	0	0.260596	0
1700003F17Rik	0	0.874843	0.186716	0.165689	0	0.874843	0.186716	0.165689
1700003G13Rik	0	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0
1700003M02Rik	0	0	0	0	0	0	0	0
1700003M07Rik	0.0310953	0	0	0.034271	0.0310953	0	0	0.034271
1700003P14Rik	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0
1700007B14Rik	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0	0	0
1700007G11Rik	0	0	0	0	0	0	0	0
1700007I08Rik	0	0	0	0	0	0	0	0
1700007J10Rik	0.976849	0.444105	0.682449	0.874747	0.976849	0.444105	0.682449	0.874747
1700007K09Rik	0	0.171166	0	0	0	0.171166	0	0
1700007K13Rik	0	0.26896	0	0	0	0.26896	0	0
1700007L15Rik	1.73725	1.9327	1.01537	1.23891	1.73725	1.9327	1.01537	1.23891
1700007P06Rik	0	0	0	0	0	0	0	0
1700008A04Rik	0	0	0	0	0	0	0	0
1700008F21Rik	0	0	0	0	0	0	0	0
1700008I05Rik	0.03518	0	0	0	0.03518	0	0	0
1700008J07Rik	1.1164	1.26323	1.10925	0.929644	1.1164	1.26323	1.10925	0.929644
1700008K24Rik	0	0	0	0	0	0	0	0
1700008O03Rik	0.0783925	0.114047	0.0973632	0	0.0783925	0.114047	0.0973632	0
1700008P02Rik	0	0	0	0	0	0	0	0
1700008P20Rik	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0
1700009P17Rik	1.06778	1.84469	0.994632	1.10328	1.06778	1.84469	0.994632	1.10328
1700010B08Rik	0.0800987	0	0	0	0.0800987	0	0	0
1700010D01Rik	0	0	0	0	0	0	0	0
1700010I02Rik	0	0	0.299132	0	0	0	0.299132	0
1700010I14Rik	0.330328	0.480567	0.24616	0.291251	0.330328	0.480567	0.24616	0.291251
1700010J16Rik	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0
1700010M22Rik	0	0	0	0	0	0	0	0
1700011A15Rik	0	0	0.0984839	0	0	0	0.0984839	0
1700011B04Rik	0	0	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0	0	0
1700011F03Rik	0	0	0	0	0	0	0	0
1700011F14Rik	0	0	0	0	0	0	0	0
1700011H14Rik	20.6398	46.8389	48.1986	45.6854	20.6398	46.8389	48.1986	45.6854
1700011I03Rik	0	0	0	0	0	0	0	0
1700011J10Rik	3.87522	4.86894	5.76102	3.04146	3.87522	4.86894	5.76102	3.04146
1700011L22Rik	0.071582	0	0.177809	0.0788925	0.071582	0	0.177809	0.0788925
1700011M02Rik	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0
1700012A16Rik	0	0	0	0	0	0	0	0
1700012B07Rik	0	0.219371	0	0	0	0.219371	0	0
1700012B09Rik	0	0	0	0	0	0	0	0
1700012B15Rik	4.84359	7.9737	5.30333	5.97041	4.84359	7.9737	5.30333	5.97041
1700012D01Rik	0.339228	0.164505	0.28088	0.62312	0.339228	0.164505	0.28088	0.62312
1700012D14Rik	0.392256	0	0.162393	0	0.392256	0	0.162393	0
1700012I11Rik	0	0	0	0	0	0	0	0
1700012L04Rik	0.867427	1.26195	0.215468	0.764812	0.867427	1.26195	0.215468	0.764812
1700012P22Rik	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	0
1700013G23Rik	0.171332	0.249256	0.425587	0	0.171332	0.249256	0.425587	0
1700013G24Rik	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0.0598133	0	0	0	0.0598133
1700013N18Rik	0	0	0	0	0	0	0	0
1700014N06Rik	0	0	0	0	0	0	0	0
1700015E13Rik	0.21811	0	0	0	0.21811	0	0	0
1700015F17Rik	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0
1700016C15Rik	7.53427	10.6647	6.1962	4.15186	7.53427	10.6647	6.1962	4.15186
1700016D06Rik	0.209068	0	0.0649153	0.172814	0.209068	0	0.0649153	0.172814
1700016G22Rik	0.28588	0	0	0.315076	0.28588	0	0	0.315076
1700016H13Rik	0	0	0	0	0	0	0	0
1700016K19Rik	0.15459	0.337349	0.096	0	0.15459	0.337349	0.096	0
1700016L04Rik	0	0	0	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0	0	0
1700016M24Rik	0	0	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0	0	0
1700017B05Rik	5.0099	4.58716	10.1964	7.90264	5.0099	4.58716	10.1964	7.90264
1700017D01Rik	0.05592	0	0	0	0.05592	0	0	0
1700017G19Rik	0	0	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	0
1700018A04Rik	0	0	0	0.119956	0	0	0	0.119956
1700018B08Rik	0.0632205	0	0	0	0.0632205	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0
1700018L02Rik	3.34346	2.16183	3.95483	5.49813	3.34346	2.16183	3.95483	5.49813
1700018L24Rik	0.0971556	0.282687	0	0	0.0971556	0.282687	0	0
1700019A02Rik	0	0	0	0	0	0	0	0
1700019B03Rik	0	0.0571129	0	0	0	0.0571129	0	0
1700019B21Rik	0	0	0	0	0	0	0	0
1700019D03Rik	1.23223	2.43291	3.82606	1.26107	1.23223	2.43291	3.82606	1.26107
1700019E08Rik	0	0	0	0	0	0	0	0
1700019E19Rik	19.4341	45.0768	35.5556	25.9653	19.4341	45.0768	35.5556	25.9653
1700019G17Rik	39.7677	55.4471	38.7263	36.1379	39.7677	55.4471	38.7263	36.1379
1700019G24Rik	0	0	0	0	0	0	0	0
1700019L03Rik	3.94801	5.30601	7.09827	2.98368	3.94801	5.30601	7.09827	2.98368
1700019M22Rik	0	0	0	0	0	0	0	0
1700019N12Rik	0	0.139867	0.238812	0	0	0.139867	0.238812	0
1700019N19Rik	0	0	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	0
1700020D05Rik	0.135937	0	0	0.0749101	0.135937	0	0	0.0749101
1700020G17Rik	0	0	0	0	0	0	0	0
1700020I14Rik	19.0344	22.9341	24.6779	20.9953	19.0344	22.9341	24.6779	20.9953
1700020L24Rik	1.82946	2.32884	0.189349	3.02445	1.82946	2.32884	0.189349	3.02445
1700020M21Rik	0	0	0	0	0	0	0	0
1700020N01Rik	0.19388	0	0.160532	0.142454	0.19388	0	0.160532	0.142454
1700020N15Rik	0	0	0	0	0	0	0	0
1700020N18Rik	0	0	0	0	0	0	0	0
1700020O03Rik	3.13781	1.94713	3.10294	3.16325	3.13781	1.94713	3.10294	3.16325
1700021C14Rik	1.61058	2.05021	1.00017	1.10942	1.61058	2.05021	1.00017	1.10942
1700021F05Rik	17.1714	28.8155	15.6727	13.9077	17.1714	28.8155	15.6727	13.9077
1700021F07Rik	0	0	0	0	0	0	0	0
1700021K19Rik	4.46738	3.94369	5.62927	4.7563	4.46738	3.94369	5.62927	4.7563
1700021N21Rik	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0
1700022I11Rik	0.0156867	0	0	0.0172887	0.0156867	0	0	0.0172887
1700022P22Rik	0.499106	0	0.929832	0.275039	0.499106	0	0.929832	0.275039
1700023A16Rik	0	0	0	0	0	0	0	0
1700023C21Rik	0	0	0	0	0	0	0	0
1700023E05Rik	0.18253	0.0531095	0	0	0.18253	0.0531095	0	0
1700023F02Rik	0	0	0	0	0	0	0	0
1700023F06Rik	0.0599845	0	0	0.066111	0.0599845	0	0	0.066111
1700023L04Rik	0	0	0	0	0	0	0	0
1700024B18Rik	0	0	0	0	0	0	0	0
1700024F13Rik	0	0.173758	0.29668	0	0	0.173758	0.29668	0
1700024G13Rik	0	0	0	0	0	0	0	0
1700024P03Rik	0	0	0	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	0	0	0
1700024P16Rik	3.27926	2.85146	4.18986	3.82187	3.27926	2.85146	4.18986	3.82187
1700025B11Rik	0	0	0.198616	0	0	0	0.198616	0
1700025C18Rik	0	0	0	0	0	0	0	0
1700025E21Rik	0	0	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0
1700025G04Rik	2.47482	2.87696	2.30529	2.50452	2.47482	2.87696	2.30529	2.50452
1700025K23Rik	0	0.307	0	0.348862	0	0.307	0	0.348862
1700025K24Rik	0	0	0	0	0	0	0	0
1700025M24Rik	0	0	0	0	0	0	0	0
1700025N23Rik	0.635259	0.693138	0.295871	0.525102	0.635259	0.693138	0.295871	0.525102
1700026D08Rik	0	0	0.0630643	0	0	0	0.0630643	0
1700026D11Rik	0	0	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0
1700026J04Rik	0.176598	0.220215	0.0940003	0.0278048	0.176598	0.220215	0.0940003	0.0278048
1700026L06Rik	0.237844	0.17301	0	0.262134	0.237844	0.17301	0	0.262134
1700027A15Rik	0	0	0	0	0	0	0	0
1700027A23Rik	0.073684	0	0	0	0.073684	0	0	0
1700027D21Rik	0	0.0714393	1.0978	0.432963	0	0.0714393	1.0978	0.432963
1700027F09Rik	0	0.143618	0.122609	0	0	0.143618	0.122609	0
1700027H10Rik	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0
1700027J07Rik	0	0	0.0803602	0	0	0	0.0803602	0
1700028B04Rik	0	0	0	0	0	0	0	0
1700028D13Rik	0	0	0	0	0	0	0	0
1700028E10Rik	0.0889821	0.105646	0.073677	0.0800341	0.0889821	0.105646	0.073677	0.0800341
1700028I16Rik	0	0	0.0807387	0	0	0	0.0807387	0
1700028J19Rik	0.563194	0.245803	0.489639	0.124142	0.563194	0.245803	0.489639	0.124142
1700028K03Rik	0.0573217	0	0	0.197311	0.0573217	0	0	0.197311
1700028M03Rik	0	0	0	0	0	0	0	0
1700028P14Rik	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0
1700029B22Rik	0	0	0	0	0	0	0	0
1700029F09Rik	3.44309	3.79475	2.33253	2.8173	3.44309	3.79475	2.33253	2.8173
1700029F12Rik	0	0.261579	0	0	0	0.261579	0	0
1700029G01Rik	5.00062	11.3959	9.17404	5.08863	5.00062	11.3959	9.17404	5.08863
1700029H14Rik	0	0	0	0	0	0	0	0
1700029I01Rik	0.240615	0.202661	0.173014	0.376847	0.240615	0.202661	0.173014	0.376847
1700029I15Rik	3.50115	10.6964	4.34841	4.24458	3.50115	10.6964	4.34841	4.24458
1700029J03Rik	0	0	0	0	0	0	0	0
1700029J07Rik	0.152547	0.0634079	0.189463	0.12009	0.152547	0.0634079	0.189463	0.12009
1700029J11Rik	0.374515	0.181617	0.310098	0.275176	0.374515	0.181617	0.310098	0.275176
1700029M20Rik	0	0	0	0.0231548	0	0	0	0.0231548
1700029N11Rik	0	0	0	0	0	0	0	0
1700029P11Rik	0	0	0	0	0	0	0	0
1700030A11Rik	1.8639	0.117897	0.603903	1.51837	1.8639	0.117897	0.603903	1.51837
1700030C10Rik	1.38266	2.48792	1.80764	1.56397	1.38266	2.48792	1.80764	1.56397
