tracking_id	q27_FPKM	q28_FPKM	q29_FPKM	q30_FPKM	q31_FPKM	q32_FPKM	q27_FPKMr	q28_FPKMr	q29_FPKMr	q30_FPKMr	q31_FPKMr	q32_FPKMr
1110005A03Rik	11.3011	10.8612	8.2193	8.24519	7.6765	9.88418	11.3011	10.8612	8.2193	8.24519	7.6765	9.88418
1110006O24Rik	0.936406	0.764997	1.37648	0.766802	1.13433	1.34942	0.936406	0.764997	1.37648	0.766802	1.13433	1.34942
1110007C09Rik	54.6664	56.4589	71.189	84.1223	73.5987	67.9238	54.6664	56.4589	71.189	84.1223	73.5987	67.9238
1110008F13Rik	13.8652	12.6528	11.7092	9.39046	11.1325	8.58967	13.8652	12.6528	11.7092	9.39046	11.1325	8.58967
1110008J03Rik	2.00304	1.61897	1.61803	1.73146	1.91464	1.65639	2.00304	1.61897	1.61803	1.73146	1.91464	1.65639
1110008L16Rik	1.25999	1.49518	1.52791	1.37571	1.05243	1.21992	1.25999	1.49518	1.52791	1.37571	1.05243	1.21992
1110008P14Rik	25.8059	28.0095	25.8706	28.3877	21.4791	22.599	25.8059	28.0095	25.8706	28.3877	21.4791	22.599
1110012J17Rik	0.107197	0.0880626	0.0523387	0.0688448	0.105764	0.0577246	0.107197	0.0880626	0.0523387	0.0688448	0.105764	0.0577246
1110012L19Rik	11.322	11.5727	9.49491	9.37015	7.97762	9.93936	11.322	11.5727	9.49491	9.37015	7.97762	9.93936
1110014N23Rik	11.2213	10.4227	13.7414	11.4363	11.6716	12.3595	11.2213	10.4227	13.7414	11.4363	11.6716	12.3595
1110015O18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110017D15Rik	0.0959552	0.0672364	0	0	0.173138	0.0976078	0.0959552	0.0672364	0	0	0.173138	0.0976078
1110017F19Rik	31.1596	24.1617	23.6704	26.4054	29.9195	30.0678	31.1596	24.1617	23.6704	26.4054	29.9195	30.0678
1110018G07Rik	13.1318	12.8518	11.6065	10.1898	12.2901	12.0153	13.1318	12.8518	11.6065	10.1898	12.2901	12.0153
1110018J18Rik	5.16563	4.61826	3.27552	3.25868	3.65821	4.02853	5.16563	4.61826	3.27552	3.25868	3.65821	4.02853
1110019D14Rik	1.70625	1.19275	1.09767	1.11777	1.25922	1.11081	1.70625	1.19275	1.09767	1.11777	1.25922	1.11081
1110020A21Rik	1.98306	1.90016	1.69005	1.55607	1.59362	1.51877	1.98306	1.90016	1.69005	1.55607	1.59362	1.51877
1110020G09Rik	2.19409	3.83371	2.77083	2.4817	1.54847	1.7804	2.19409	3.83371	2.77083	2.4817	1.54847	1.7804
1110021J02Rik	4.11901	3.61833	3.59633	3.408	3.62039	3.52656	4.11901	3.61833	3.59633	3.408	3.62039	3.52656
1110021L09Rik	18.0524	20.5177	18.261	11.6978	11.8111	17.1846	18.0524	20.5177	18.261	11.6978	11.8111	17.1846
1110028C15Rik	1.43839	1.87676	1.41287	1.6508	1.76916	1.54756	1.43839	1.87676	1.41287	1.6508	1.76916	1.54756
1110028F11Rik	0.0883902	0.0864491	0.0917152	0.212317	0.158139	0.161843	0.0883902	0.0864491	0.0917152	0.212317	0.158139	0.161843
1110028F18Rik	0.0776467	0	0.0402837	0	0.0434116	0.039492	0.0776467	0	0.0402837	0	0.0434116	0.039492
1110031I02Rik	10.7883	14.1078	15.0283	13.4485	10.8759	10.758	10.7883	14.1078	15.0283	13.4485	10.8759	10.758
1110032A03Rik	12.0385	13.2267	13.8566	13.572	12.4281	12.4451	12.0385	13.2267	13.8566	13.572	12.4281	12.4451
1110032A04Rik	2.05204	0.876307	1.2885	1.36197	0.987862	1.29847	2.05204	0.876307	1.2885	1.36197	0.987862	1.29847
1110032F04Rik	0.0558673	0.0520403	0.0579688	0.0813306	0.208233	0.0568295	0.0558673	0.0520403	0.0579688	0.0813306	0.208233	0.0568295
1110034A24Rik	0.980454	0.887907	0.678224	0.812784	0.832397	0.73877	0.980454	0.887907	0.678224	0.812784	0.832397	0.73877
1110034B05Rik	2.3538	2.74927	2.90859	2.58128	2.01947	2.51772	2.3538	2.74927	2.90859	2.58128	2.01947	2.51772
1110034G24Rik	2.92743	2.89916	2.56745	2.81577	2.45506	3.26145	2.92743	2.89916	2.56745	2.81577	2.45506	3.26145
1110035M17Rik	0	0	0.136579	0.143716	0.147184	0.133894	0	0	0.136579	0.143716	0.147184	0.133894
1110036E04Rik	0	0	0	0.0838697	0.0858936	0.0781382	0	0	0	0.0838697	0.0858936	0.0781382
1110037F02Rik	4.48203	3.77808	3.8866	3.84501	4.44613	4.17495	4.48203	3.77808	3.8866	3.84501	4.44613	4.17495
1110038B12Rik	49.9834	85.1476	64.12	72.3413	52.7652	60.1988	49.9834	85.1476	64.12	72.3413	52.7652	60.1988
1110038D17Rik	70.3947	76.2168	76.315	83.4607	72.9221	58.775	70.3947	76.2168	76.315	83.4607	72.9221	58.775
1110038F14Rik	22.2269	24.2075	22.0311	21.4993	20.2388	20.0301	22.2269	24.2075	22.0311	21.4993	20.2388	20.0301
1110046J04Rik	2.22764	1.45235	1.19563	3.35487	3.43587	3.59439	2.22764	1.45235	1.19563	3.35487	3.43587	3.59439
1110049F12Rik	18.8033	18.2116	18.1023	14.8193	16.3244	16.2311	18.8033	18.2116	18.1023	14.8193	16.3244	16.2311
1110050K14Rik	3.83941	3.42052	3.68874	4.05893	4.15688	4.17417	3.83941	3.42052	3.68874	4.05893	4.15688	4.17417
1110051M20Rik	0.29874	0.591482	0.464967	0.271813	0.278372	0.557124	0.29874	0.591482	0.464967	0.271813	0.278372	0.557124
1110054M08Rik	11.0455	10.6723	10.5467	11.3201	12.1236	13.924	11.0455	10.6723	10.5467	11.3201	12.1236	13.924
1110054O05Rik	3.20072	3.59978	2.54416	2.67711	2.69246	3.06169	3.20072	3.59978	2.54416	2.67711	2.69246	3.06169
1110057K04Rik	18.5913	16.9444	14.7828	13.0659	13.6809	16.6094	18.5913	16.9444	14.7828	13.0659	13.6809	16.6094
1110058L19Rik	8.16435	8.71425	12.1162	11.2982	8.91694	9.56037	8.16435	8.71425	12.1162	11.2982	8.91694	9.56037
1110059E24Rik	44.6203	49.3758	42.0693	40.9988	39.4874	51.1862	44.6203	49.3758	42.0693	40.9988	39.4874	51.1862
1110059G10Rik	4.52477	5.80249	4.54962	4.60382	4.08835	4.8307	4.52477	5.80249	4.54962	4.60382	4.08835	4.8307
1110059M19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110065P20Rik	8.43886	9.60976	9.65649	10.1611	5.99684	7.35471	8.43886	9.60976	9.65649	10.1611	5.99684	7.35471
1110067D22Rik	20.5997	20.781	20.96	27.7977	31.2938	22.5936	20.5997	20.781	20.96	27.7977	31.2938	22.5936
1190002F15Rik	1.74142	1.30264	1.08416	0.76052	0.389425	0.472377	1.74142	1.30264	1.08416	0.76052	0.389425	0.472377
1190002H23Rik	4.40645	3.56141	4.18582	5.21769	8.39709	5.05052	4.40645	3.56141	4.18582	5.21769	8.39709	5.05052
1190002N15Rik	2.76305	3.48028	2.53618	3.02969	3.03679	2.35421	2.76305	3.48028	2.53618	3.02969	3.03679	2.35421
1190003J15Rik	38.3599	26.485	34.6702	43.3095	41.6411	43.8626	38.3599	26.485	34.6702	43.3095	41.6411	43.8626
1190003K10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1190005F20Rik	20.4621	18.8006	23.0214	22.0471	22.2778	18.9323	20.4621	18.8006	23.0214	22.0471	22.2778	18.9323
1190005I06Rik	0.249025	0.348824	0.344524	0.271895	0.556912	0	0.249025	0.348824	0.344524	0.271895	0.556912	0
1190007F08Rik	4.58427	4.45176	5.03229	4.56312	3.7361	4.54987	4.58427	4.45176	5.03229	4.56312	3.7361	4.54987
1190007I07Rik	4.52183	3.37873	3.23937	3.2066	1.92745	2.99393	4.52183	3.37873	3.23937	3.2066	1.92745	2.99393
1200009I06Rik	95.7369	110.036	109.986	97.7108	92.0312	94.5735	95.7369	110.036	109.986	97.7108	92.0312	94.5735
1200011I18Rik	4.13414	4.40719	3.69435	3.49129	3.1793	3.74189	4.13414	4.40719	3.69435	3.49129	3.1793	3.74189
1200011M11Rik	4.36806	3.62453	4.85176	3.52089	3.44195	4.24945	4.36806	3.62453	4.85176	3.52089	3.44195	4.24945
1200014J11Rik	3.54417	3.41513	3.27727	3.05123	3.30389	3.28689	3.54417	3.41513	3.27727	3.05123	3.30389	3.28689
1200016B10Rik	6.33305	6.75998	5.72337	5.82727	5.56813	5.68881	6.33305	6.75998	5.72337	5.82727	5.56813	5.68881
1300001I01Rik	5.47614	4.79965	4.59519	3.97983	2.54266	3.4393	5.47614	4.79965	4.59519	3.97983	2.54266	3.4393
1300002E11Rik	16.3675	15.7983	18.2132	12.5861	14.2054	16.8036	16.3675	15.7983	18.2132	12.5861	14.2054	16.8036
1300002K09Rik	0.819045	1.48922	1.11965	0.993626	1.22112	1.00507	0.819045	1.48922	1.11965	0.993626	1.22112	1.00507
1300010F03Rik	8.10401	10.5879	10.0795	10.6039	7.97515	8.48912	8.10401	10.5879	10.0795	10.6039	7.97515	8.48912
1300014I06Rik	26.7272	24.7312	23.8572	20.9102	24.7618	27.43	26.7272	24.7312	23.8572	20.9102	24.7618	27.43
1300015D01Rik	0.0135167	0.0188825	0.0140252	0.0590322	0.0906851	0.0137495	0.0135167	0.0188825	0.0140252	0.0590322	0.0906851	0.0137495
1300017J02Rik	0	0.0149121	0	0	0	0	0	0.0149121	0	0	0	0
1300018I17Rik	7.03998	7.49699	8.76576	7.48029	7.27679	7.79002	7.03998	7.49699	8.76576	7.48029	7.27679	7.79002
1300018J18Rik	3.3009	5.62334	4.91423	3.89506	3.41591	4.25454	3.3009	5.62334	4.91423	3.89506	3.41591	4.25454
1500001M20Rik	2.20134	3.36775	3.28347	2.55373	1.84613	2.56582	2.20134	3.36775	3.28347	2.55373	1.84613	2.56582
1500002O10Rik	0	0	0	0	0	0.130849	0	0	0	0	0	0.130849
1500002O20Rik	5.75372	5.86277	6.44506	5.75862	5.41018	5.2764	5.75372	5.86277	6.44506	5.75862	5.41018	5.2764
1500003O03Rik	141.269	147.323	175.872	213.055	180.531	171.738	141.269	147.323	175.872	213.055	180.531	171.738
1500004A13Rik	0.322837	0.369807	0.415377	0.366585	0.389871	0.420349	0.322837	0.369807	0.415377	0.366585	0.389871	0.420349
1500009C09Rik	0.0330347	0.0462037	0	0.0721942	0.0739375	0.100908	0.0330347	0.0462037	0	0.0721942	0.0739375	0.100908
1500009L16Rik	3.07523	3.49084	4.62451	1.75182	1.39541	2.58416	3.07523	3.49084	4.62451	1.75182	1.39541	2.58416
1500010J02Rik	0.986188	0.767039	0.837228	0.868743	0.614048	1.07157	0.986188	0.767039	0.837228	0.868743	0.614048	1.07157
1500011B03Rik	2.68991	3.89322	5.37926	3.5131	2.39401	3.54	2.68991	3.89322	5.37926	3.5131	2.39401	3.54
1500011H22Rik	1.13178	2.81109	1.87896	1.79179	1.32881	1.78447	1.13178	2.81109	1.87896	1.79179	1.32881	1.78447
1500011K16Rik	17.3361	16.7581	13.0208	14.018	9.08419	14.0192	17.3361	16.7581	13.0208	14.018	9.08419	14.0192
1500012F01Rik	19.9385	28.9093	19.4062	23.1189	18.2413	17.7676	19.9385	28.9093	19.4062	23.1189	18.2413	17.7676
1500012K07Rik	0	0.151275	0	0	0.482564	0.219497	0	0.151275	0	0	0.482564	0.219497
1500015A07Rik	1.06465	1.26484	1.04946	1.30773	0.952379	0.75809	1.06465	1.26484	1.04946	1.30773	0.952379	0.75809
1500015L24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1500015O10Rik	0	0.0901578	0	0	0	0	0	0.0901578	0	0	0	0
1500016L03Rik	0	0	0	0	0	0.106378	0	0	0	0	0	0.106378
1500017E21Rik	0.0359738	0.188487	0.130644	0.176749	0.201127	0.10978	0.0359738	0.188487	0.130644	0.176749	0.201127	0.10978
1500031L02Rik	12.1867	12.2504	12.0941	10.3097	8.61175	10.8658	12.1867	12.2504	12.0941	10.3097	8.61175	10.8658
1500032L24Rik	405.234	398.151	433.744	442.323	397.097	399.793	405.234	398.151	433.744	442.323	397.097	399.793
1520402A15Rik	0.288806	0.0504761	0.262211	0.315329	0	0.073445	0.288806	0.0504761	0.262211	0.315329	0	0.073445
1600002D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600002H07Rik	0.888929	0.652981	0.709513	0.572385	1.09593	0.741939	0.888929	0.652981	0.709513	0.572385	1.09593	0.741939
1600002K03Rik	6.58658	5.3745	4.28422	4.18608	3.95732	6.00002	6.58658	5.3745	4.28422	4.18608	3.95732	6.00002
1600010M07Rik	0.426365	0.597785	0.442404	0.581902	0.595944	0.325281	0.426365	0.597785	0.442404	0.581902	0.595944	0.325281
1600012F09Rik	2.57256	2.37039	1.77482	1.55381	1.66781	1.94873	2.57256	2.37039	1.77482	1.55381	1.66781	1.94873
1600012H06Rik	12.7262	17.2307	12.5895	12.5525	11.9836	13.1158	12.7262	17.2307	12.5895	12.5525	11.9836	13.1158
1600014C10Rik	5.58087	6.1103	5.44254	5.13595	4.60341	4.46437	5.58087	6.1103	5.44254	5.13595	4.60341	4.46437
1600014C23Rik	0	0	0	0	0	0.141911	0	0	0	0	0	0.141911
1600014K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600015I10Rik	0.0193891	0.0135461	0	0	0.0216806	0.039446	0.0193891	0.0135461	0	0	0.0216806	0.039446
1600016N20Rik	3.26103	3.53535	3.90618	4.45064	4.15586	4.51236	3.26103	3.53535	3.90618	4.45064	4.15586	4.51236
1600019K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600020E01Rik	7.15245	4.88019	4.88291	10.8966	7.58303	6.85338	7.15245	4.88019	4.88291	10.8966	7.58303	6.85338
1600021P15Rik	13.1616	15.3374	14.4384	14.8236	14.5624	14.6864	13.1616	15.3374	14.4384	14.8236	14.5624	14.6864
1600025M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600027N09Rik	1.87566	2.18618	2.22424	2.34047	2.14727	2.08967	1.87566	2.18618	2.22424	2.34047	2.14727	2.08967
1600029D21Rik	97.8353	61.0945	142.641	122.654	37.7597	199.971	97.8353	61.0945	142.641	122.654	37.7597	199.971
1600029I14Rik	0	0	0	0	0	0.0678901	0	0	0	0	0	0.0678901
1600029O15Rik	0.0275274	0.0577126	0.0285619	0.0300544	0.0923394	0.056001	0.0275274	0.0577126	0.0285619	0.0300544	0.0923394	0.056001
1700001C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	0.218035	0.108668	0.0969588	0.0340085	0.0348291	0.0633682	0.218035	0.108668	0.0969588	0.0340085	0.0348291	0.0633682
1700001D01Rik	0.243024	0	0	0.265342	0	0.494418	0.243024	0	0	0.265342	0	0.494418
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001G17Rik	0.0643167	0.0450132	0	0	0.0719179	0	0.0643167	0.0450132	0	0	0.0719179	0
1700001J03Rik	0.383411	0.0536934	0.318267	0.418622	0.514469	0.156006	0.383411	0.0536934	0.318267	0.418622	0.514469	0.156006
1700001J11Rik	0.0390518	0.0409252	0	0	0	0	0.0390518	0.0409252	0	0	0	0
1700001K19Rik	0.528906	0.699049	0.426845	0.192493	0.0657127	0.179338	0.528906	0.699049	0.426845	0.192493	0.0657127	0.179338
1700001K23Rik	0	0	0.159869	0.168223	0.172283	0	0	0	0.159869	0.168223	0.172283	0
1700001L05Rik	0.70196	0.548808	0.910457	1.72446	1.31389	0.667482	0.70196	0.548808	0.910457	1.72446	1.31389	0.667482
1700001L19Rik	0.0826306	0	0	0	0.0307988	0.0560358	0.0826306	0	0	0	0.0307988	0.0560358
1700001O22Rik	0.0714495	0.122871	0.182194	0.127806	0.0654384	0	0.0714495	0.122871	0.182194	0.127806	0.0654384	0
1700001P01Rik	0	0	0.108511	0.114181	0	0	0	0	0.108511	0.114181	0	0
1700003C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003D09Rik	7.00574	5.05297	6.03043	6.95569	7.58355	5.72242	7.00574	5.05297	6.03043	6.95569	7.58355	5.72242
1700003E16Rik	0.239393	0.184008	0.173878	0.339791	0.0803055	0.219164	0.239393	0.184008	0.173878	0.339791	0.0803055	0.219164
1700003F12Rik	0	0.0582469	0	0	0	0.0845966	0	0.0582469	0	0	0	0.0845966
1700003F17Rik	0.118583	0.249505	0.36913	0	0.662986	0.361875	0.118583	0.249505	0.36913	0	0.662986	0.361875
1700003G13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003M07Rik	0.198822	0.243138	0.154726	0.0814043	0.333482	0.151684	0.198822	0.243138	0.154726	0.0814043	0.333482	0.151684
1700003P14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007B14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007I08Rik	0	0	0	0	0.0380701	0	0	0	0	0	0.0380701	0
1700007J10Rik	1.3617	1.5647	1.81661	2.07084	2.12081	1.87985	1.3617	1.5647	1.81661	2.07084	2.12081	1.87985
1700007K09Rik	0	0	0.193281	0	0	0	0	0	0.193281	0	0	0
1700007K13Rik	0	0	0.152276	0.160233	0	0	0	0	0.152276	0.160233	0	0
1700007L15Rik	0.972399	1.07824	0.840814	1.0617	0.724881	0.577002	0.972399	1.07824	0.840814	1.0617	0.724881	0.577002
1700007P06Rik	0.0711375	0.149401	0.147628	0.310682	0.15909	0.144725	0.0711375	0.149401	0.147628	0.310682	0.15909	0.144725
1700008A04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700008F21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700008I05Rik	0	0	0	0	0.0314244	0	0	0	0	0	0.0314244	0
1700008J07Rik	1.03173	1.05351	1.19406	1.29978	0.931804	0.928402	1.03173	1.05351	1.19406	1.29978	0.931804	0.928402
1700008K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700008O03Rik	0.0623247	0	0	0	0	0	0.0623247	0	0	0	0	0
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700008P20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	0	0.0631315	0	0	0	0	0	0.0631315
1700009N14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700009P17Rik	0.796885	0.891955	1.04736	0.986078	0.891065	0.702529	0.796885	0.891955	1.04736	0.986078	0.891065	0.702529
1700010B08Rik	0	0.044559	0	0	0	0	0	0.044559	0	0	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010I02Rik	0	0.132295	0.390386	0.410785	0.631047	0	0	0.132295	0.390386	0.410785	0.631047	0
1700010I14Rik	0.158364	0.202896	0.109548	0.0864541	0.0590269	0.322184	0.158364	0.202896	0.109548	0.0864541	0.0590269	0.322184
1700010J16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010M22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011A15Rik	0	0.044114	0	0.0688235	0	0	0	0.044114	0	0.0688235	0	0
1700011B04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011E24Rik	0.068496	0	0.0710726	0	0	0	0.068496	0	0.0710726	0	0	0
1700011F03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011F14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011H14Rik	33.7648	39.0255	41.0246	55.5736	37.243	31.7832	33.7648	39.0255	41.0246	55.5736	37.243	31.7832
1700011I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011J10Rik	1.87128	3.72996	3.39793	3.06471	2.56324	2.14145	1.87128	3.72996	3.39793	3.06471	2.56324	2.14145
1700011L22Rik	0.0569529	0.0398481	0	0.124367	0	0	0.0569529	0.0398481	0	0.124367	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012A16Rik	0	0.0167734	0	0.0262086	0	0	0	0.0167734	0	0.0262086	0	0
1700012B07Rik	0	0	0	0.0654678	0	0	0	0	0	0.0654678	0	0
1700012B09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012B15Rik	6.74983	5.751	6.16118	6.3169	5.22086	5.73034	6.74983	5.751	6.16118	6.3169	5.22086	5.73034
1700012D01Rik	0	0.06274	0.092926	0.293345	0	0	0	0.06274	0.092926	0.293345	0	0
1700012D14Rik	0	0.0724461	0.107244	0	0	0.105136	0	0.0724461	0.107244	0	0	0.105136
1700012I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012L04Rik	0.682487	0.383199	0.991424	0.745164	0.610517	0.694241	0.682487	0.383199	0.991424	0.745164	0.610517	0.694241
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	0	0	0	0	0
