Gene	GF-H3K9ac_1	CV-H3K9ac_3	CV-H3K9ac_2	CV-H3K9ac_1	GF-H3K9ac_2	GF-H3K9ac_3	GF-H3K9ac_4	CV-H3K9ac_6	CV-H3K9ac_5	CV-H3K9ac_4
C230029F24Rik	13.0	20.0	6.0	3.0	19.0	14	3.0	2.0	3.0	1.0
C230034O21Rik	7.0	19.0	3.0	9.0	11.0	15	9.0	0.0	2.0	0.0
C230035I16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C230037L18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C230057A21Rik	15.0	22.0	6.0	6.0	13.0	16	16.0	3.0	2.0	2.0
C230072F16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C2cd2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C2cd4c	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C2cd4d	7.0	14.0	5.0	13.0	14.0	11	12.0	1.0	3.0	0.0
C2cd6	77.0	84.0	19.0	30.0	132.0	100	122.0	7.0	9.0	13.0
C3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330002G04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330004P14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330008A17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330011F03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330013E15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330018A13Rik	11.0	18.0	7.0	3.0	17.0	15	10.0	3.0	4.0	3.0
C330018D20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330020E22Rik	53.0	24.0	10.0	12.0	56.0	46	81.0	4.0	4.0	7.0
C330024C12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C330024D21Rik	16.0	22.0	4.0	5.0	17.0	20	15.0	0.0	5.0	4.0
C330026H20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C430014B12Rik	9.0	21.0	3.0	8.0	19.0	14	13.0	5.0	1.0	2.0
C430042M11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C4a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C4b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C4bp	16.0	72.0	7.0	13.0	61.0	36	62.0	2.0	2.0	2.0
C4bp-ps1	17.0	19.0	5.0	8.0	24.0	15	11.0	2.0	1.0	4.0
C530005A16Rik	36.0	26.0	7.0	8.0	37.0	33	48.0	3.0	3.0	9.0
C530043A13Rik	12.0	14.0	5.0	4.0	20.0	13	14.0	1.0	1.0	4.0
C6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C630004L07Rik	59.0	43.0	7.0	15.0	51.0	48	57.0	2.0	10.0	10.0
C630028M04Rik	9.0	16.0	2.0	9.0	15.0	10	11.0	4.0	1.0	4.0
C630031E19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C630043F03Rik	9.0	18.0	7.0	4.0	29.0	7	27.0	0.0	0.0	8.0
C7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C730002L08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C730014E05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C730027H18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C730034F03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C730036E19Rik	13.0	17.0	6.0	7.0	15.0	21	12.0	2.0	2.0	4.0
C77080	102.0	113.0	13.0	36.0	115.0	120	113.0	9.0	6.0	18.0
C87114	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C87198	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C8a	69.0	71.0	9.0	28.0	44.0	58	49.0	7.0	5.0	14.0
C8b	13.0	22.0	6.0	3.0	18.0	19	12.0	5.0	5.0	1.0
C8g	78.0	78.0	15.0	11.0	61.0	78	59.0	7.0	15.0	4.0
C9	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C920009B18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
C920021L13Rik	36.0	12.0	5.0	6.0	34.0	27	32.0	1.0	2.0	6.0
C9orf72	336.0	221.0	43.0	21.0	231.0	368	506.0	9.0	25.0	15.0
CJ186046Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
CK137956	44.0	52.0	10.0	14.0	44.0	30	31.0	3.0	9.0	13.0
CN725425	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Caap1	13.0	43.0	5.0	10.0	52.0	16	16.0	3.0	0.0	8.0
Cab39	43.0	49.0	19.0	5.0	107.0	38	48.0	10.0	2.0	24.0
Cab39l	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cabcoco1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cabin1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cables1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cables2	55.0	26.0	7.0	21.0	25.0	26	86.0	4.0	4.0	11.0
Cabp1	42.0	37.0	8.0	13.0	54.0	27	53.0	5.0	1.0	7.0
Cabp2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cabp4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cabp7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cabs1	19.0	18.0	4.0	9.0	14.0	19	15.0	2.0	2.0	2.0
Cabyr	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacfd1	33.0	29.0	10.0	6.0	23.0	51	18.0	5.0	6.0	5.0
Cachd1	13.0	21.0	5.0	5.0	22.0	11	6.0	2.0	4.0	1.0
Cacna1b	63.0	68.0	11.0	38.0	52.0	67	42.0	3.0	3.0	8.0
Cacna1d	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacna1e	37.0	74.0	27.0	17.0	108.0	69	61.0	11.0	4.0	11.0
Cacna1g	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacna1h	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacna1i	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacna1s	22.0	29.0	10.0	18.0	58.0	17	17.0	7.0	5.0	9.0
Cacna2d1	34.0	63.0	21.0	26.0	66.0	51	40.0	1.0	3.0	7.0
Cacna2d3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacnb1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacnb2	74.0	159.0	20.0	21.0	149.0	108	101.0	12.0	6.0	10.0
Cacnb3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacnb4	676.0	422.0	52.0	53.0	665.0	621	830.0	19.0	51.0	32.0
Cacng1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacng2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacng4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacng5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cactin	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacul1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cacybp	15.0	16.0	8.0	1.0	20.0	15	16.0	1.0	0.0	4.0
Cad	61.0	46.0	11.0	9.0	55.0	64	51.0	3.0	3.0	0.0
Cadm2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cadm3	18.0	47.0	4.0	8.0	46.0	48	37.0	3.0	3.0	2.0
Cadps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cage1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cahm	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calb1	7.0	16.0	2.0	11.0	11.0	13	8.0	2.0	1.0	2.0
Calcoco1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calcoco2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calcrl	26.0	31.0	11.0	32.0	45.0	34	59.0	3.0	5.0	4.0
Calhm1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calhm2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calhm3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calhm4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calhm5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calhm6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calm1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calm2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calm4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calm5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Calml3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Caln1	63.0	165.0	23.0	36.0	152.0	91	46.0	16.0	11.0	25.0
Calr4	75.0	138.0	18.0	40.0	100.0	139	166.0	18.0	3.0	10.0
Camk1d	98.0	93.0	22.0	18.0	139.0	109	123.0	12.0	8.0	14.0
Camk1g	29.0	19.0	3.0	9.0	60.0	36	23.0	2.0	2.0	1.0
Camk2a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Camk2b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Camk2d	21.0	47.0	2.0	13.0	60.0	84	52.0	5.0	5.0	6.0
Camk2g	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Camk2n1	18.0	26.0	4.0	12.0	26.0	18	27.0	1.0	2.0	8.0
Camk2n2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Camk4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Camkk1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Camkk2	77.0	86.0	14.0	51.0	136.0	71	84.0	18.0	6.0	20.0
Camkmt	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Caml	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Camsap1	77.0	117.0	18.0	16.0	87.0	87	96.0	5.0	6.0	11.0
Camsap2	56.0	53.0	8.0	21.0	50.0	52	48.0	7.0	3.0	9.0
Camta1	140.0	151.0	41.0	51.0	139.0	132	105.0	23.0	10.0	27.0
Camta2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cand1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cant1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Canx	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cap1	8.0	20.0	4.0	12.0	24.0	14	17.0	1.0	1.0	5.0
Cap2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capn1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capn10	13.0	9.0	5.0	14.0	19.0	19	15.0	1.0	3.0	6.0
Capn11	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capn13	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capn15	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capn2	28.0	33.0	7.0	8.0	22.0	35	21.0	5.0	2.0	3.0
Capn3	39.0	33.0	14.0	13.0	50.0	45	50.0	5.0	3.0	5.0
Capn7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capn8	12.0	26.0	2.0	15.0	41.0	37	18.0	6.0	5.0	6.0
Caprin1	48.0	78.0	12.0	27.0	34.0	28	60.0	2.0	4.0	2.0
Caps2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capsl	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Capza1	40.0	33.0	8.0	5.0	24.0	16	35.0	4.0	9.0	4.0
Capzb	60.0	50.0	11.0	34.0	72.0	68	88.0	2.0	9.0	1.0
Car1	46.0	80.0	4.0	21.0	72.0	50	48.0	9.0	1.0	10.0
Car10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Car13	4.0	18.0	6.0	7.0	18.0	8	6.0	3.0	2.0	3.0
Car14	44.0	30.0	4.0	9.0	68.0	46	64.0	3.0	2.0	2.0
Car15	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Car2	10.0	16.0	5.0	11.0	18.0	16	9.0	2.0	1.0	3.0
Car3	7.0	21.0	7.0	2.0	24.0	9	11.0	3.0	0.0	6.0
Car4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Car6	24.0	13.0	6.0	12.0	35.0	25	24.0	2.0	1.0	1.0
Car8	101.0	97.0	19.0	29.0	98.0	65	102.0	3.0	9.0	15.0
Car9	194.0	162.0	32.0	11.0	197.0	193	204.0	15.0	27.0	29.0
Card10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Card11	19.0	18.0	6.0	8.0	22.0	17	16.0	3.0	3.0	5.0
Card14	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Card19	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Card6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Card9	27.0	18.0	10.0	2.0	26.0	51	40.0	2.0	4.0	5.0
Carf	43.0	31.0	12.0	9.0	81.0	27	37.0	5.0	9.0	8.0
Carhsp1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Carlr	10.0	17.0	4.0	5.0	12.0	21	10.0	0.0	2.0	2.0
Carmil1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Carmil3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Carmn	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Carnmt1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Carns1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cartpt	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Casc3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Caskin1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Caskin2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Casp14	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Casp16	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Casp6	23.0	24.0	7.0	8.0	17.0	27	25.0	2.0	2.0	2.0
Casp7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Casp8	36.0	60.0	11.0	21.0	82.0	75	72.0	9.0	6.0	4.0
Casp8ap2	242.0	129.0	15.0	9.0	232.0	291	303.0	2.0	4.0	9.0
Casp9	25.0	21.0	7.0	6.0	19.0	21	28.0	1.0	4.0	6.0
Casq1	29.0	23.0	4.0	6.0	25.0	29	41.0	1.0	4.0	2.0
Casq2	16.0	20.0	2.0	15.0	15.0	18	12.0	6.0	1.0	3.0
Casr	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cass4	25.0	37.0	9.0	11.0	27.0	38	34.0	3.0	5.0	1.0
Cast	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Castor1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Castor2	11.0	18.0	11.0	3.0	22.0	22	10.0	3.0	0.0	5.0
Casz1	101.0	88.0	18.0	21.0	80.0	115	156.0	4.0	12.0	10.0
Cat	17.0	22.0	6.0	10.0	31.0	27	5.0	6.0	3.0	4.0
Catip	92.0	53.0	13.0	38.0	80.0	184	210.0	15.0	11.0	6.0
Catsper1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Catsper2	92.0	55.0	26.0	30.0	123.0	87	99.0	5.0	11.0	9.0
Catsper3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Catsper4	35.0	49.0	3.0	8.0	53.0	21	34.0	1.0	2.0	5.0
Catsperb	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Catsperd	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Catspere1	32.0	32.0	26.0	21.0	35.0	75	55.0	7.0	5.0	3.0
Catspere2	17.0	63.0	8.0	17.0	92.0	54	40.0	12.0	5.0	4.0
Catsperz	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cavin1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cavin2	17.0	14.0	5.0	10.0	12.0	19	18.0	2.0	3.0	2.0
Cavin4	11.0	21.0	1.0	7.0	16.0	14	20.0	3.0	2.0	2.0
Cbarp	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbfa2t2	53.0	62.0	19.0	15.0	42.0	68	53.0	2.0	10.0	14.0
Cbfa2t2-ps1	12.0	17.0	3.0	3.0	20.0	10	12.0	0.0	3.0	1.0
Cblb	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cblif	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbll1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbln2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbln3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbln4	12.0	16.0	6.0	4.0	17.0	18	10.0	5.0	7.0	9.0
Cbr1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbr2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbr3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbs	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbwd1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx3-ps3	9.0	26.0	7.0	11.0	18.0	19	17.0	5.0	5.0	4.0
Cbx3-ps4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx3-ps5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx3-ps6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx3-ps7	15.0	22.0	5.0	10.0	23.0	30	31.0	4.0	3.0	8.0
Cbx4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cbx8	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cby1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cby2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cby3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cc2d1b	29.0	11.0	1.0	13.0	49.0	57	22.0	4.0	4.0	1.0
Cc2d2a	370.0	209.0	34.0	39.0	272.0	317	522.0	14.0	24.0	28.0
Cc2d2b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccar1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccar2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccbe1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc103	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc105	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc107	164.0	80.0	9.0	10.0	201.0	130	269.0	2.0	5.0	10.0
Ccdc112	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc115	17.0	24.0	4.0	8.0	13.0	18	14.0	5.0	3.0	3.0
Ccdc116	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc117	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc121	22.0	20.0	4.0	7.0	22.0	16	6.0	0.0	3.0	6.0
Ccdc122	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc125	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc127	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc134	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc137	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc138	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc14	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc141	63.0	107.0	21.0	20.0	103.0	108	40.0	9.0	6.0	5.0
Ccdc144b	17.0	16.0	4.0	9.0	22.0	17	14.0	2.0	3.0	3.0
Ccdc146	46.0	57.0	21.0	27.0	62.0	36	44.0	9.0	6.0	12.0
Ccdc148	56.0	91.0	15.0	20.0	83.0	68	42.0	16.0	7.0	16.0
Ccdc149	35.0	70.0	13.0	33.0	71.0	35	25.0	5.0	15.0	7.0
Ccdc150	98.0	47.0	7.0	34.0	107.0	61	68.0	7.0	11.0	14.0
Ccdc152	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc154	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc157	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc158	494.0	179.0	27.0	58.0	425.0	564	743.0	7.0	17.0	22.0
Ccdc162	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc163	73.0	54.0	11.0	13.0	102.0	100	152.0	2.0	7.0	3.0
Ccdc166	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc167	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc169	70.0	82.0	46.0	34.0	86.0	99	67.0	11.0	6.0	7.0
Ccdc17	28.0	21.0	3.0	8.0	35.0	31	35.0	6.0	7.0	2.0
Ccdc170	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc171	33.0	27.0	21.0	5.0	53.0	31	36.0	3.0	3.0	3.0
Ccdc172	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc173	66.0	76.0	21.0	13.0	68.0	92	95.0	4.0	6.0	11.0
Ccdc175	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc177	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc178	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc18	71.0	62.0	18.0	29.0	116.0	82	74.0	11.0	7.0	3.0
Ccdc180	21.0	16.0	9.0	7.0	32.0	43	18.0	3.0	2.0	5.0
Ccdc181	17.0	21.0	2.0	4.0	41.0	39	23.0	1.0	3.0	3.0
Ccdc182	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc183	19.0	23.0	7.0	7.0	31.0	31	29.0	2.0	2.0	5.0
Ccdc184	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc185	16.0	23.0	8.0	7.0	13.0	15	22.0	5.0	6.0	3.0
Ccdc186	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc187	18.0	9.0	3.0	3.0	25.0	21	18.0	2.0	2.0	9.0
Ccdc188	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc190	76.0	87.0	31.0	18.0	95.0	89	35.0	3.0	5.0	17.0
Ccdc191	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc192	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc201	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc24	37.0	45.0	19.0	5.0	63.0	43	52.0	5.0	4.0	6.0
Ccdc25	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc27	31.0	33.0	2.0	6.0	52.0	17	43.0	0.0	7.0	3.0
Ccdc28a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc28b	81.0	65.0	24.0	28.0	74.0	72	54.0	9.0	8.0	11.0
Ccdc3	13.0	24.0	2.0	10.0	28.0	19	11.0	4.0	5.0	3.0
Ccdc30	111.0	104.0	26.0	35.0	129.0	95	133.0	13.0	5.0	16.0
Ccdc32	22.0	29.0	9.0	12.0	35.0	34	39.0	2.0	2.0	5.0
Ccdc34	35.0	36.0	3.0	9.0	51.0	34	39.0	1.0	6.0	0.0
Ccdc34os	39.0	34.0	6.0	8.0	51.0	70	72.0	0.0	3.0	4.0
Ccdc38	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc39	17.0	57.0	21.0	13.0	32.0	41	19.0	4.0	4.0	4.0
Ccdc40	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc42	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc42os	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc43	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc47	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc50	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc50-ps	15.0	17.0	8.0	3.0	25.0	8	12.0	3.0	3.0	2.0
